iter	Passed	Remaining
239	3284	15875
240	3297	15857
241	3320	15889
242	3333	15872
243	3346	15852
244	3358	15834
245	3372	15820
246	3385	15805
247	3399	15789
248	3412	15772
249	3424	15754
250	3438	15742
251	3453	15731
252	3466	15717
253	3479	15700
254	3491	15678
255	3503	15656
256	3516	15640
257	3530	15625
258	3543	15609
259	3556	15593
260	3567	15569
261	3578	15544
262	3592	15530
263	3605	15513
264	3618	15497
265	3630	15479
266	3643	15461
267	3658	15452
268	3672	15438
269	3685	15423
270	3700	15415
271	3713	15399
272	3726	15384
273	3739	15367
274	3752	15352
275	3765	15333
276	3776	15311
277	3789	15295
278	3802	15276
279	3815	15261
280	3828	15244
281	3841	15229
282	3855	15216
283	3868	15200
284	3879	15178
285	3893	15163
286	3906	15149
287	3919	15134
288	3934	15125
289	3947	15108
290	3960	15091
291	3973	15078
292	3989	15073
293	4003	15059
294	4016	15045
295	4028	15025
296	4040	15007
297	4054	14994
298	4068	14981
299	4082	14970
300	4095	14952
301	4107	14934
302	4120	14916
303	4132	14900
304	4148	14893
305	4162	14882
306	4176	14867
307	4188	14851
308	4202	14839
309	4216	14825
310	4229	14811
311	4242	14795
312	4255	14779
313	4267	14759
314	4280	14744
315	4293	14727
316	4306	14711
317	4319	14695
318	4332	14682
319	4346	14668
320	4359	14652
321	4372	14639
322	4385	14623
323	4398	14605
324	4410	14587
325	4422	14571
326	4437	14559
327	4451	14547
328	4465	14536
329	4479	14522
330	4492	14509
331	4506	14496
332	4518	14478
333	4531	14463
334	4544	14448
335	4556	14429
336	4569	14415
337	4582	14399
338	4596	14384
339	4608	14369
340	4622	14355
341	4635	14339
342	4647	14322
343	4660	14307
344	4674	14295
345	4689	14284
346	4702	14268
347	4714	14252
348	4727	14236
349	4741	14223
350	4754	14208
351	4767	14194
352	4781	14182
353	4793	14163
354	4805	14145
355	4818	14132
356	4832	14119
357	4845	14103
358	4859	14091
359	4871	14072
360	4883	14054
361	4895	14038
362	4909	14024
363	4924	14016
364	4938	14003
365	4951	13987
366	4963	13971
367	4977	13957
368	4991	13945
369	5005	13934
370	5018	13920
371	5031	13903
372	5043	13886
373	5056	13872
374	5069	13856
375	5083	13845
376	5095	13827
377	5108	13812
378	5121	13797
379	5134	13781
380	5148	13769
381	5162	13756
382	5175	13743
383	5188	13726
384	5200	13710
385	5213	13696
386	5227	13683
387	5239	13666
388	5253	13652
389	5266	13640
390	5279	13624
391	5293	13610
392	5306	13596
393	5318	13580
394	5331	13564
395	5344	13549
396	5357	13536
397	5371	13523
398	5385	13511
399	5397	13494
400	5410	13478
401	5423	13464
402	5437	13452
403	5452	13442
404	5466	13430
405	5480	13417
406	5494	13404
407	5506	13388
408	5519	13374
409	5534	13364
410	5549	13353
411	5561	13337
412	5574	13323
413	5586	13305
414	5599	13291
415	5613	13277
416	5627	13265
417	5640	13252
418	5653	13236
419	5666	13222
420	5680	13209
421	5694	13196
422	5714	13199
423	5726	13181
424	5739	13166
425	5752	13153
426	5766	13139
427	5780	13127
428	5794	13114
429	5805	13096
430	5818	13080
431	5831	13065
432	5843	13049
433	5857	13038
434	5870	13023
435	5883	13008
436	5895	12992
437	5907	12975
438	5921	12962
439	5934	12947
440	5948	12935
441	5962	12922
442	5967	12890
443	5980	12876
444	5994	12865
445	6007	12850
446	6021	12837
447	6035	12825
448	6047	12808
449	6060	12794
450	6073	12779
451	6085	12764
452	6099	12751
453	6112	12735
454	6124	12720
455	6139	12709
456	6153	12697
457	6167	12684
458	6180	12670
459	6192	12655
460	6205	12639
461	6219	12626
462	6234	12618
463	6248	12605
464	6261	12589
465	6274	12575
466	6287	12560
467	6300	12547
468	6313	12532
469	6327	12519
470	6340	12506
471	6352	12490
472	6365	12475
473	6379	12462
474	6391	12446
475	6405	12434
476	6418	12419
477	6431	12404
478	6443	12389
479	6457	12376
480	6471	12363
481	6484	12351
482	6497	12335
483	6510	12321
484	6524	12308
485	6538	12296
486	6552	12283
487	6566	12271
488	6579	12257
489	6592	12242
490	6604	12227
491	6618	12214
492	6632	12201
493	6646	12188
494	6659	12176
495	6673	12162
496	6687	12150
497	6701	12137
498	6716	12127
499	6730	12115
500	6744	12102
501	6758	12089
502	6772	12076
503	6785	12062
504	6799	12050
505	6811	12034
506	6824	12020
507	6837	12006
508	6851	11992
509	6863	11977
510	6877	11964
511	6889	11948
512	6901	11932
513	6914	11918
514	6927	11905
515	6941	11891
516	6954	11877
517	6967	11863
518	6980	11848
519	6994	11836
520	7009	11826
521	7024	11814
522	7037	11800
523	7050	11787
524	7063	11772
525	7076	11758
526	7090	11745
527	7104	11732
528	7116	11716
529	7128	11700
530	7141	11687
531	7154	11673
532	7168	11661
533	7183	11649
534	7196	11635
535	7209	11621
536	7224	11609
537	7237	11595
538	7251	11583
539	7266	11572
540	7279	11558
541	7293	11545
542	7307	11532
543	7320	11519
544	7335	11507
545	7347	11493
546	7360	11478
547	7374	11465
548	7388	11452
549	7401	11438
550	7414	11424
551	7428	11411
552	7440	11395
553	7453	11382
554	7468	11371
555	7496	11379
556	7510	11367
557	7524	11354
558	7538	11341
559	7551	11327
560	7565	11313
561	7578	11299
562	7590	11285
563	7604	11272
564	7616	11256
565	7630	11244
566	7643	11230
567	7656	11215
568	7669	11201
569	7683	11188
570	7697	11175
571	7711	11162
572	7725	11149
573	7737	11135
574	7750	11120
575	7763	11106
576	7778	11095
577	7792	11081
578	7805	11068
579	7818	11054
580	7833	11041
581	7847	11030
582	7862	11017
583	7876	11005
584	7888	10990
585	7900	10974
586	7913	10960
587	7926	10946
588	7940	10933
589	7953	10919
590	7966	10905
591	7979	10890
592	7993	10878
593	8007	10865
594	8022	10853
595	8035	10839
596	8048	10826
597	8061	10811
598	8075	10798
599	8091	10789
600	8106	10776
601	8120	10763
602	8132	10749
603	8146	10735
604	8159	10722
605	8173	10709
606	8187	10695
607	8199	10681
608	8212	10666
609	8225	10652
610	8239	10639
611	8252	10625
612	8265	10612
613	8278	10597
614	8291	10583
615	8306	10571
616	8320	10558
617	8333	10545
618	8347	10532
619	8360	10517
620	8373	10503
621	8386	10489
622	8399	10475
623	8412	10461
624	8424	10446
625	8437	10432
626	8450	10417
627	8463	10404
628	8476	10390
629	8490	10377
630	8504	10364
631	8517	10350
632	8530	10336
633	8543	10322
634	8556	10308
635	8569	10294
636	8581	10279
637	8595	10265
638	8608	10252
639	8621	10238
640	8635	10225
641	8648	10211
642	8660	10195
643	8672	10181
644	8685	10166
645	8700	10154
646	8713	10141
647	8726	10127
648	8739	10112
649	8751	10097
650	8764	10083
651	8777	10069
652	8790	10056
653	8804	10043
654	8817	10028
655	8829	10013
656	8843	10000
657	8855	9986
658	8870	9973
659	8883	9960
660	8896	9945
661	8908	9930
662	8920	9916
663	8933	9902
664	8946	9888
665	8960	9874
666	8972	9860
667	8984	9845
668	8998	9832
669	9011	9818
670	9025	9805
671	9038	9791
672	9051	9777
673	9063	9763
674	9078	9751
675	9092	9738
676	9106	9725
677	9120	9711
678	9132	9697
679	9145	9683
680	9159	9670
681	9173	9657
682	9185	9643
683	9199	9629
684	9211	9614
685	9225	9601
686	9239	9588
687	9252	9575
688	9266	9561
689	9277	9546
690	9306	9549
691	9320	9535
692	9334	9523
693	9347	9509
694	9360	9495
695	9374	9482
696	9388	9469
697	9402	9455
698	9414	9441
699	9427	9427
700	9439	9412
701	9451	9397
702	9464	9383
703	9478	9371
704	9492	9358
705	9505	9344
706	9518	9329
707	9530	9315
708	9544	9301
709	9557	9288
710	9571	9275
711	9584	9261
712	9596	9246
713	9609	9232
714	9622	9218
715	9636	9205
716	9649	9191
717	9662	9178
718	9674	9163
719	9687	9149
720	9701	9136
721	9714	9122
722	9728	9109
723	9755	9108
724	9768	9095
725	9782	9081
726	9795	9067
727	9808	9053
728	9821	9040
729	9835	9027
730	9849	9013
731	9862	8999
732	9877	8987
733	9890	8974
734	9904	8961
735	9915	8945
736	9928	8931
737	9941	8917
738	9953	8903
739	9965	8888
740	9978	8874
741	9990	8859
742	10004	8846
743	10017	8832
744	10031	8819
745	10044	8806
746	10058	8792
747	10070	8778
748	10085	8765
749	10099	8753
750	10113	8740
751	10128	8727
752	10141	8714
753	10155	8701
754	10169	8688
755	10184	8675
756	10197	8661
757	10209	8647
758	10221	8631
759	10233	8617
760	10247	8605
761	10261	8591
762	10274	8577
763	10287	8563
764	10298	8548
765	10311	8534
766	10324	8520
767	10337	8506
768	10351	8494
769	10367	8482
770	10381	8469
771	10396	8457
772	10411	8445
773	10426	8432
774	10440	8419
775	10453	8406
776	10467	8392
777	10480	8379
778	10496	8367
779	10509	8353
780	10522	8339
781	10535	8325
782	10549	8312
783	10562	8299
784	10576	8286
785	10589	8272
786	10602	8258
787	10615	8244
788	10630	8232
789	10643	8218
790	10657	8205
791	10671	8192
792	10684	8178
793	10698	8165
794	10712	8152
795	10724	8137
796	10738	8124
797	10751	8110
798	10763	8096
799	10777	8082
800	10790	8069
801	10804	8056
802	10818	8043
803	10832	8029
804	10843	8015
805	10859	8003
806	10874	7990
807	10889	7978
808	10902	7964
809	10915	7951
810	10928	7937
811	10942	7923
812	10957	7911
813	10971	7898
814	10984	7884
815	10996	7870
816	11009	7856
817	11023	7842
818	11036	7829
819	11049	7815
820	11062	7801
821	11074	7787
822	11089	7775
823	11102	7761
824	11117	7748
825	11130	7734
826	11143	7720
827	11155	7706
828	11167	7692
829	11181	7678
830	11195	7665
831	11209	7652
832	11220	7637
833	11233	7623
834	11245	7609
835	11257	7594
836	11269	7580
837	11297	7576
838	11318	7568
839	11336	7557
840	11353	7546
841	11366	7532
842	11378	7518
843	11392	7504
844	11406	7492
845	11421	7479
846	11434	7465
847	11447	7451
848	11461	7438
849	11476	7426
850	11491	7413
851	11505	7400
852	11518	7386
853	11531	7372
854	11546	7359
855	11560	7347
856	11575	7334
857	11591	7322
858	11605	7308
859	11620	7296
860	11637	7285
861	11654	7274
862	11669	7261
863	11683	7247
864	11698	7235
865	11711	7221
866	11725	7208
867	11740	7195
868	11752	7181
869	11765	7167
870	11777	7153
871	11790	7139
872	11804	7126
873	11818	7112
874	11831	7098
875	11845	7085
876	11857	7071
877	11871	7058
878	11885	7044
879	11899	7031
880	11912	7017
881	11926	7004
882	11939	6990
883	11954	6978
884	11981	6972
885	11994	6958
886	12007	6944
887	12021	6931
888	12036	6918
889	12049	6905
890	12065	6892
891	12078	6878
892	12091	6865
893	12107	6852
894	12120	6838
895	12133	6824
896	12147	6811
897	12159	6797
898	12174	6784
899	12188	6771
900	12214	6764
901	12226	6750
902	12239	6736
903	12252	6722
904	12265	6708
905	12278	6695
906	12291	6681
907	12303	6666
908	12316	6652
909	12330	6639
910	12344	6625
911	12357	6612
912	12371	6598
913	12384	6585
914	12397	6571
915	12411	6558
916	12425	6544
917	12438	6531
918	12453	6518
919	12466	6504
920	12478	6490
921	12491	6476
922	12504	6462
923	12527	6453
924	12540	6439
925	12552	6425
926	12567	6412
927	12581	6399
928	12594	6385
929	12607	6371
930	12620	6357
931	12635	6344
932	12648	6331
933	12662	6317
934	12678	6305
935	12691	6291
936	12703	6277
937	12718	6264
938	12732	6251
939	12746	6237
940	12760	6224
941	12772	6209
942	12783	6195
943	12796	6181
944	12809	6167
945	12823	6154
946	12836	6140
947	12849	6126
948	12862	6112
949	12876	6099
950	12890	6085
951	12903	6072
952	12917	6058
953	12930	6045
954	12944	6031
955	12959	6018
956	12974	6005
957	12988	5992
958	13000	5978
959	13013	5964
960	13026	5950
961	13040	5937
962	13053	5923
963	13067	5910
964	13080	5896
965	13092	5882
966	13106	5868
967	13119	5855
968	13132	5841
969	13146	5827
970	13158	5813
971	13171	5799
972	13184	5786
973	13199	5773
974	13213	5759
975	13225	5745
976	13238	5731
977	13253	5718
978	13266	5705
979	13279	5691
980	13293	5677
981	13306	5663
982	13317	5649
983	13332	5636
984	13345	5622
985	13358	5609
986	13371	5595
987	13384	5581
988	13395	5566
989	13409	5553
990	13422	5539
991	13437	5526
992	13451	5513
993	13464	5499
994	13477	5485
995	13491	5472
996	13505	5458
997	13519	5445
998	13531	5431
999	13543	5417
1000	13556	5403
1001	13569	5390
1002	13584	5376
1003	13598	5363
1004	13610	5349
1005	13623	5335
1006	13635	5321
1007	13648	5307
1008	13662	5294
1009	13675	5280
1010	13688	5266
1011	13701	5253
1012	13716	5240
1013	13729	5226
1014	13743	5213
1015	13755	5199
1016	13768	5185
1017	13781	5171
1018	13795	5157
1019	13808	5144
1020	13821	5130
1021	13834	5117
1022	13847	5103
1023	13859	5088
1024	13872	5075
1025	13886	5061
1026	13899	5048
1027	13912	5034
1028	13926	5020
1029	13937	5006
1030	13951	4993
1031	13965	4979
1032	13979	4966
1033	13993	4953
1034	14005	4939
1035	14019	4925
1036	14034	4912
1037	14048	4899
1038	14061	4885
1039	14074	4871
1040	14087	4858
1041	14100	4844
1042	14113	4830
1043	14127	4817
1044	14141	4804
1045	14153	4789
1046	14165	4775
1047	14179	4762
1048	14192	4748
1049	14206	4735
1050	14220	4722
1051	14234	4708
1052	14247	4695
1053	14261	4681
1054	14275	4668
1055	14290	4655
1056	14304	4641
1057	14317	4628
1058	14330	4614
1059	14353	4603
1060	14367	4590
1061	14381	4577
1062	14394	4563
1063	14407	4549
1064	14421	4536
1065	14434	4522
1066	14448	4509
1067	14461	4495
1068	14474	4481
1069	14489	4468
1070	14503	4455
1071	14517	4441
1072	14531	4428
1073	14544	4414
1074	14556	4400
1075	14570	4387
1076	14582	4373
1077	14595	4359
1078	14608	4346
1079	14620	4332
1080	14633	4318
1081	14646	4304
1082	14659	4291
1083	14673	4277
1084	14686	4263
1085	14699	4250
1086	14711	4236
1087	14723	4222
1088	14738	4208
1089	14752	4195
1090	14766	4182
1091	14779	4168
1092	14791	4154
1093	14805	4141
1094	14818	4127
1095	14831	4113
1096	14844	4100
1097	14856	4086
1098	14869	4072
1099	14882	4058
1100	14897	4045
1101	14910	4032
1102	14923	4018
1103	14936	4004
1104	14949	3991
1105	14962	3977
1106	14977	3964
1107	14991	3950
1108	15004	3937
1109	15018	3923
1110	15032	3910
1111	15045	3896
1112	15058	3883
1113	15072	3869
1114	15083	3855
1115	15096	3841
1116	15107	3827
1117	15120	3813
1118	15135	3800
1119	15148	3787
1120	15161	3773
1121	15174	3759
1122	15187	3746
1123	15201	3732
1124	15214	3719
1125	15229	3705
1126	15241	3692
1127	15254	3678
1128	15267	3664
1129	15282	3651
1130	15296	3638
1131	15309	3624
1132	15322	3610
1133	15335	3597
1134	15348	3583
1135	15361	3569
1136	15374	3556
1137	15387	3542
1138	15401	3529
1139	15414	3515
1140	15428	3502
1141	15442	3488
1142	15456	3475
1143	15469	3461
1144	15481	3447
1145	15495	3434
1146	15510	3421
1147	15523	3407
1148	15537	3394
1149	15550	3380
1150	15563	3366
1151	15576	3353
1152	15590	3339
1153	15603	3326
1154	15616	3312
1155	15629	3299
1156	15642	3285
1157	15655	3271
1158	15668	3258
1159	15681	3244
1160	15694	3230
1161	15707	3217
1162	15721	3203
1163	15734	3190
1164	15748	3176
1165	15762	3163
1166	15774	3149
1167	15788	3136
1168	15802	3122
1169	15815	3109
1170	15828	3095
1171	15842	3081
1172	15853	3068
1173	15866	3054
1174	15878	3040
1175	15891	3026
1176	15905	3013
1177	15918	2999
1178	15931	2986
1179	15944	2972
1180	15958	2959
1181	15971	2945
1182	15984	2932
1183	15997	2918
1184	16010	2904
1185	16022	2891
1186	16036	2877
1187	16050	2864
1188	16064	2850
1189	16077	2837
1190	16090	2823
1191	16103	2809
1192	16116	2796
1193	16129	2782
1194	16142	2769
1195	16156	2755
1196	16168	2742
1197	16181	2728
1198	16195	2714
1199	16208	2701
1200	16223	2688
1201	16237	2674
1202	16249	2661
1203	16262	2647
1204	16276	2633
1205	16289	2620
1206	16303	2606
1207	16316	2593
1208	16329	2579
1209	16342	2566
1210	16355	2552
1211	16368	2539
1212	16382	2525
1213	16394	2511
1214	16407	2498
1215	16421	2484
1216	16434	2471
1217	16448	2457
1218	16461	2444
1219	16473	2430
1220	16485	2416
1221	16499	2403
1222	16512	2389
1223	16526	2376
1224	16539	2362
1225	16552	2349
1226	16564	2335
1227	16578	2322
1228	16592	2308
1229	16605	2295
1230	16619	2281
1231	16631	2267
1232	16643	2254
1233	16656	2240
1234	16671	2227
1235	16684	2213
1236	16697	2200
1237	16709	2186
1238	16722	2172
1239	16735	2159
1240	16748	2145
1241	16762	2132
1242	16776	2118
1243	16789	2105
1244	16801	2091
1245	16814	2078
1246	16828	2064
1247	16842	2051
1248	16855	2037
1249	16868	2024
1250	16881	2010
1251	16894	1997
1252	16907	1983
1253	16920	1970
1254	16935	1956
1255	16948	1943
1256	16962	1929
1257	16975	1916
1258	16988	1902
1259	17002	1889
1260	17014	1875
1261	17027	1862
1262	17044	1848
1263	17058	1835
1264	17073	1822
1265	17087	1808
1266	17099	1795
1267	17113	1781
1268	17126	1767
1269	17140	1754
1270	17154	1741
1271	17167	1727
1272	17181	1714
1273	17195	1700
1274	17209	1687
1275	17223	1673
1276	17237	1660
1277	17251	1646
1278	17264	1633
1279	17279	1619
1280	17293	1606
1281	17308	1593
1282	17321	1579
1283	17335	1566
1284	17348	1552
1285	17363	1539
1286	17377	1525
1287	17390	1512
1288	17403	1498
1289	17415	1485
1290	17431	1471
1291	17445	1458
1292	17460	1444
1293	17474	1431
1294	17487	1417
1295	17501	1404
1296	17514	1390
1297	17528	1377
1298	17543	1364
1299	17558	1350
1300	17571	1337
1301	17586	1323
1302	17601	1310
1303	17617	1296
1304	17631	1283
1305	17644	1269
1306	17658	1256
1307	17672	1242
1308	17687	1229
1309	17703	1216
1310	17719	1202
1311	17735	1189
1312	17750	1176
1313	17769	1162
1314	17786	1149
1315	17800	1136
1316	17816	1122
1317	17833	1109
1318	17849	1096
1319	17862	1082
1320	17895	1070
1321	17912	1056
1322	17928	1043
1323	17942	1029
1324	17956	1016
1325	17972	1003
1326	17988	989
1327	18002	976
1328	18017	962
1329	18032	949
1330	18047	935
1331	18062	922
1332	18078	908
1333	18092	895
1334	18107	881
1335	18122	868
1336	18136	854
1337	18151	841
1338	18165	827
1339	18179	814
1340	18195	800
1341	18211	787
1342	18225	773
1343	18241	760
1344	18256	746
1345	18271	733
1346	18286	719
1347	18300	705
1348	18314	692
1349	18328	678
1350	18342	665
1351	18371	652
1352	18386	638
1353	18403	625
1354	18416	611
1355	18431	598
1356	18446	584
1357	18462	571
1358	18478	557
1359	18491	543
1360	18505	530
1361	18518	516
1362	18532	503
1363	18546	489
1364	18560	475
1365	18572	462
1366	18586	448
1367	18600	435
1368	18614	421
1369	18627	407
1370	18641	394
1371	18655	380
1372	18669	367
1373	18685	353
1374	18711	340
1375	18724	326
1376	18738	312
1377	18753	299
1378	18766	285
1379	18780	272
1380	18794	258
1381	18807	244
1382	18821	231
1383	18836	217
1384	18852	204
1385	18866	190
1386	18880	176
1387	18895	163
1388	18911	149
1389	18932	136
1390	18946	122
1391	18960	108
1392	18973	95
1393	18987	81
1394	19001	68
1395	19015	54
1396	19028	40
1397	19042	27
1398	19056	13
1399	19070	0
