İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,goals,assists,accuratePasses,totalPasses,accuratePassesPercentage,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,shotFromSetPiece,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToShot,wasFouled,fouls,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,crossesNotClaimed,matchesStarted,totalCross,totalLongBalls,goalsConceded,yellowRedCards,ballRecovery,appearances,countRating,bigChancesCreated,bigChancesMissed,expectedAssists,accurateOwnHalfPasses,accurateOppositionHalfPasses,tackles,interceptions,groundDuelsWon,groundDuelsWonPercentage,penaltyWon,penaltyConceded,freeKickGoal,errorLeadToGoal,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,hitWoodwork,ownGoals,penaltySave,punches,runsOut,successfulRunsOut,highClaims,setPieceConversion,totalAttemptAssist,totalContest,tacklesWon,tacklesWonPercentage,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,outfielderBlocks,goalsPrevented
João Vialle,1113095,Premier League 24/25,Ukrainian Premier League,Polissya Zhytomyr,6.8888888888889,0,0,652,742,87.87,95,3,3,75.0,3,0,0,4,66.67,9,1,60,56.6,1551,0.0,0,0,0,64,62.14,60,13,4,25,22,0,7,0,0,0,0,16,6,103,0,0,166,19,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Maksym Melnychenko,1605349,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,6.5,0,0,20,26,76.92,4,0,1,100.0,0,0,0,0,0.0,0,0,0,0.0,73,0.0,0,0,0,1,50.0,1,1,0,3,4,0,0,0,0,0,0,1,0,2,0,0,3,2,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Maksym Melnychenko,1605349,Premier League 24/25,Ukrainian Premier League,Polissya Zhytomyr,6.5444444444444,0,0,167,199,83.92,19,0,0,0.0,0,0,0,0,0.0,3,0,6,37.5,556,0.0,0,0,0,7,50.0,8,4,2,10,12,0,0,0,0,0,0,6,0,14,0,0,66,10,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Maksym Melnychenko,1605349,Premier League 23/24,Ukrainian Premier League,SC Dnipro-1,6.5,0,0,14,16,0.0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,37,0.0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Serhii Chobotenko,800131,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,7.1714285714286,1,1,1275,1429,89.22,123,8,2,100.0,3,0,1,0,0.0,12,3,63,61.17,1890,8.333,0,0,0,101,60.84,46,15,8,19,23,0,10,0,0,0,0,21,2,166,0,1,228,21,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Serhii Chobotenko,800131,Premier League 24/25,Ukrainian Premier League,Polissya Zhytomyr,7.0608695652174,1,0,1166,1318,88.47,166,7,4,80.0,3,0,0,3,50.0,11,2,48,56.47,2070,9.091,0,0,0,106,61.27,75,17,4,14,27,0,6,0,0,0,0,23,6,173,0,0,238,23,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Serhii Chobotenko,800131,Premier League 23/24,Ukrainian Premier League,Polissya Zhytomyr,6.7178571428571,0,1,1104,1274,86.66,89,4,2,50.0,0,1,1,1,50.0,8,2,33,60.0,2520,0.0,0,0,0,88,48.09,84,13,11,15,41,0,15,0,0,0,0,28,2,183,0,1,229,28,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Mykyta Kravchenko,794252,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,7.01,0,1,417,521,80.04,69,12,4,57.14,1,0,0,15,38.46,4,2,13,48.15,854,0.0,0,0,0,28,45.9,23,11,6,12,17,0,0,0,0,0,0,9,39,61,0,0,84,10,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Mykyta Kravchenko,794252,Premier League 24/25,Ukrainian Premier League,Oleksandria,7.0148148148148,0,8,924,1143,80.84,110,32,16,59.26,4,0,0,27,36.0,8,1,45,61.64,2356,0.0,0,0,1,81,56.25,55,10,21,30,59,0,3,1,0,0,0,26,75,144,0,0,222,27,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Mykyta Kravchenko,794252,Premier League 23/24,Ukrainian Premier League,Polissya Zhytomyr,6.8214285714286,0,0,336,436,77.06,25,7,4,28.57,4,0,0,22,47.83,6,1,16,43.24,1169,0.0,0,0,0,33,54.1,28,9,14,20,52,0,5,0,0,0,0,11,46,61,0,0,102,14,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Georgiy Bushchan,138813,Saudi Pro League 25/26,Saudi Pro League,Al-Shabab,6.3,0,0,15,15,100.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,90,0.0,0,0,0,4,100.0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,4,0,6,1,1,0,0,0.00041768,14,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0.0,14,1,0,0.0,0,-0.9184
Georgiy Bushchan,138813,Saudi Pro League 24/25,Saudi Pro League,Al-Shabab,6.9636363636364,0,0,206,270,76.296296296296,3,1,0,0.0,0,0,0,0,0.0,0,0,4,100.0,990,0.0,0,0,0,40,39.21568627451,15,1,0,0,1,0,0,0,38,0,0,11,0,102,21,0,106,11,11,0,0,0.0,195,11,1,0,1,50.0,0,0,0,0,0,66,0,30,15,406,0,0,0,8,7,6,5,0,1,0,1,100.0,214,56,0,0.0,0,0.0
Georgiy Bushchan,138813,Premier League 24/25,Ukrainian Premier League,Dynamo Kyiv,7.03125,0,0,318,371,85.71,10,0,0,0.0,1,0,0,0,0.0,0,0,5,100.0,1440,0.0,0,0,0,85,65.89,6,4,2,0,1,0,0,0,32,7,0,16,0,129,10,0,55,16,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Georgiy Bushchan,138813,Premier League 23/24,Ukrainian Premier League,Dynamo Kyiv,7.0884615384615,0,0,536,603,88.89,26,0,0,0.0,1,0,0,0,0.0,0,0,4,100.0,2340,0.0,0,0,0,155,73.11,7,0,2,0,0,0,0,0,71,11,0,26,0,212,21,0,76,26,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Georgiy Bushchan,138813,UEFA Europa League 24/25,UEFA Europa League,Dynamo Kyiv,7.4,0,0,94,158,59.493670886076,2,0,0,0.0,0,0,0,0,0.0,0,0,2,66.666666666667,450,0.0,0,0,0,39,39.0,5,1,1,0,0,0,0,0,30,0,0,5,0,100,14,0,44,5,5,0,0,0.00866441,80,14,0,0,0,0.0,0,0,0,0,0,66,0,21,7,227,0,0,1,1,2,2,3,0,0,0,0,0.0,109,49,1,0.0,0,1.2393
Yevgen Volynets,863373,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,7.2263157894737,0,0,519,583,89.02,10,0,0,0.0,2,0,0,0,0.0,0,0,10,90.91,1710,0.0,0,0,0,99,65.13,15,2,3,0,1,0,0,0,50,12,1,19,0,152,10,0,61,19,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Yevgen Volynets,863373,Premier League 24/25,Ukrainian Premier League,Polissya Zhytomyr,6.8590909090909,0,0,382,450,84.89,21,0,0,0.0,2,0,1,0,0.0,0,0,10,90.91,1980,0.0,0,0,0,114,65.14,17,2,1,1,2,0,0,0,46,6,1,22,0,175,22,1,79,22,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Yevgen Volynets,863373,Premier League 23/24,Ukrainian Premier League,SC Dnipro-1,7.1272727272727,0,0,448,545,82.2,15,1,0,0.0,2,0,0,0,0.0,1,0,14,93.33,1980,0.0,0,0,0,152,62.55,15,5,7,0,2,0,0,0,50,9,1,22,0,243,17,0,88,22,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Oleh Kudryk,792295,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,6.7333333333333,0,0,79,85,92.94,1,0,0,0.0,0,0,0,0,0.0,0,0,1,100.0,270,0.0,0,0,0,10,71.43,0,1,1,0,0,0,0,0,9,1,0,3,0,14,5,0,11,3,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Oleh Kudryk,792295,Premier League 24/25,Ukrainian Premier League,Polissya Zhytomyr,6.9777777777778,0,0,131,148,88.51,9,0,0,0.0,0,0,0,0,0.0,0,0,5,83.33,780,0.0,0,0,0,41,71.93,3,1,3,0,0,0,0,0,17,3,1,8,0,57,6,0,26,9,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Oleh Kudryk,792295,Premier League 23/24,Ukrainian Premier League,Polissya Zhytomyr,7.0777777777778,0,0,134,159,84.28,9,0,0,0.0,0,0,0,0,0.0,0,0,6,100.0,810,0.0,0,0,0,26,53.06,3,1,3,0,0,0,0,0,30,4,0,9,0,49,11,0,43,9,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Matvii Ponomarenko,1596425,Premier League 25/26,Ukrainian Premier League,Dynamo Kyiv,7.3090909090909,9,0,90,123,73.17,6,4,16,80.0,2,0,1,1,20.0,33,16,9,34.62,763,27.27,0,0,0,3,75.0,2,4,8,14,1,5,1,0,0,0,0,8,5,4,0,1,18,11,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Matvii Ponomarenko,1596425,Premier League 24/25,Ukrainian Premier League,Dynamo Kyiv,6.95,1,0,7,9,77.78,1,2,3,100.0,1,0,0,0,0.0,3,1,0,0.0,65,33.33,0,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Matvii Ponomarenko,1596425,Premier League 23/24,Ukrainian Premier League,Dynamo Kyiv,6.75,1,0,10,16,62.5,2,3,1,100.0,1,0,0,0,0.0,6,2,1,33.33,97,16.67,0,0,0,0,0.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,8,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Matvii Ponomarenko,1596425,UEFA Europa League 24/25,UEFA Europa League,Dynamo Kyiv,6.3,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0.0,0,0,0,0.0,9,0.0,0,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Eduardo Guerrero,985134,Premier League 25/26,Ukrainian Premier League,Dynamo Kyiv,7.0333333333333,3,1,135,176,76.7,9,9,17,80.95,0,0,0,3,33.33,28,13,18,43.9,899,10.71,0,0,0,3,75.0,4,1,6,5,3,5,0,2,0,0,0,9,9,4,0,0,22,16,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Eduardo Guerrero,985134,Premier League 24/25,Ukrainian Premier League,Dynamo Kyiv,6.6857142857143,1,1,152,192,79.17,14,4,14,77.78,0,0,0,4,36.36,26,11,4,11.11,956,3.846,0,0,0,14,93.33,1,5,5,8,5,2,0,1,0,0,0,9,11,15,0,0,27,21,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Eduardo Guerrero,985134,Premier League 23/24,Ukrainian Premier League,Zoria Luhansk,7.4173913043478,9,3,370,509,72.69,38,18,70,81.4,5,0,0,9,29.03,59,31,17,24.29,2070,15.25,0,0,0,20,62.5,8,4,38,36,4,13,0,0,0,0,0,22,31,32,0,0,66,23,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Eduardo Guerrero,985134,UEFA Europa League 24/25,UEFA Europa League,Dynamo Kyiv,6.6,0,0,45,54,83.333333333333,14,1,0,0.0,0,0,0,0,0.0,5,2,8,40.0,221,0.0,0,0,0,0,0.0,3,0,2,3,2,1,1,0,0,0,0,2,0,1,7,0,4,7,7,1,0,0.0778929,17,28,1,0,3,23.076923076923,0,0,0,0,4,22,1,2,1,88,0,0,0,0,0,0,0,0,1,3,1,100.0,17,37,0,0.3952,0,0.0
Vladislav Blănuță,1002005,Premier League 25/26,Ukrainian Premier League,Dynamo Kyiv,6.5166666666667,0,0,17,24,70.83,0,1,3,100.0,0,0,0,0,0.0,5,2,4,36.36,196,0.0,0,0,0,0,0.0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,0,0,7,6,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Andriy Yarmolenko,41116,Premier League 25/26,Ukrainian Premier League,Dynamo Kyiv,7.0357142857143,5,0,162,213,76.06,14,10,10,71.43,1,0,0,10,55.56,20,10,1,12.5,681,25.0,1,1,0,10,62.5,5,2,15,1,3,0,0,1,0,0,0,8,18,16,0,0,21,14,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Andriy Yarmolenko,41116,Premier League 24/25,Ukrainian Premier League,Dynamo Kyiv,7.1857142857143,7,1,446,572,77.97,48,8,42,77.78,2,0,0,10,33.33,46,17,4,30.77,1319,15.22,4,4,1,23,48.94,7,0,21,18,9,1,1,1,0,0,0,17,30,47,0,0,36,21,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Andriy Yarmolenko,41116,Premier League 23/24,Ukrainian Premier League,Dynamo Kyiv,7.4470588235294,8,3,358,451,79.38,35,17,35,83.33,3,0,0,4,19.05,32,13,6,46.15,1137,25.0,2,2,3,19,51.35,6,1,21,17,9,6,2,2,0,0,0,13,21,37,0,0,35,17,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Andriy Yarmolenko,41116,UEFA Europa League 24/25,UEFA Europa League,Dynamo Kyiv,7.4,2,0,80,99,80.808080808081,32,1,0,0.0,0,0,0,0,0.0,5,4,1,100.0,198,40.0,0,0,0,4,57.142857142857,3,1,7,2,2,1,1,0,0,0,0,2,3,7,4,0,8,3,3,0,0,0.2384849,28,52,3,2,10,50.0,0,0,0,0,3,33,1,11,5,141,0,0,0,0,0,0,0,0,1,3,2,66.666666666667,30,72,0,0.5748,0,0.0
Shola Ogundana,1647589,Premier League 25/26,Ukrainian Premier League,Dynamo Kyiv,6.8555555555556,1,0,156,199,78.39,2,6,13,65.0,1,0,0,8,53.33,11,5,4,44.44,627,9.091,0,0,0,4,57.14,2,2,12,5,7,1,1,0,0,0,0,7,15,7,0,0,31,10,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Shola Ogundana,1647589,Brasileirão Betano 2024,Brasileirão Betano,Flamengo,0.0,0,0,1,1,100.0,1,0,0,0.0,0,0,0,0,0.0,2,0,0,0.0,1,0.0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.00180224,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0.0558,0,0.0
Mykola Shaparenko,793749,Premier League 25/26,Ukrainian Premier League,Dynamo Kyiv,7.21875,2,2,406,479,84.76,41,17,23,95.83,0,0,0,6,31.58,23,8,5,45.45,833,8.696,0,0,1,39,67.24,8,3,16,5,10,0,1,1,0,0,0,9,19,58,0,0,63,16,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Mykola Shaparenko,793749,Premier League 24/25,Ukrainian Premier League,Dynamo Kyiv,7.4086956521739,5,4,932,1052,88.59,100,29,32,68.09,3,0,0,10,38.46,36,13,9,52.94,1474,13.89,0,0,2,68,67.33,16,3,21,20,20,2,1,3,0,0,0,17,26,101,0,0,91,23,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Mykola Shaparenko,793749,Premier League 23/24,Ukrainian Premier League,Dynamo Kyiv,7.4409090909091,4,5,921,1026,89.77,117,34,49,75.38,5,0,0,6,30.0,37,14,6,20.0,1679,10.81,1,1,3,49,64.47,8,4,28,26,37,2,4,2,0,0,0,19,20,76,0,0,136,22,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Mykola Shaparenko,793749,UEFA Europa League 24/25,UEFA Europa League,Dynamo Kyiv,6.6666666666667,0,0,238,274,86.861313868613,73,6,1,10.0,3,0,0,1,5.2631578947368,3,1,2,50.0,378,0.0,0,0,0,19,76.0,9,1,7,2,4,0,0,0,0,0,0,5,19,25,11,0,31,6,6,1,0,0.2714282,110,129,5,3,13,38.235294117647,0,0,0,0,6,76,1,24,20,363,0,0,0,0,0,0,0,0,6,10,2,40.0,120,173,0,0.1685,0,0.0
Volodymyr Brazhko,1000408,Premier League 25/26,Ukrainian Premier League,Dynamo Kyiv,7.2055555555556,2,1,555,654,84.86,79,9,11,84.62,2,0,0,5,41.67,41,7,17,45.95,1255,4.878,1,1,8,52,61.18,20,10,11,14,22,0,10,0,0,0,0,12,12,85,0,0,146,18,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Volodymyr Brazhko,1000408,Premier League 24/25,Ukrainian Premier League,Dynamo Kyiv,7.2454545454545,3,1,838,952,88.03,121,12,19,95.0,4,0,0,8,50.0,44,11,15,41.67,1536,6.818,0,0,4,65,66.33,21,11,10,14,18,0,9,1,0,0,0,15,16,98,0,0,173,22,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Volodymyr Brazhko,1000408,Premier League 23/24,Ukrainian Premier League,Dynamo Kyiv,7.4807692307692,6,2,1002,1172,85.49,149,18,16,72.73,4,0,0,5,45.45,69,26,23,56.1,2181,8.696,0,0,14,59,57.28,30,9,17,19,55,1,5,2,0,0,0,22,11,103,0,0,230,26,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Volodymyr Brazhko,1000408,UEFA Europa League 24/25,UEFA Europa League,Dynamo Kyiv,7.0,0,1,211,255,82.745098039216,43,5,7,63.636363636364,2,0,0,1,100.0,12,5,6,66.666666666667,444,0.0,0,0,1,22,70.967741935484,4,0,3,6,5,0,3,0,0,0,0,5,1,31,14,0,29,6,6,0,0,0.48647157,121,91,8,12,18,42.857142857143,0,0,0,0,9,61,1,28,18,341,0,0,0,0,0,0,0,0,5,11,6,75.0,136,120,0,0.3052,0,0.0
Nazar Voloshyn,1006066,Premier League 25/26,Ukrainian Premier League,Dynamo Kyiv,7.155,4,4,452,561,80.57,30,28,36,70.59,2,0,0,14,29.79,38,17,8,24.24,1529,10.53,0,0,0,12,54.55,10,1,17,13,7,3,0,1,0,0,0,15,47,22,0,0,79,20,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Nazar Voloshyn,1006066,Premier League 24/25,Ukrainian Premier League,Dynamo Kyiv,6.8041666666667,0,2,334,409,81.66,25,22,26,74.29,0,0,0,9,33.33,34,9,4,28.57,1100,0.0,0,0,0,5,50.0,4,1,15,4,12,0,1,0,0,0,0,8,27,10,0,0,51,24,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Nazar Voloshyn,1006066,Premier League 23/24,Ukrainian Premier League,Dynamo Kyiv,7.05,7,6,537,642,83.64,27,24,36,65.45,5,0,1,14,32.56,37,19,11,34.38,1798,18.92,0,0,0,9,75.0,7,1,23,30,24,13,0,1,0,0,0,21,43,12,0,1,70,26,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Nazar Voloshyn,1006066,UEFA Europa League 24/25,UEFA Europa League,Dynamo Kyiv,6.42,0,0,78,92,84.782608695652,23,1,1,16.666666666667,0,0,0,0,0.0,2,0,1,14.285714285714,370,0.0,0,0,0,0,0.0,1,0,10,1,5,2,1,0,0,0,0,5,5,1,12,0,12,6,5,0,1,0.08424506,39,39,2,3,12,42.857142857143,0,0,0,0,5,37,2,2,1,138,0,0,0,0,0,0,0,0,1,6,2,100.0,42,55,0,0.0884,0,0.0
Vitaliy Buyalskyi,137677,Premier League 25/26,Ukrainian Premier League,Dynamo Kyiv,7.31875,5,4,247,306,80.72,25,26,9,75.0,0,0,0,6,33.33,31,14,3,23.08,987,16.13,1,1,0,18,52.94,1,1,15,4,2,2,1,1,0,0,0,10,18,34,0,0,43,17,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Vitaliy Buyalskyi,137677,Premier League 24/25,Ukrainian Premier League,Dynamo Kyiv,7.3344827586207,7,7,499,616,81.01,52,53,30,78.95,0,0,0,12,27.91,46,16,4,25.0,2207,15.22,1,1,2,8,34.78,3,2,21,13,13,1,2,3,0,0,0,26,43,23,0,0,88,29,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Vitaliy Buyalskyi,137677,Premier League 23/24,Ukrainian Premier League,Dynamo Kyiv,7.6391304347826,10,5,452,533,84.8,59,55,30,81.08,2,0,0,5,27.78,37,15,2,25.0,1831,27.03,3,3,1,22,70.97,4,5,29,13,20,4,2,6,0,0,0,20,18,31,0,0,67,23,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Vitaliy Buyalskyi,137677,UEFA Europa League 24/25,UEFA Europa League,Dynamo Kyiv,7.05,0,2,64,71,90.140845070423,32,7,2,50.0,0,0,0,5,35.714285714286,5,1,0,0.0,210,0.0,0,0,0,2,100.0,0,1,1,3,1,0,2,0,0,0,0,3,14,2,5,0,4,4,4,1,1,0.56147462,18,51,4,0,7,43.75,0,0,0,0,3,24,1,3,3,111,0,0,0,0,0,0,0,0,7,4,4,100.0,20,65,0,0.6797,0,0.0
Oleksandr Pikhalyonok,792296,Premier League 25/26,Ukrainian Premier League,Dynamo Kyiv,7.4095238095238,2,8,650,745,87.25,98,31,29,93.55,1,0,0,14,37.84,31,11,6,37.5,1392,6.452,1,1,0,56,68.29,2,2,12,11,16,1,1,3,0,0,0,16,37,82,0,0,73,21,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Oleksandr Pikhalyonok,792296,Premier League 24/25,Ukrainian Premier League,Dynamo Kyiv,7.0157894736842,3,0,375,418,89.71,46,15,8,80.0,2,0,0,7,63.64,21,9,4,33.33,810,14.29,0,0,0,23,67.65,2,4,7,5,5,0,3,1,0,0,0,7,11,34,0,0,48,19,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Oleksandr Pikhalyonok,792296,Premier League 23/24,Ukrainian Premier League,SC Dnipro-1,7.6791666666667,5,3,1081,1243,86.97,155,57,41,74.55,3,0,0,25,54.35,34,13,10,43.48,2105,14.71,2,2,3,58,61.7,18,5,27,11,20,2,2,1,0,0,0,24,46,94,0,0,104,25,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
