İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,goals,assists,accuratePasses,totalPasses,accuratePassesPercentage,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,shotFromSetPiece,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToShot,wasFouled,fouls,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,crossesNotClaimed,matchesStarted,totalCross,totalLongBalls,goalsConceded,yellowRedCards,ballRecovery,appearances,countRating,bigChancesCreated,bigChancesMissed,expectedAssists,accurateOwnHalfPasses,accurateOppositionHalfPasses,tackles,interceptions,groundDuelsWon,groundDuelsWonPercentage,penaltyWon,penaltyConceded,freeKickGoal,errorLeadToGoal,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,hitWoodwork,ownGoals,penaltySave,punches,runsOut,successfulRunsOut,highClaims,setPieceConversion,totalAttemptAssist,totalContest,tacklesWon,tacklesWonPercentage,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,outfielderBlocks,goalsPrevented
Oleksandr Nazarenko,943414,Premier League 23/24,Ukrainian Premier League,Polissya Zhytomyr,6.8666666666667,3,1,229,300,76.33,17,13,31,62.0,2,0,0,9,28.13,28,6,6,25.0,1225,10.71,0,0,0,10,47.62,8,5,7,9,26,2,1,0,0,0,0,14,32,21,0,0,74,19,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Maksym Bragaru,1111786,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,6.9894736842105,4,2,326,392,83.16,23,15,37,74.0,1,0,0,12,34.29,28,12,4,33.33,1147,14.29,0,0,0,12,70.59,4,2,15,22,7,3,0,2,0,0,0,13,35,17,0,0,47,19,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Vladyslav Veleten,1001956,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,7.3142857142857,3,5,247,339,72.86,17,15,46,90.2,3,0,0,25,39.06,17,6,8,25.81,966,17.65,0,0,0,9,60.0,4,3,9,13,12,3,1,3,0,0,0,12,64,15,0,0,38,14,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Bogdan Lednev,862061,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,6.6,0,0,31,42,73.81,3,3,1,100.0,2,0,0,1,25.0,1,0,1,50.0,156,0.0,0,0,1,1,25.0,0,1,5,4,1,0,0,0,0,0,0,1,4,4,0,0,8,6,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Bogdan Lednev,862061,Premier League 24/25,Ukrainian Premier League,Polissya Zhytomyr,6.78,1,0,188,242,77.69,25,19,19,73.08,1,0,0,9,40.91,15,8,2,25.0,865,6.667,0,0,1,21,61.76,3,2,14,13,10,0,0,0,0,0,0,8,22,34,0,0,49,21,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Tomer Yosefi,973858,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,6.84,2,1,60,85,70.59,10,7,11,91.67,0,0,0,3,27.27,9,3,2,28.57,314,22.22,0,0,1,1,50.0,3,1,3,8,2,1,0,1,0,0,0,2,11,2,0,0,15,10,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Tomer Yosefi,973858,Premier League 24/25,Ukrainian Premier League,Polissya Zhytomyr,6.75,1,0,107,142,75.35,14,2,14,87.5,2,0,0,3,17.65,9,2,3,42.86,354,11.11,0,0,0,8,53.33,2,4,8,13,2,0,0,1,0,0,0,3,17,15,0,0,21,11,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Borel Tomandzoto,1089768,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,6.65,0,0,54,61,88.52,2,0,0,0.0,1,0,0,0,0.0,2,0,1,16.67,166,0.0,0,0,0,1,20.0,4,1,3,2,5,0,1,0,0,0,0,1,0,5,0,0,16,4,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Borel Tomandzoto,1089768,Premier League 24/25,Ukrainian Premier League,Polissya Zhytomyr,6.4,0,0,10,11,0.0,1,0,0,0.0,0,0,0,0,0.0,1,0,1,0.0,21,0.0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Oleg Fedor,1401457,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,6.6454545454545,0,1,97,121,80.17,4,3,15,75.0,1,0,0,2,50.0,6,3,2,22.22,427,0.0,0,0,0,2,33.33,4,0,10,4,7,0,1,0,0,0,0,4,4,6,0,0,20,13,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
André Gonçalves,1000569,Premier League 24/25,Ukrainian Premier League,Polissya Zhytomyr,6.6285714285714,0,1,27,36,75.0,1,2,6,85.71,1,0,0,3,75.0,1,0,1,14.29,171,0.0,0,0,0,2,33.33,1,0,2,5,3,0,0,0,0,0,0,1,4,6,0,0,13,7,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Borys Krushynskyi,1093798,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,6.8357142857143,0,1,418,511,81.8,65,8,16,59.26,3,0,0,4,18.18,13,2,18,54.55,1095,0.0,0,0,0,41,63.08,24,9,6,17,36,0,3,1,0,0,0,12,22,65,0,0,106,14,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Borys Krushynskyi,1093798,Premier League 24/25,Ukrainian Premier League,Polissya Zhytomyr,6.848275862069,4,1,411,579,70.98,34,17,54,64.29,6,0,0,10,20.83,29,15,38,41.76,2087,13.79,0,0,0,26,54.17,23,17,21,27,25,3,6,3,0,0,0,25,48,48,0,0,174,29,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Borys Krushynskyi,1093798,Premier League 23/24,Ukrainian Premier League,Polissya Zhytomyr,6.852,1,1,433,518,83.59,48,5,46,63.89,3,0,0,5,31.25,25,6,26,49.06,1452,4.0,0,0,0,34,65.38,22,7,15,13,39,0,6,0,0,0,0,19,16,52,0,0,134,25,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Oleksandr Andriyevskyi,191384,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,6.8263157894737,3,1,385,478,80.54,40,19,9,90.0,3,1,1,8,42.11,24,9,7,31.82,1248,12.5,0,0,1,40,61.54,15,6,4,17,16,0,2,0,0,0,0,17,19,65,0,1,99,19,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Oleksandr Andriyevskyi,191384,Premier League 24/25,Ukrainian Premier League,Polissya Zhytomyr,6.9526315789474,1,1,417,529,78.83,51,21,10,71.43,3,0,0,8,47.06,17,4,6,40.0,1094,5.882,0,0,1,36,44.44,13,8,5,15,20,0,2,0,0,0,0,11,17,81,0,0,94,19,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Volodymyr Shepeliev,827410,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,6.6428571428571,0,1,162,208,77.88,13,3,10,76.92,0,0,0,0,0.0,6,1,6,30.0,613,0.0,0,0,0,5,41.67,3,2,5,3,2,0,1,0,0,0,0,8,16,12,0,0,27,15,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Yaroslav Karaman,1904505,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,6.6,0,0,17,21,80.95,0,2,1,100.0,0,0,0,1,100.0,1,0,0,0.0,129,0.0,0,0,0,0,0.0,0,0,1,2,2,1,1,0,0,0,0,1,1,0,0,0,3,3,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Yaroslav Karaman,1904505,Premier League 24/25,Ukrainian Premier League,Polissya Zhytomyr,6.72,0,0,33,43,76.74,3,1,2,100.0,1,0,0,0,0.0,3,1,5,50.0,202,0.0,0,0,0,1,50.0,1,1,5,2,0,0,1,0,0,0,0,2,2,2,0,0,13,5,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Ruslan Babenko,137675,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,7.0095238095238,0,0,799,937,85.27,69,17,2,100.0,3,0,0,6,35.29,16,2,16,45.71,1798,0.0,0,0,0,33,51.56,19,12,14,31,24,0,8,0,0,0,0,20,17,64,0,0,222,21,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Ruslan Babenko,137675,Premier League 24/25,Ukrainian Premier League,Polissya Zhytomyr,6.9521739130435,0,2,921,1096,84.03,124,6,3,50.0,7,0,0,4,44.44,15,5,26,48.15,2070,0.0,0,0,0,60,46.15,38,9,14,32,32,0,6,0,0,0,0,23,9,130,0,0,252,23,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Oleksandr Ivanov,1805497,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,0.0,0,0,0,1,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,7,0.0,0,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Bogdan Mykhaylichenko,793931,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,7.0863636363636,0,1,987,1193,82.73,139,17,25,69.44,2,0,0,16,34.04,14,2,21,56.76,1980,0.0,0,0,0,74,54.01,39,10,19,19,49,0,5,0,0,0,0,22,47,137,0,0,197,22,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Bogdan Mykhaylichenko,793931,Premier League 24/25,Ukrainian Premier League,Polissya Zhytomyr,7.0230769230769,1,1,873,1107,78.86,105,20,46,82.14,4,0,1,31,38.75,13,3,31,48.44,2261,7.692,0,0,0,64,53.33,43,12,24,21,69,0,6,1,0,0,0,23,80,120,0,1,244,26,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Bogdan Mykhaylichenko,793931,Premier League 23/24,Ukrainian Premier League,Polissya Zhytomyr,6.9,0,1,385,473,81.4,36,12,22,84.62,3,0,0,7,26.92,9,1,11,47.83,990,0.0,0,0,0,27,50.94,12,1,9,15,29,0,1,0,0,0,0,11,26,53,0,0,84,11,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Ilir Krasniqi,1127605,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,6.9894736842105,1,0,586,665,88.12,48,0,12,92.31,0,0,0,0,0.0,10,3,47,58.02,1468,10.0,0,0,0,43,62.32,34,10,35,8,16,1,9,0,0,0,0,14,0,69,0,0,190,19,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Andi Hadroj,940933,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,6.5666666666667,0,0,76,92,82.61,14,1,0,0.0,0,0,0,1,20.0,1,0,1,33.33,128,0.0,0,0,0,3,60.0,1,2,1,0,3,0,0,0,0,0,0,1,5,5,0,0,20,3,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Andi Hadroj,940933,Premier League 24/25,Ukrainian Premier League,Polissya Zhytomyr,6.4,0,0,11,18,61.11,1,0,0,0.0,2,0,0,0,0.0,0,0,1,50.0,64,0.0,0,0,0,0,0.0,1,0,0,2,4,0,0,0,0,0,0,0,2,2,0,0,3,2,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Lucas Taylor,805302,Premier League 24/25,Ukrainian Premier League,Polissya Zhytomyr,6.68125,0,0,147,200,73.5,21,6,13,61.9,4,0,0,5,21.74,1,0,14,66.67,693,0.0,0,0,0,21,72.41,12,0,13,16,29,0,2,0,0,0,0,8,23,29,0,0,70,16,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Lucas Taylor,805302,Premier League 23/24,Ukrainian Premier League,Polissya Zhytomyr,6.6333333333333,1,0,268,322,83.23,19,3,17,65.38,5,0,1,8,33.33,2,2,14,63.64,968,50.0,0,0,0,11,50.0,10,3,17,22,60,0,2,1,0,0,0,11,24,22,0,1,115,12,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Giorgi Maisuradze,1067194,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,6.625,0,0,83,109,76.15,8,1,1,50.0,0,0,0,6,42.86,0,0,2,50.0,147,0.0,0,0,0,7,50.0,2,0,1,4,2,0,0,0,0,0,0,1,14,14,0,0,11,5,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Giorgi Maisuradze,1067194,Premier League 24/25,Ukrainian Premier League,Polissya Zhytomyr,6.59375,0,0,379,498,76.1,50,4,27,87.1,5,0,1,10,27.03,6,0,9,45.0,1103,0.0,0,0,0,27,39.13,13,4,3,24,37,0,2,0,0,0,0,14,37,69,0,1,113,16,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Eduard Sarapiyy,956329,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,7.3954545454545,2,0,1310,1459,89.79,163,5,2,66.67,3,0,0,3,60.0,30,13,79,69.91,1980,6.667,1,1,6,166,67.21,49,20,9,17,23,1,14,1,0,0,0,21,5,247,0,0,255,22,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Eduard Sarapiyy,956329,Premier League 24/25,Ukrainian Premier League,Polissya Zhytomyr,7.0190476190476,2,0,808,948,85.23,99,0,4,66.67,7,0,0,3,50.0,19,8,45,56.25,1775,10.53,0,0,2,121,62.05,46,10,7,29,39,0,7,0,0,0,0,18,6,195,0,0,200,21,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
João Vialle,1113095,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,6.6,0,0,22,24,0.0,1,0,0,0.0,0,0,0,2,0.0,1,0,0,0.0,41,0.0,0,0,0,2,0.0,1,0,0,1,0,0,1,0,0,0,0,0,2,3,0,0,5,2,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
João Vialle,1113095,Premier League 24/25,Ukrainian Premier League,Polissya Zhytomyr,6.8888888888889,0,0,652,742,87.87,95,3,3,75.0,3,0,0,4,66.67,9,1,60,56.6,1551,0.0,0,0,0,64,62.14,60,13,4,25,22,0,7,0,0,0,0,16,6,103,0,0,166,19,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Maksym Melnychenko,1605349,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,6.5,0,0,20,26,76.92,4,0,1,100.0,0,0,0,0,0.0,0,0,0,0.0,73,0.0,0,0,0,1,50.0,1,1,0,3,4,0,0,0,0,0,0,1,0,2,0,0,3,2,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Maksym Melnychenko,1605349,Premier League 24/25,Ukrainian Premier League,Polissya Zhytomyr,6.5444444444444,0,0,167,199,83.92,19,0,0,0.0,0,0,0,0,0.0,3,0,6,37.5,556,0.0,0,0,0,7,50.0,8,4,2,10,12,0,0,0,0,0,0,6,0,14,0,0,66,10,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Serhii Chobotenko,800131,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,7.1714285714286,1,1,1275,1429,89.22,123,8,2,100.0,3,0,1,0,0.0,12,3,63,61.17,1890,8.333,0,0,0,101,60.84,46,15,8,19,23,0,10,0,0,0,0,21,2,166,0,1,228,21,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Serhii Chobotenko,800131,Premier League 24/25,Ukrainian Premier League,Polissya Zhytomyr,7.0608695652174,1,0,1166,1318,88.47,166,7,4,80.0,3,0,0,3,50.0,11,2,48,56.47,2070,9.091,0,0,0,106,61.27,75,17,4,14,27,0,6,0,0,0,0,23,6,173,0,0,238,23,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Serhii Chobotenko,800131,Premier League 23/24,Ukrainian Premier League,Polissya Zhytomyr,6.7178571428571,0,1,1104,1274,86.66,89,4,2,50.0,0,1,1,1,50.0,8,2,33,60.0,2520,0.0,0,0,0,88,48.09,84,13,11,15,41,0,15,0,0,0,0,28,2,183,0,1,229,28,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Mykyta Kravchenko,794252,Premier League 25/26,Ukrainian Premier League,Polissya Zhytomyr,7.01,0,1,417,521,80.04,69,12,4,57.14,1,0,0,15,38.46,4,2,13,48.15,854,0.0,0,0,0,28,45.9,23,11,6,12,17,0,0,0,0,0,0,9,39,61,0,0,84,10,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
Mykyta Kravchenko,794252,Premier League 23/24,Ukrainian Premier League,Polissya Zhytomyr,6.8214285714286,0,0,336,436,77.06,25,7,4,28.57,4,0,0,22,47.83,6,1,16,43.24,1169,0.0,0,0,0,33,54.1,28,9,14,20,52,0,5,0,0,0,0,11,46,61,0,0,102,14,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0
