İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,goals,assists,accuratePasses,totalPasses,accuratePassesPercentage,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,shotFromSetPiece,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToShot,wasFouled,fouls,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,crossesNotClaimed,matchesStarted,totalCross,totalLongBalls,goalsConceded,yellowRedCards,ballRecovery,appearances,countRating,bigChancesCreated,bigChancesMissed,expectedAssists,accurateOwnHalfPasses,accurateOppositionHalfPasses,tackles,interceptions,groundDuelsWon,groundDuelsWonPercentage,penaltyWon,penaltyConceded,freeKickGoal,errorLeadToGoal,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,hitWoodwork,ownGoals,penaltySave,punches,runsOut,successfulRunsOut,highClaims,setPieceConversion,totalAttemptAssist,totalContest,tacklesWon,tacklesWonPercentage,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,outfielderBlocks,goalsPrevented
Andriy  Bezhenar,1648230,Premier League 23/24,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.9,0,0,82,95,86.32,11,7,4,100.0,1,0,0,3,37.5,1,1,1,20.0,228,0.0,0,0,0,1,33.33,0,1,3,4,3,0,1,0,0,0,0,3,8,3,0,0,12,3,0,0,0,0.0,0,0,0,3,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Mykola Myronyuk,1648221,Premier League 25/26,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.7285714285714,1,3,343,437,78.49,43,12,17,73.91,3,0,0,4,40.0,20,6,22,44.0,1525,5.0,0,0,0,25,58.14,19,14,8,8,16,4,6,0,0,0,0,16,10,43,0,0,113,21,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Mykola Myronyuk,1648221,Premier League 23/24,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.55,1,1,89,107,83.18,6,2,7,70.0,0,1,1,2,66.67,5,1,1,20.0,219,20.0,0,0,0,3,42.86,4,0,1,1,6,0,1,0,0,0,0,3,3,7,0,1,22,3,0,0,0,0.0,0,0,0,8,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Vadym Sydun,1648290,Premier League 25/26,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.8142857142857,4,0,155,216,71.76,10,9,16,53.33,0,0,0,2,22.22,31,12,31,37.8,1435,12.9,0,0,0,4,57.14,10,4,24,18,9,6,3,0,0,0,0,14,9,7,0,0,52,21,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Yevhen Zaporozhets,810419,Premier League 25/26,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.63,0,2,472,553,85.35,64,3,5,71.43,1,0,0,0,0.0,6,1,13,33.33,1401,0.0,0,0,0,45,66.18,22,6,7,38,25,0,6,0,0,0,0,17,4,68,0,0,128,20,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Yehor Demchenko,823209,Premier League 25/26,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.7692307692308,1,0,139,185,75.14,11,8,5,50.0,0,0,0,2,25.0,14,7,15,42.86,517,7.143,0,0,3,4,50.0,7,3,10,3,4,0,3,0,0,0,0,5,8,8,0,0,34,14,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Stanislav Krystin,1648225,Premier League 25/26,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.3666666666667,0,0,69,98,70.41,7,1,6,66.67,1,0,0,1,25.0,0,0,3,50.0,316,0.0,0,0,0,7,41.18,7,3,5,5,13,0,3,1,0,0,0,3,4,17,0,0,27,8,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Stanislav Krystin,1648225,Premier League 23/24,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.5,0,0,49,54,90.74,4,2,4,66.67,0,0,0,2,100.0,4,2,1,50.0,147,0.0,0,0,0,2,50.0,2,0,2,1,2,0,0,0,0,0,0,1,2,4,0,0,17,2,0,0,0,0.0,0,0,0,6,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Andriy Lipovuz,1648232,Premier League 25/26,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.58,0,1,123,144,85.42,12,2,0,0.0,1,0,0,1,50.0,7,2,6,66.67,383,0.0,0,0,0,5,45.45,7,4,0,7,1,0,1,0,0,0,0,2,2,11,0,0,35,13,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Andriy Lipovuz,1648232,Premier League 23/24,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.7,0,0,107,120,89.17,11,2,0,0.0,1,0,0,0,0.0,2,0,2,33.33,235,0.0,0,0,0,4,40.0,0,4,0,7,4,0,1,0,0,0,0,3,0,10,0,0,26,3,0,0,0,0.0,0,0,0,13,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Valerii Luchkevych,287647,Premier League 25/26,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.6666666666667,0,0,55,67,82.09,4,1,4,80.0,1,0,0,0,0.0,0,0,2,40.0,253,0.0,0,0,0,4,57.14,10,0,1,5,12,0,2,0,0,0,0,3,3,7,0,0,24,3,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Nil Coch,914831,Premier League 25/26,Ukrainian Premier League,FC Epicentr Dunaivtsi,7.0263157894737,1,0,636,782,81.33,98,6,5,71.43,5,1,1,5,33.33,9,2,26,44.83,1698,11.11,0,0,0,76,54.68,49,16,16,22,38,1,15,0,0,0,0,19,15,139,0,1,223,19,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Oleksandr Klymets,1648229,Premier League 25/26,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.74,2,0,416,529,78.64,44,13,14,63.64,1,0,0,13,52.0,13,4,15,39.47,1440,15.38,0,0,2,17,36.17,21,11,19,15,52,1,0,0,0,0,0,15,25,47,0,0,151,16,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Oleksandr Klymets,1648229,Premier League 23/24,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.55,0,0,46,64,71.88,7,1,1,33.33,0,0,0,0,0.0,0,0,1,25.0,195,0.0,0,0,0,2,25.0,4,0,4,1,5,0,0,0,0,0,0,2,2,8,0,0,17,3,0,0,0,0.0,0,0,0,10,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Volodymyr Tanchyk,76234,Premier League 25/26,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.63,0,1,159,215,73.95,24,1,11,73.33,1,0,0,3,20.0,2,0,5,45.45,736,0.0,0,0,0,12,46.15,17,2,6,5,18,1,3,0,0,0,0,9,15,26,0,0,60,10,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Alagy Oliveira,2321710,Premier League 25/26,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.5666666666667,0,0,71,81,87.65,6,0,1,100.0,1,0,0,0,0.0,0,0,3,42.86,213,0.0,0,0,0,7,63.64,7,2,0,1,6,0,2,0,0,0,0,2,1,11,0,0,19,3,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Ihor Kyriukhantsev,788160,Premier League 25/26,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.6117647058824,0,1,381,508,75.0,36,10,29,78.38,3,0,0,14,30.43,7,1,11,30.56,1491,0.0,0,0,0,25,40.98,18,13,8,18,52,3,3,1,0,0,0,17,46,61,0,0,135,17,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Stepan Grigorashchuk,1648226,Premier League 25/26,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.4923076923077,0,0,354,449,78.84,37,0,0,0.0,3,0,0,0,0.0,0,0,20,47.62,1103,0.0,0,0,0,43,51.19,40,12,0,16,10,0,10,0,0,0,0,12,2,84,0,0,114,14,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Stepan Grigorashchuk,1648226,Premier League 23/24,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.65,0,0,84,98,85.71,14,0,1,50.0,0,0,0,0,0.0,0,0,2,33.33,193,0.0,0,0,0,6,40.0,7,0,0,1,9,0,3,0,0,0,0,2,0,15,0,0,16,2,0,0,0,0.0,0,0,0,10,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Vladyslav Moroz,1648227,Premier League 25/26,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.8947368421053,1,1,536,675,79.41,70,4,2,100.0,3,0,0,1,100.0,12,5,23,51.11,1710,8.333,0,0,3,93,51.38,55,16,6,10,21,0,13,0,0,0,0,19,1,181,0,0,172,19,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Vladyslav Moroz,1648227,Premier League 23/24,Ukrainian Premier League,FC Epicentr Dunaivtsi,7.15,1,1,148,176,84.09,30,0,1,100.0,0,0,0,0,0.0,1,1,10,71.43,276,100.0,0,0,0,19,55.88,8,2,1,1,7,0,3,0,0,0,0,3,0,34,0,0,44,3,0,0,0,0.0,0,0,0,14,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Vladyslav Krystin,1648224,Premier League 25/26,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.2333333333333,0,0,18,20,90.0,2,0,0,0.0,0,0,0,1,50.0,2,1,1,50.0,120,0.0,0,0,0,0,0.0,4,1,1,3,4,0,1,0,0,0,0,0,2,1,0,0,6,3,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Vladyslav Krystin,1648224,Premier League 23/24,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.35,0,1,122,135,90.37,15,2,5,71.43,2,0,0,4,50.0,4,1,2,66.67,248,0.0,0,0,0,5,62.5,4,4,1,4,8,0,1,0,0,0,0,3,8,8,0,0,27,3,0,0,0,0.0,0,0,0,16,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Oleg Bilyk,856618,Premier League 25/26,Ukrainian Premier League,FC Epicentr Dunaivtsi,7.3047619047619,0,0,416,495,84.04,25,0,0,0.0,2,0,0,0,0.0,0,0,5,83.33,1890,0.0,0,0,0,124,64.58,15,8,6,1,3,0,0,0,84,8,1,21,0,192,31,0,89,21,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Nikita Fedotov,931353,Premier League 25/26,Ukrainian Premier League,FC Epicentr Dunaivtsi,6.6,0,0,18,20,90.0,1,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,90,0.0,0,0,0,8,80.0,1,0,0,0,0,0,0,0,4,0,0,1,0,10,4,0,3,1,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
