İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,goals,assists,accuratePasses,totalPasses,accuratePassesPercentage,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,shotFromSetPiece,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToShot,wasFouled,fouls,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,crossesNotClaimed,matchesStarted,totalCross,totalLongBalls,goalsConceded,yellowRedCards,ballRecovery,appearances,countRating,bigChancesCreated,bigChancesMissed,expectedAssists,accurateOwnHalfPasses,accurateOppositionHalfPasses,tackles,interceptions,groundDuelsWon,groundDuelsWonPercentage,penaltyWon,penaltyConceded,freeKickGoal,errorLeadToGoal,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,hitWoodwork,ownGoals,penaltySave,punches,runsOut,successfulRunsOut,highClaims,setPieceConversion,totalAttemptAssist,totalContest,tacklesWon,tacklesWonPercentage,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,outfielderBlocks,goalsPrevented
Vitaliy Boyko,893102,Premier League 25/26,Ukrainian Premier League,NK Veres Rivne,7.1619047619048,4,1,473,606,78.05,62,24,16,84.21,3,0,0,12,48.0,28,11,48,52.17,1890,14.29,0,0,4,36,47.37,17,6,25,26,18,2,5,1,0,0,0,21,25,76,0,0,142,21,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Dmytro Klyots,777027,Premier League 25/26,Ukrainian Premier League,NK Veres Rivne,6.6,0,0,70,93,75.27,5,1,1,50.0,0,0,0,0,0.0,2,0,3,42.86,362,0.0,0,0,1,2,28.57,3,2,1,4,3,0,4,0,0,0,0,3,1,7,0,0,29,13,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Dmytro Klyots,777027,Premier League 24/25,Ukrainian Premier League,NK Veres Rivne,6.92,2,1,547,660,82.88,74,34,4,50.0,2,0,0,6,37.5,22,9,14,60.87,1883,9.091,0,0,7,39,56.52,17,10,11,22,33,0,8,0,0,0,0,19,16,69,0,0,160,30,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Dmytro Klyots,777027,Premier League 23/24,Ukrainian Premier League,NK Veres Rivne,6.6555555555556,0,1,141,163,86.5,22,4,2,33.33,0,0,0,3,50.0,5,2,2,33.33,467,0.0,0,0,2,6,50.0,5,3,1,4,14,0,1,0,0,0,0,5,6,12,0,0,36,9,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Vladyslav Sharay,1133895,Premier League 25/26,Ukrainian Premier League,NK Veres Rivne,6.8380952380952,4,1,204,284,71.83,17,14,33,70.21,3,0,0,18,45.0,25,10,13,31.71,1452,16.0,0,0,0,13,52.0,10,5,23,18,23,3,1,0,0,0,0,16,40,25,0,0,71,21,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Vladyslav Sharay,1133895,Premier League 24/25,Ukrainian Premier League,NK Veres Rivne,6.7321428571429,3,2,213,313,68.05,14,14,33,62.26,5,0,0,10,22.73,38,15,11,22.45,1695,7.895,0,0,1,9,45.0,11,4,26,17,24,4,0,1,0,0,0,18,44,20,0,0,66,28,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Vladyslav Sharay,1133895,Premier League 23/24,Ukrainian Premier League,NK Veres Rivne,6.8166666666667,2,0,251,331,75.83,10,26,28,63.64,6,0,1,11,37.93,39,12,10,29.41,1780,5.128,0,0,2,9,50.0,21,7,27,34,38,3,1,0,0,0,0,18,29,18,0,1,85,28,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Kai Cipot,988481,Premier League 25/26,Ukrainian Premier League,NK Veres Rivne,7.0428571428571,1,0,583,680,85.74,48,1,2,100.0,2,0,0,0,0.0,8,3,52,57.14,1890,12.5,0,0,0,50,53.19,54,17,17,17,21,0,22,0,0,0,0,19,1,94,0,0,213,21,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Konstantinos Stamoulis,1017840,Premier League 25/26,Ukrainian Premier League,NK Veres Rivne,6.715,1,0,376,555,67.75,34,4,30,83.33,2,0,0,16,30.19,7,2,20,28.57,1800,14.29,0,0,0,31,43.06,46,15,24,14,53,0,5,2,0,0,0,20,53,72,0,0,154,20,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Sergiy Korniychuk,1885221,Premier League 25/26,Ukrainian Premier League,NK Veres Rivne,6.48,0,0,105,142,73.94,14,1,4,57.14,3,1,1,1,12.5,0,0,12,38.71,523,0.0,0,0,0,8,57.14,20,4,12,12,23,0,2,0,0,0,0,5,8,14,0,1,53,11,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Semen Vovchenko,846222,Premier League 25/26,Ukrainian Premier League,NK Veres Rivne,6.68,0,0,176,235,74.89,18,0,0,0.0,2,0,0,0,0.0,2,0,17,53.13,798,0.0,0,0,0,25,48.08,25,2,3,9,12,0,7,0,0,0,0,8,2,52,0,0,68,10,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Semen Vovchenko,846222,Premier League 24/25,Ukrainian Premier League,NK Veres Rivne,6.9,1,0,879,1121,78.41,136,4,1,50.0,5,0,0,4,23.53,12,2,71,58.2,2610,8.333,0,0,1,143,51.25,89,19,20,33,39,0,19,1,0,0,0,28,17,279,0,0,288,29,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Semen Vovchenko,846222,Premier League 23/24,Ukrainian Premier League,NK Veres Rivne,6.9952380952381,1,0,633,740,85.54,72,4,5,83.33,5,0,0,11,68.75,7,2,27,51.92,1737,14.29,0,0,1,69,55.2,68,7,4,16,29,0,13,0,0,0,0,18,16,125,0,0,142,19,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Maksym Smiyan,1394013,Premier League 25/26,Ukrainian Premier League,NK Veres Rivne,6.6117647058824,1,0,247,358,68.99,25,2,8,61.54,1,0,0,6,27.27,6,3,25,40.98,1467,16.67,0,0,0,18,46.15,33,9,9,14,27,1,3,0,0,0,0,15,22,39,0,0,108,17,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Maksym Smiyan,1394013,Premier League 24/25,Ukrainian Premier League,NK Veres Rivne,6.4,1,0,135,180,75.0,17,0,4,80.0,1,0,1,4,33.33,5,2,8,30.77,584,20.0,0,0,0,6,46.15,11,2,3,6,17,0,1,0,0,0,0,5,12,13,0,1,49,16,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Maksym Smiyan,1394013,Premier League 23/24,Ukrainian Premier League,NK Veres Rivne,6.6,0,0,135,189,71.43,19,2,2,40.0,1,0,0,5,31.25,3,2,12,57.14,602,0.0,0,0,0,7,30.43,7,2,2,8,21,0,0,0,0,0,0,6,16,23,0,0,62,7,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Mykhailo Protasevych,1153321,Premier League 25/26,Ukrainian Premier League,NK Veres Rivne,6.825,0,0,42,64,65.63,0,1,2,100.0,1,0,0,0,0.0,2,0,6,54.55,260,0.0,0,0,0,4,36.36,6,3,0,1,1,0,2,0,0,0,0,2,1,11,0,0,27,7,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Mykhailo Protasevych,1153321,Premier League 24/25,Ukrainian Premier League,NK Veres Rivne,6.5318181818182,0,1,262,348,75.29,44,8,6,75.0,3,0,0,9,34.62,5,2,19,44.19,1269,0.0,0,0,0,34,51.52,33,9,5,16,58,0,1,0,0,0,0,13,26,66,0,0,133,24,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Roman Honcharenko,802013,Premier League 25/26,Ukrainian Premier League,NK Veres Rivne,6.8277777777778,0,0,519,649,79.97,52,2,0,0.0,3,0,0,2,100.0,5,0,28,62.22,1620,0.0,0,0,1,63,51.22,61,22,11,11,24,0,9,0,0,0,0,17,2,123,0,0,176,18,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Roman Honcharenko,802013,Premier League 24/25,Ukrainian Premier League,NK Veres Rivne,6.8607142857143,0,2,837,1054,79.41,106,6,5,71.43,6,0,0,0,0.0,9,3,68,54.84,2520,0.0,0,0,5,136,56.67,86,18,18,20,63,0,13,0,0,0,0,28,0,240,0,0,334,28,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Danyil Checher,1525613,Premier League 25/26,Ukrainian Premier League,NK Veres Rivne,6.2,0,0,4,7,0.0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,22,0.0,0,0,0,1,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Danyil Checher,1525613,Premier League 24/25,Ukrainian Premier League,NK Veres Rivne,6.55,0,0,123,151,81.46,10,0,0,0.0,1,0,0,1,50.0,1,0,14,66.67,348,0.0,0,0,0,13,44.83,9,4,0,4,6,0,1,0,0,0,0,4,2,29,0,0,42,6,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Andrii Kozhukhar,922192,Premier League 25/26,Ukrainian Premier League,NK Veres Rivne,6.15,0,0,44,51,86.27,4,0,0,0.0,0,0,0,0,0.0,0,0,0,0.0,180,0.0,0,0,0,22,78.57,0,0,0,0,0,0,0,0,0,0,1,2,0,28,5,0,7,2,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Andrii Kozhukhar,922192,Premier League 24/25,Ukrainian Premier League,NK Veres Rivne,6.9888888888889,0,0,410,502,81.67,11,0,0,0.0,1,0,0,0,0.0,0,0,11,100.0,2430,0.0,0,0,0,155,65.4,17,6,4,1,5,0,0,0,86,5,0,27,0,237,41,0,94,27,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Valentyn Horokh,1005826,Premier League 25/26,Ukrainian Premier League,NK Veres Rivne,7.4473684210526,0,0,352,453,77.7,32,0,0,0.0,2,0,0,0,0.0,0,0,11,91.67,1710,0.0,0,0,0,137,59.83,9,1,5,0,0,0,0,0,73,7,1,19,0,229,20,0,74,19,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Yevgeniy Shevchenko,797321,Premier League 24/25,Ukrainian Premier League,NK Veres Rivne,6.6125,1,1,482,678,71.09,59,11,6,40.0,3,0,0,21,30.0,21,5,46,54.76,2160,4.762,0,0,0,25,35.71,41,11,11,33,65,1,4,0,0,0,0,23,70,70,0,0,196,24,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Yevgeniy Shevchenko,797321,Premier League 23/24,Ukrainian Premier League,NK Veres Rivne,6.7545454545455,2,0,427,615,69.43,53,12,12,66.67,5,0,0,23,29.11,20,9,33,46.48,1915,10.0,0,0,0,44,46.81,45,17,7,37,60,2,7,1,0,0,0,20,79,94,0,0,187,21,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Yevhenii Morozko,847356,Premier League 24/25,Ukrainian Premier League,NK Veres Rivne,6.7666666666667,0,0,51,67,76.12,7,0,3,75.0,0,0,0,2,33.33,3,0,1,16.67,166,0.0,0,0,0,5,50.0,2,0,4,4,13,0,0,0,0,0,0,2,6,10,0,0,22,3,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Yevhenii Morozko,847356,Premier League 23/24,Ukrainian Premier League,NK Veres Rivne,6.6055555555556,1,0,220,303,72.61,23,5,15,62.5,2,0,1,6,23.08,5,2,14,46.67,1098,20.0,0,0,3,18,48.65,22,3,18,15,61,0,3,0,0,0,0,11,26,37,0,1,79,16,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Denys Svityukha,1146616,Premier League 23/24,Ukrainian Premier League,NK Veres Rivne,6.5833333333333,0,1,16,27,59.26,5,0,8,66.67,0,0,0,0,0.0,4,2,4,50.0,160,0.0,0,0,0,2,66.67,0,3,7,1,2,0,1,0,0,0,0,1,2,3,0,0,9,9,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
Maksym Marusych,578506,Premier League 23/24,Ukrainian Premier League,NK Veres Rivne,6.6461538461538,0,2,111,158,70.25,14,5,2,33.33,1,1,1,0,0.0,7,1,31,39.24,712,0.0,0,0,0,3,50.0,9,4,8,17,2,7,1,0,0,0,0,6,4,6,0,1,22,13,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,
