Kaynak_Dosya,Hedef_Lig,Takim_TM,Oyuncu_TM,Oyuncu_ID,İsim_Sealed,Takim_Adi_Sealed,PD_Once,PD_Sonra,Not
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,COVENTRY CITY,Joel Latibeaudiere,859763.0,Joel Latibeaudiere,Coventry City,3000000.0,3000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,COVENTRY CITY,Luke Woolfenden,893478.0,Luke Woolfenden,Coventry City,2000000.0,2000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,COVENTRY CITY,Jay Dasilva,791985.0,Jay Dasilva,Coventry City,6000000.0,6000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,COVENTRY CITY,Miguel Ángel Brau,1089161.0,Miguel Ángel Brau,Coventry City,1000000.0,1000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,COVENTRY CITY,Jake Bidwell,103115.0,Jake Bidwell,Coventry City,800000.0,800000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,COVENTRY CITY,Milan van Ewijk,948723.0,Milan van Ewijk,Coventry City,18000000.0,18000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,COVENTRY CITY,Kaine Kesler-Hayden,1099074.0,Kaine Kesler-Hayden,Coventry City,4000000.0,4000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,COVENTRY CITY,Matt Grimes,340713.0,Matt Grimes,Coventry City,5000000.0,5000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,COVENTRY CITY,Victor Torp,837011.0,Victor Torp,Coventry City,12000000.0,12000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,COVENTRY CITY,Frank Onyeka,885864.0,Frank Onyeka,Coventry City,7000000.0,7000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,COVENTRY CITY,Josh Eccles,944245.0,Josh Eccles,Coventry City,7000000.0,7000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,COVENTRY CITY,Jamie Allen,310546.0,Jamie Allen,Coventry City,600000.0,600000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,COVENTRY CITY,Ephron Mason-Clark,861315.0,Ephron Mason-Clark,Coventry City,10000000.0,10000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,COVENTRY CITY,Jack Rudoni,979565.0,Jack Rudoni,Coventry City,18000000.0,18000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,COVENTRY CITY,Romain Esse,1438837.0,Romain Esse,Coventry City,10000000.0,10000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,COVENTRY CITY,Jahnoah Markelo,1142326.0,Jahnoah Markelo,Coventry City,5000000.0,5000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,COVENTRY CITY,Tatsuhiro Sakamoto,978927.0,Tatsuhiro Sakamoto,Coventry City,4500000.0,4500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,COVENTRY CITY,Min-hyeok Yang,1500794.0,Yang Min-hyeok,Coventry City,3000000.0,3000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,COVENTRY CITY,Haji Wright,818391.0,Haji Wright,Coventry City,14000000.0,14000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,COVENTRY CITY,Brandon Thomas-Asante,846061.0,Brandon Thomas-Asante,Coventry City,14000000.0,14000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,COVENTRY CITY,Ellis Simms,991614.0,Ellis Simms,Coventry City,10000000.0,10000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Daniel Peretz,1048265.0,Daniel Peretz,Southampton,2000000.0,2000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Alex McCarthy,45502.0,Alex McCarthy,Southampton,300000.0,300000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Taylor Harwood-Bellis,980637.0,Taylor Harwood-Bellis,Southampton,20000000.0,20000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Nathan Wood,944200.0,Nathan Wood,Southampton,6000000.0,6000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Joshua Quarshie,1394676.0,Joshua Quarshie,Southampton,4000000.0,4000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Jack Stephens,134361.0,Jack Stephens,Southampton,1200000.0,1200000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Welington,1009920.0,Welington,Southampton,3000000.0,3000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Ryan Manning,328701.0,Ryan Manning,Southampton,2800000.0,2800000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Elias Jelert,1126433.0,Elias Jelert,Southampton,7000000.0,7000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Mads Roerslev,826057.0,Mads Roerslev,Southampton,5000000.0,5000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Flynn Downes,879810.0,Flynn Downes,Southampton,12000000.0,12000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Shea Charles,1131449.0,Shea Charles,Southampton,12000000.0,12000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Oriol Romeu,69416.0,Oriol Romeu,Southampton,700000.0,700000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Caspar Jander,1171234.0,Caspar Jander,Southampton,12000000.0,12000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Tom Fellows,1083026.0,Tom Fellows,Southampton,8000000.0,8000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Finn Azaz,1007067.0,Finn Azaz,Southampton,18000000.0,18000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Léo Scienza,1386651.0,Leo Scienza,Southampton,10000000.0,10000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Kuryu Matsuki,1154637.0,Kuryu Matsuki,Southampton,2400000.0,2400000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Jay Robinson,1440673.0,Jay Robinson,Southampton,8000000.0,8000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Samuel Edozie,1065214.0,Samuel Edozie,Southampton,5000000.0,5000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Cameron Archer,993451.0,Cameron Archer,Southampton,8000000.0,8000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Cyle Larin,790179.0,Cyle Larin,Southampton,3500000.0,3500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,FC SOUTHAMPTON,Ross Stewart,886117.0,Ross Stewart,Southampton,2800000.0,2800000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Jakub Stolarczyk,997830.0,Jakub Stolarczyk,Leicester City,1800000.0,1800000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Asmir Begovic,13918.0,Asmir Begović,Leicester City,200000.0,200000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Caleb Okoli,967722.0,Caleb Okoli,Leicester City,12000000.0,12000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Jannik Vestergaard,120538.0,Jannik Vestergaard,Leicester City,1800000.0,1800000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Ben Nelson,1391844.0,Benjamin Nelson,Leicester City,,1200000.0,İsimle structured Sofa takım dosyası + Excel PD (mevcut satır)
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Jamaal Lascelles,153444.0,Jamaal Lascelles,Leicester City,1200000.0,1200000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Victor Kristiansen,1092409.0,Victor Kristiansen,Leicester City,12000000.0,12000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Luke Thomas,991584.0,Luke Thomas,Leicester City,6000000.0,6000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Ricardo Pereira,221200.0,Ricardo Pereira,Leicester City,3000000.0,3000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Olabade Aluko,1543805.0,Olabade Aluko,Leicester City,250000.0,250000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Oliver Skipp,859901.0,Oliver Skipp,Leicester City,7000000.0,7000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Harry Winks,545780.0,Harry Winks,Leicester City,5000000.0,5000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Hamza Choudhury,833057.0,Hamza Choudhury,Leicester City,5000000.0,5000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Jordan James,1136409.0,Jordan James,Leicester City,12000000.0,12000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Joe Aribo,818073.0,Joe Aribo,Leicester City,2800000.0,2800000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Louis Page,1917669.0,Louis Page,Leicester City,2000000.0,2000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Aaron Ramsey,1000142.0,Aaron Ramsey,Leicester City,8000000.0,8000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Divine Mukasa,1467990.0,Divine Mukasa,Leicester City,5000000.0,5000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Bobby De Cordova-Reid,151499.0,Bobby Decordova-Reid,Leicester City,1000000.0,1000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Jeremy Monga,1861707.0,Jeremy Monga,Leicester City,10000000.0,10000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Stephy Mavididi,605338.0,Stephy Mavididi,Leicester City,8000000.0,8000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Abdul Fatawu,1103589.0,Abdul Fatawu Issahaku,Leicester City,24000000.0,24000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Patson Daka,865057.0,Patson Daka,Leicester City,5000000.0,5000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Jordan Ayew,103045.0,Jordan Ayew,Leicester City,1800000.0,1800000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,LEICESTER CITY,Dujuan Richards,1498836.0,Dujuan Richards,Leicester City,500000.0,500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Michael Cooper,896209.0,Michael Cooper,Sheffield United,10000000.0,10000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Adam Davies,288997.0,Adam Davies,Sheffield United,300000.0,300000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Mark McGuinness,988343.0,Mark McGuinness,Sheffield United,7000000.0,7000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Japhet Tanganga,836693.0,Japhet Tanganga,Sheffield United,5000000.0,5000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Tyler Bindon,1514870.0,Tyler Bindon,Sheffield United,1500000.0,1500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Ben Mee,137774.0,Ben Mee,Sheffield United,500000.0,500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Harrison Burrows,897565.0,Harrison Burrows,Sheffield United,10000000.0,10000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Sam McCallum,952461.0,Sam McCallum,Sheffield United,2000000.0,2000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Leo Hjelde,1097848.0,Leo Fuhr Hjelde,Sheffield United,2000000.0,2000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Ki-Jana Hoever,954044.0,Ki-Jana Hoever,Sheffield United,5000000.0,5000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Femi Seriki,966458.0,Femi Seriki,Sheffield United,4500000.0,4500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Jamie Shackleton,943652.0,Jamie Shackleton,Sheffield United,1300000.0,1300000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Kalvin Phillips,786028.0,Kalvin Phillips,Sheffield United,5000000.0,5000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Jaïro Riedewald,285989.0,Jaïro Riedewald,Sheffield United,1800000.0,1800000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Djibril Soumaré,1394929.0,Djibril Soumaré,Sheffield United,1500000.0,1500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Gustavo Hamer,837495.0,Gustavo Hamer,Sheffield United,16000000.0,16000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Sydie Peck,1391824.0,Sydie Peck,Sheffield United,12000000.0,12000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Andre Brooks,1396445.0,Andre Brooks,Sheffield United,5000000.0,5000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Tom Davies,795058.0,Tom Davies,Sheffield United,3000000.0,3000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Oliver Arblaster,1191153.0,Oliver Arblaster,Sheffield United,1400000.0,1400000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Alex Matos,1186050.0,Alex Matos,Sheffield United,1000000.0,1000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Joe Rothwell,190853.0,Joe Rothwell,Sheffield United,900000.0,900000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Callum O'Hare,875085.0,Callum O'Hare,Sheffield United,5000000.0,5000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Tahith Chong,825845.0,Tahith Chong,Sheffield United,4500000.0,4500000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Chiedozie Ogbene,849309.0,Chiedozie Ogbene,Sheffield United,5000000.0,5000000.0,Sealed içinde doğrudan eşleşti
TM_SAF_GUNCEL_Championship_25_26___Transfermarkt.csv,Ingiltere_championship,SHEFFIELD UNITED,Tyrese Campbell,826145.0,Tyrese Campbell,Sheffield United,9000000.0,9000000.0,Sealed içinde doğrudan eşleşti
