İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,ballRecovery,outfielderBlocks,appearances,expectedAssists,expectedGoals,goalsPrevented
José Sosa,22981,Primera LPF 2026,Liga Profesional de Fútbol,Estudiantes de La Plata,7.1333333333333,3,0,1,0,1,66,74,89.189189189189,25,41,19,4,1,100.0,1,1,0,0,0,3,50.0,2,0,5,71.428571428571,3,60.0,107,0.0,0,0,0,0,1,0,9,81.818181818182,1,0,0,0,13,0,8,6,94,4,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0.0,4,1,6,11,0,1,100.0,0,29,45,0,8,0,3,0.0,0.0,0.0
José Sosa,22981,Liga Profesional 2024,Liga Profesional de Fútbol,Estudiantes de La Plata,7.1047619047619,21,3,2,0,2,576,718,80.222841225627,175,418,215,24,11,68.75,27,6,1,0,0,17,26.5625,19,6,53,55.208333333333,16,43.243243243243,1163,15.789473684211,2,2,1,0,3,0,40,70.175438596491,9,0,1,16,236,3,77,54,960,15,8,0,0,16,0,3,0,0,0,0,0,0,0,0,0,17,0.0,24,16,64,57,19,14,51.851851851852,0,207,575,1,61,0,21,2.03920528,2.2033,0.0
Joaquín Tobio Burgos,1836758,Primera LPF 2026,Liga Profesional de Fútbol,Estudiantes de La Plata,6.8166666666667,6,0,0,1,2,59,72,81.944444444444,23,36,17,13,5,50.0,3,3,0,0,0,15,60.0,4,0,12,52.173913043478,1,25.0,319,0.0,0,0,0,0,0,0,1,33.333333333333,3,0,0,2,37,0,7,5,149,4,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,5,0.0,13,10,25,3,0,2,66.666666666667,0,26,46,0,10,0,7,0.0,0.0,0.0
Joaquín Tobio Burgos,1836758,Liga Profesional 2024,Liga Profesional de Fútbol,Estudiantes de La Plata,6.69,10,2,0,2,0,118,160,73.75,37,91,53,9,1,8.3333333333333,5,4,0,0,0,10,31.25,20,5,13,33.333333333333,5,21.739130434783,570,10.0,0,0,0,0,1,0,3,60.0,2,0,0,6,97,1,9,5,292,7,5,0,0,4,5,9,0,0,0,0,0,0,0,0,0,9,0.0,9,12,32,5,11,5,100.0,0,51,141,0,26,0,10,0.66156431,2.6169,0.0
Mikel Amondarain,1510920,Primera LPF 2026,Liga Profesional de Fútbol,Estudiantes de La Plata,6.9,10,1,1,2,1,281,321,87.538940809969,138,143,55,9,11,55.0,13,2,1,0,0,2,33.333333333333,8,3,31,46.268656716418,6,50.0,709,12.5,0,0,0,0,0,0,12,57.142857142857,13,1,0,9,81,2,18,11,451,7,6,1,0,12,1,3,0,0,2,0,0,0,0,0,0,7,0.0,9,20,6,21,5,6,46.153846153846,0,149,172,1,48,3,10,0.0,0.0,0.0
Fabricio Pérez,1836754,Primera LPF 2026,Liga Profesional de Fútbol,Estudiantes de La Plata,6.6818181818182,11,2,1,2,0,130,159,81.761006289308,44,86,45,11,6,25.0,15,4,2,0,0,9,29.032258064516,13,6,27,36.986301369863,5,38.461538461538,679,15.384615384615,0,0,0,1,0,0,1,100.0,4,0,0,14,120,4,4,2,343,6,14,1,0,1,0,2,0,0,0,0,0,0,0,0,0,9,0.0,11,24,31,1,5,7,46.666666666667,0,48,111,0,30,1,11,0.0,0.0,0.0
Fabricio Pérez,1836754,Liga Profesional 2024,Liga Profesional de Fútbol,Estudiantes de La Plata,6.6,7,0,0,1,0,27,33,81.818181818182,7,20,11,1,7,63.636363636364,1,2,0,0,0,0,0.0,4,2,12,52.173913043478,3,37.5,149,0.0,0,0,0,0,0,0,0,0.0,1,0,0,4,39,0,0,0,96,4,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,11,6,1,3,1,100.0,0,10,29,0,5,0,7,0.06325885,0.633,0.0
Ezequiel Piovi,359098,Primera LPF 2026,Liga Profesional de Fútbol,Estudiantes de La Plata,7.0181818181818,11,0,0,0,1,420,500,84.0,202,218,86,4,6,66.666666666667,31,7,3,0,0,1,20.0,9,3,40,57.971014492754,9,50.0,906,0.0,0,0,0,0,0,0,31,54.385964912281,14,0,0,4,103,0,45,25,631,3,14,0,0,9,0,2,0,0,4,0,0,0,0,0,0,11,0.0,4,9,5,57,5,17,54.838709677419,0,225,275,0,46,5,11,0.0,0.0,0.0
Alexis Castro,801037,Primera LPF 2026,Liga Profesional de Fútbol,Estudiantes de La Plata,7.0111111111111,9,2,1,0,0,153,186,82.258064516129,57,96,40,6,8,72.727272727273,11,4,1,0,0,0,0.0,6,3,25,51.020408163265,5,50.0,451,33.333333333333,0,0,0,0,1,1,8,57.142857142857,4,0,0,6,54,4,23,16,262,7,10,0,0,5,0,2,0,0,0,0,0,0,0,0,0,5,100.0,6,11,2,14,2,7,63.636363636364,0,64,122,0,26,1,10,0.0,0.0,0.0
Tomás Palacios,1173598,Primera LPF 2026,Liga Profesional de Fútbol,Estudiantes de La Plata,7.31,10,0,0,1,0,461,517,89.168278529981,326,135,36,1,9,100.0,14,13,3,1,1,1,50.0,7,0,42,71.186440677966,28,66.666666666667,837,0.0,0,0,0,0,0,0,36,52.173913043478,50,0,0,9,74,1,35,17,675,20,8,1,0,2,0,3,0,0,5,0,0,0,0,0,0,9,0.0,1,9,2,69,4,11,78.571428571429,0,341,176,2,44,5,10,0.0,0.0,0.0
Gastón Benedetti,1018407,Primera LPF 2026,Liga Profesional de Fútbol,Estudiantes de La Plata,7.0545454545455,11,0,3,0,1,323,405,79.753086419753,134,189,82,10,8,61.538461538462,22,5,3,0,0,6,24.0,3,0,33,55.932203389831,7,50.0,908,0.0,0,0,0,0,0,0,35,46.052631578947,30,0,1,5,150,1,44,23,633,3,11,0,0,6,0,0,0,0,5,0,0,0,0,0,0,10,0.0,10,13,25,76,5,11,50.0,0,164,241,3,44,8,11,0.0,0.0,0.0
Gastón Benedetti,1018407,Liga Profesional 2024,Liga Profesional de Fútbol,Estudiantes de La Plata,6.8,20,1,0,1,0,570,727,78.404401650619,237,345,172,10,17,62.962962962963,32,19,7,0,0,12,25.531914893617,10,5,53,46.086956521739,13,39.393939393939,1412,10.0,0,0,0,1,0,0,43,36.752136752137,30,0,0,12,270,3,67,34,1142,4,29,0,0,12,1,2,0,0,3,0,0,0,0,0,0,15,0.0,10,27,47,117,18,19,59.375,0,297,477,0,100,0,20,0.83389025,1.1142,0.0
Eros Mancuso,1116624,Primera LPF 2026,Liga Profesional de Fútbol,Estudiantes de La Plata,6.87,10,0,1,0,0,193,236,81.779661016949,80,113,56,5,2,28.571428571429,8,3,3,0,0,0,0.0,3,1,16,50.0,6,50.0,407,0.0,0,0,0,0,0,0,26,60.46511627907,8,0,0,2,66,1,32,17,338,7,6,0,0,3,2,0,0,0,1,0,0,0,0,0,0,3,0.0,5,7,8,43,2,7,87.5,0,88,148,0,28,2,10,0.0,0.0,0.0
Eros Mancuso,1116624,Liga Profesional 2024,Liga Profesional de Fútbol,Estudiantes de La Plata,7.3571428571429,7,1,2,0,1,235,292,80.479452054795,90,155,75,10,7,53.846153846154,17,10,2,0,0,10,40.0,11,5,29,55.769230769231,3,37.5,585,9.0909090909091,0,0,0,0,0,0,23,47.916666666667,10,0,0,7,120,2,34,16,495,5,7,0,0,4,2,3,0,0,3,0,0,0,0,0,0,6,0.0,10,13,25,48,6,13,76.470588235294,0,106,211,0,38,0,7,0.9806177,0.7954,0.0
Santiago Arzamendia,887429,Liga Profesional 2024,Liga Profesional de Fútbol,Estudiantes de La Plata,6.7076923076923,13,0,2,0,0,229,317,72.239747634069,107,131,56,13,7,58.333333333333,23,13,1,0,0,9,37.5,9,2,33,47.142857142857,13,39.393939393939,847,0.0,0,0,0,0,1,0,13,27.083333333333,24,0,0,10,160,3,31,12,573,3,16,0,0,6,2,4,0,0,1,0,0,0,0,0,0,9,0.0,13,12,24,48,13,11,47.826086956522,0,132,209,0,45,0,13,2.02880802,0.2305,0.0
Leandro González Pírez,158259,Primera LPF 2026,Liga Profesional de Fútbol,Estudiantes de La Plata,7.3454545454545,11,1,0,0,0,451,525,85.904761904762,321,130,37,2,8,80.0,13,11,7,0,0,0,0.0,6,3,30,60.0,30,71.428571428571,990,16.666666666667,0,0,0,0,0,0,48,54.545454545455,80,0,1,2,84,0,58,28,694,9,11,0,0,5,0,0,0,0,6,0,0,0,0,0,0,11,0.0,2,10,0,88,5,9,69.230769230769,0,346,179,1,37,8,11,0.0,0.0,0.0
Santiago Núñez,1161819,Primera LPF 2026,Liga Profesional de Fútbol,Estudiantes de La Plata,7.0166666666667,6,1,0,0,0,190,220,86.363636363636,142,48,7,0,1,100.0,8,5,2,0,1,0,0.0,6,2,10,62.5,9,52.941176470588,340,16.666666666667,0,0,0,0,0,0,11,42.307692307692,32,0,0,0,33,0,15,6,284,1,5,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,0.0,0,1,0,26,3,5,62.5,1,150,70,0,19,4,6,0.0,0.0,0.0
Eric Meza,941092,Primera LPF 2026,Liga Profesional de Fútbol,Estudiantes de La Plata,6.7909090909091,11,0,2,1,0,184,262,70.229007633588,83,101,50,9,14,63.636363636364,18,9,5,0,0,11,33.333333333333,15,5,40,54.794520547945,4,44.444444444444,842,0.0,0,0,0,0,0,0,16,31.372549019608,19,0,0,6,167,1,24,8,517,8,14,0,0,6,0,3,0,0,2,0,0,0,0,0,0,11,0.0,9,22,33,51,5,12,66.666666666667,0,107,155,1,44,2,11,0.0,0.0,0.0
Eric Meza,941092,Liga Profesional 2024,Liga Profesional de Fútbol,Estudiantes de La Plata,6.8761904761905,21,1,4,0,2,435,578,75.259515570934,193,264,126,23,14,40.0,40,16,3,0,0,22,25.0,13,3,62,48.818897637795,14,38.888888888889,1628,7.6923076923077,0,0,0,0,0,0,43,47.777777777778,27,0,0,9,330,6,33,17,1135,9,26,1,0,14,1,5,0,0,0,0,0,0,0,0,0,20,0.0,23,35,88,90,25,27,67.5,0,238,428,1,79,0,21,2.02807889,0.4034,0.0
Fernando Muslera,28381,Primera LPF 2026,Liga Profesional de Fútbol,Estudiantes de La Plata,7.0,8,0,0,0,0,153,192,79.6875,135,18,3,1,0,0.0,0,0,1,0,0,0,0.0,0,0,1,50.0,2,100.0,675,0.0,0,0,0,0,0,0,33,46.478873239437,9,0,0,0,39,0,12,9,255,1,0,0,0,1,0,0,0,13,4,0,5,4,4,8,1,8,0.0,1,0,0,71,4,0,0.0,0,140,52,0,52,0,8,0.0,0.0,0.0
Santiago Ascacíbar,830667,Liga Profesional 2024,Liga Profesional de Fútbol,Estudiantes de La Plata,7.3227272727273,22,4,3,1,1,990,1199,82.56880733945,424,571,230,27,12,52.173913043478,75,24,8,0,1,5,31.25,39,13,115,55.825242718447,56,52.336448598131,1926,10.25641025641,0,0,0,0,0,0,33,47.826086956522,30,0,0,17,283,10,78,43,1576,29,37,2,1,28,3,7,0,0,5,0,0,0,0,0,0,22,0.0,27,23,16,69,27,45,60.0,1,480,735,2,134,0,22,1.498401,2.9309,0.0
Matías Mansilla,1099481,Liga Profesional 2024,Liga Profesional de Fútbol,Estudiantes de La Plata,6.9884615384615,26,0,0,0,0,372,543,68.508287292818,295,77,19,0,1,100.0,0,1,1,0,0,0,0.0,0,0,4,80.0,12,100.0,2340,0.0,0,0,0,0,0,0,116,40.701754385965,21,2,1,1,173,0,30,17,807,5,0,0,0,0,0,0,0,68,5,0,14,10,10,26,0,26,0.0,0,1,0,285,32,0,0.0,0,328,215,0,198,0,26,0.02584337,0.0,1.4338
