İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,ballRecovery,outfielderBlocks,appearances,expectedAssists,expectedGoals,goalsPrevented
Mauro Pittón,796958,Primera LPF 2026,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,7.0,12,0,0,2,0,460,553,83.182640144665,220,240,108,5,5,41.666666666667,20,15,2,0,0,2,33.333333333333,12,2,43,57.333333333333,14,50.0,1064,0.0,0,0,0,0,3,0,35,53.030303030303,17,0,0,9,131,1,55,39,730,18,8,0,0,9,0,4,0,0,5,0,0,0,0,0,0,12,0.0,5,12,6,66,11,13,65.0,0,242,311,1,70,4,12,0.0,0.0,0.0
Mauro Pittón,796958,Liga Profesional 2024,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,6.9962962962963,27,2,3,2,2,804,1044,77.011494252874,323,495,282,25,13,52.0,57,27,3,0,0,14,22.950819672131,28,3,93,51.95530726257,36,58.064516129032,2246,7.1428571428571,0,0,0,0,5,0,63,50.806451612903,27,0,0,28,381,12,101,52,1464,23,22,1,0,27,0,12,0,0,9,0,0,0,0,0,0,27,0.0,25,25,61,124,22,28,49.122807017544,0,396,709,0,152,0,27,2.60936332,1.4874,0.0
Nicolas Palavecino,1131305,Primera LPF 2026,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,6.7,4,0,0,0,0,46,54,85.185185185185,12,34,19,5,0,0.0,1,1,0,0,0,1,100.0,5,1,3,30.0,5,100.0,80,0.0,0,0,0,0,0,0,2,100.0,3,0,0,1,13,0,1,0,75,2,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.0,5,3,1,2,1,0,0.0,0,12,42,0,7,0,4,0.0,0.0,0.0
Lucas Menossi,249429,Primera LPF 2026,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,6.4,1,0,0,0,0,0,1,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,15,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,0.0,0,1,0,0,0,0,1,0.0,0.0,0.0
Franco Fragapane,368926,Primera LPF 2026,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,6.78,5,0,2,2,0,62,72,86.111111111111,26,36,25,6,0,0.0,4,1,0,0,0,2,33.333333333333,4,2,8,42.105263157895,2,100.0,181,0.0,0,0,0,0,0,0,3,60.0,1,0,0,3,25,0,6,3,104,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,6,4,6,5,1,0,0.0,0,27,45,0,6,0,5,0.0,0.0,0.0
Enzo Roldán,1022263,Liga Profesional 2024,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,6.6363636363636,22,0,0,1,0,202,252,80.15873015873,99,107,47,8,10,55.555555555556,12,5,1,0,0,4,28.571428571429,8,2,38,58.461538461538,6,37.5,635,0.0,0,0,0,0,0,0,11,47.826086956522,5,0,0,9,91,1,18,9,388,16,6,0,0,4,0,1,0,0,0,0,0,0,0,0,0,4,0.0,8,18,14,23,8,6,50.0,0,116,150,0,26,0,22,0.28499846,0.5286,0.0
Brahian Cuello,896722,Primera LPF 2026,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,6.7,8,2,0,1,0,107,141,75.886524822695,26,81,47,3,1,20.0,8,3,2,0,0,2,16.666666666667,13,4,18,47.368421052632,9,42.857142857143,477,15.384615384615,0,0,0,0,0,0,2,22.222222222222,4,0,0,5,67,1,10,1,234,10,9,0,0,3,1,2,0,0,0,0,0,0,0,0,0,6,0.0,3,5,12,9,6,4,50.0,0,30,111,0,21,0,8,0.0,0.0,0.0
Emilio Giaccone,2017601,Primera LPF 2026,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,6.85,2,0,0,0,0,7,11,63.636363636364,3,4,2,1,0,0.0,3,0,0,0,0,0,0.0,2,1,3,100.0,3,75.0,35,0.0,0,0,0,0,0,0,0,0.0,2,0,0,0,5,1,1,1,21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,3,100.0,0,3,8,0,4,0,2,0.0,0.0,0.0
Emilio Giaccone,2017601,Liga Profesional 2024,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,0.0,0,0,0,0,0,1,3,33.333333333333,1,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,2,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,2,1,0,0,0,1,1.522e-05,0.0,0.0
Santiago Grella,2285317,Primera LPF 2026,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,6.65,4,0,0,0,0,25,27,92.592592592593,5,20,12,1,2,50.0,1,0,0,0,0,1,25.0,2,0,4,44.444444444444,1,100.0,69,0.0,0,0,0,0,0,0,2,100.0,0,1,0,1,14,0,1,1,49,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,4,4,2,3,0,0.0,0,5,22,0,0,0,4,0.0,0.0,0.0
Mateo Del Blanco,1183059,Primera LPF 2026,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,7.3666666666667,12,2,2,1,1,379,510,74.313725490196,142,237,132,25,25,56.818181818182,18,14,1,0,0,24,25.531914893617,32,8,62,53.913043478261,11,39.285714285714,1039,6.25,0,0,1,0,4,0,52,50.485436893204,19,1,1,12,277,2,81,43,922,19,12,1,0,10,1,12,0,0,3,0,0,0,0,0,0,12,0.0,25,44,94,103,10,10,55.555555555556,0,172,338,2,75,1,12,0.0,0.0,0.0
Mateo Del Blanco,1183059,Liga Profesional 2024,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,6.79,20,0,3,0,3,340,443,76.749435665914,151,207,101,15,20,45.454545454545,23,11,2,0,0,18,27.692307692308,9,1,63,48.461538461538,9,42.857142857143,1053,0.0,0,0,0,0,0,0,34,46.575342465753,21,0,0,13,222,1,55,26,783,21,20,0,0,11,0,4,0,0,2,0,0,0,0,0,0,8,0.0,15,44,65,73,14,14,60.869565217391,0,182,326,0,67,0,20,1.55121516,0.2313,0.0
Lautaro Vargas,1485084,Primera LPF 2026,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,6.9083333333333,12,0,1,0,0,302,388,77.835051546392,161,141,75,12,14,45.161290322581,27,12,5,0,0,15,31.25,4,1,50,48.076923076923,6,54.545454545455,1031,0.0,0,0,1,0,0,0,43,50.588235294118,26,0,1,6,179,2,55,30,700,9,9,1,0,22,1,1,0,0,4,0,0,0,0,0,0,12,0.0,12,31,48,85,11,23,85.185185185185,0,197,191,0,63,5,12,0.0,0.0,0.0
Lautaro Vargas,1485084,Liga Profesional 2024,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,6.8916666666667,24,0,2,0,2,403,554,72.743682310469,180,243,101,22,19,48.717948717949,62,21,2,0,0,20,19.047619047619,16,2,109,55.897435897436,13,37.142857142857,1805,0.0,0,0,0,0,0,0,54,52.427184466019,21,0,0,18,329,6,61,31,1063,28,20,0,0,30,2,8,0,0,4,0,0,0,0,0,0,22,0.0,22,39,105,103,20,41,66.129032258065,0,220,439,0,107,0,25,1.47994948,0.3894,0.0
Maizon Rodriguez,2039907,Primera LPF 2026,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,7.125,12,1,0,1,0,340,428,79.439252336449,216,124,38,4,0,0.0,14,15,2,0,0,0,0.0,7,2,18,60.0,44,64.705882352941,1012,14.285714285714,0,0,0,1,0,0,31,36.904761904762,62,0,3,0,94,0,46,20,573,4,10,0,0,2,0,3,0,0,5,0,0,0,0,0,0,12,0.0,4,0,0,84,11,7,50.0,0,248,180,0,55,7,12,0.0,0.0,0.0
Valentín Fascendini,1537838,Primera LPF 2026,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,6.775,4,0,0,0,0,85,108,78.703703703704,54,31,11,0,0,0.0,1,1,0,1,1,0,0.0,1,0,3,37.5,15,68.181818181818,276,0.0,0,0,0,0,0,0,13,40.625,26,0,0,0,26,0,8,4,148,2,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0.0,0,1,0,32,1,1,100.0,0,57,51,0,8,1,5,0.0,0.0,0.0
Valentín Fascendini,1537838,Liga Profesional 2024,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,6.825,8,0,0,0,0,46,61,75.409836065574,28,20,8,1,4,80.0,14,4,2,0,0,2,66.666666666667,3,0,21,60.0,5,83.333333333333,181,0.0,0,0,0,0,0,0,5,45.454545454545,6,0,0,0,25,0,5,3,127,3,10,0,0,3,0,2,0,0,1,0,0,0,0,0,0,1,0.0,1,5,3,11,2,9,64.285714285714,0,31,33,0,8,0,9,0.14321944,0.1057,0.0
Nicolás Paz,1189173,Liga Profesional 2024,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,6.76,20,0,0,0,0,450,602,74.750830564784,267,183,92,0,6,60.0,33,23,11,0,1,0,0.0,7,0,45,50.561797752809,19,52.777777777778,1478,0.0,0,0,0,0,0,0,80,47.904191616766,48,0,0,4,221,3,80,48,897,7,25,0,0,12,0,2,0,0,7,0,0,0,0,0,0,19,0.0,0,10,7,167,13,26,78.787878787879,1,319,290,0,44,0,20,0.2734961,0.4413,0.0
Emiliano Álvarez,1177403,Primera LPF 2026,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,6.8,3,0,1,0,1,29,32,90.625,12,17,9,2,0,0.0,0,1,0,0,0,6,54.545454545455,0,0,0,0.0,0,0.0,49,0.0,0,0,0,0,0,0,2,66.666666666667,0,0,0,0,10,0,2,2,51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2,0,11,3,1,0,0.0,0,13,19,0,2,0,3,0.0,0.0,0.0
Bruno Pittón,800246,Primera LPF 2026,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,6.7375,8,0,0,0,0,91,117,77.777777777778,45,46,16,2,1,33.333333333333,12,5,0,0,0,1,20.0,0,0,14,53.846153846154,6,75.0,274,0.0,0,0,0,0,0,0,2,13.333333333333,5,0,0,2,53,0,7,3,195,1,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0.0,2,3,5,15,3,10,83.333333333333,0,52,65,0,13,1,8,0.0,0.0,0.0
Bruno Pittón,800246,Liga Profesional 2024,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,6.9263157894737,19,1,2,3,0,300,452,66.371681415929,116,212,108,22,6,35.294117647059,39,16,1,0,1,28,32.941176470588,16,8,52,54.166666666667,15,50.0,1330,6.25,0,0,0,0,0,0,27,36.0,21,0,0,8,257,4,42,19,796,7,12,0,0,13,0,2,0,0,0,0,0,0,0,0,0,19,0.0,22,17,85,75,10,23,58.974358974359,1,168,369,1,57,0,19,1.90971822,2.2232,0.0
Juan Pablo Ludueña,1392241,Primera LPF 2026,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,6.9272727272727,11,0,1,0,1,278,345,80.579710144928,156,122,21,4,0,0.0,23,17,1,0,0,1,100.0,5,1,26,72.222222222222,30,54.545454545455,873,0.0,0,0,0,0,0,0,31,43.661971830986,61,0,0,3,79,0,39,22,495,3,2,0,0,2,1,1,0,0,4,0,0,0,0,0,0,9,0.0,4,3,1,71,11,15,65.217391304348,0,175,170,0,39,5,11,0.0,0.0,0.0
Juan Pablo Ludueña,1392241,Liga Profesional 2024,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,6.75,2,0,0,0,0,77,96,80.208333333333,63,14,5,0,1,100.0,2,4,0,0,0,0,0.0,0,0,3,60.0,4,57.142857142857,162,0.0,0,0,0,0,0,0,8,42.105263157895,9,0,0,1,23,0,9,4,122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,1,0,19,2,0,0.0,0,70,26,0,8,0,4,0.00932269,0.0,0.0
Claudio Corvalán,249383,Liga Profesional 2024,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,7.0173913043478,23,0,1,5,1,811,1067,76.007497656982,480,339,135,11,7,63.636363636364,37,36,4,1,1,8,25.0,26,5,60,60.606060606061,55,63.218390804598,2037,0.0,0,0,0,1,0,0,78,41.052631578947,102,0,0,4,359,3,88,36,1610,16,18,1,0,14,2,4,0,0,8,0,0,0,0,0,0,23,0.0,11,11,32,190,25,24,64.864864864865,0,570,529,2,87,0,23,0.89164653,2.5506,0.0
Matías Mansilla,1099481,Primera LPF 2026,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,7.15,12,0,0,0,0,109,228,47.80701754386,47,62,29,0,0,0.0,0,0,1,0,0,0,0.0,0,0,1,50.0,2,100.0,1080,0.0,0,0,0,0,0,0,78,39.593908629442,5,1,0,0,120,0,6,3,331,2,0,0,0,1,0,0,0,38,5,0,2,4,4,15,0,12,0.0,0,0,0,197,12,0,0.0,0,52,176,0,88,0,12,0.0,0.0,0.0
Mauro Luna Diale,871804,Liga Profesional 2024,Liga Profesional de Fútbol,Club Atlético Unión de Santa Fe,7.475,4,0,3,0,1,130,166,78.313253012048,33,107,59,14,10,52.631578947368,4,5,1,0,0,10,40.0,7,3,21,55.263157894737,6,66.666666666667,360,0.0,0,0,0,0,0,0,7,38.888888888889,3,0,0,5,75,0,15,6,268,7,1,0,0,2,0,3,0,0,2,0,0,0,0,0,0,4,0.0,14,19,25,18,2,3,75.0,0,40,151,0,41,0,4,1.129626,0.2462,0.0
