İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,ballRecovery,outfielderBlocks,appearances,expectedAssists,expectedGoals,goalsPrevented
Nahuel Barrios,875236,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,6.7,3,0,0,0,1,22,29,75.862068965517,5,17,9,1,1,16.666666666667,4,0,0,0,0,1,25.0,1,0,9,50.0,2,50.0,121,0.0,0,0,0,0,0,0,1,50.0,1,0,0,0,20,2,1,1,57,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,6,4,2,1,3,75.0,0,7,22,0,8,0,3,0.0,0.0,0.0
Nahuel Barrios,875236,Liga Profesional 2024,Liga Profesional de Fútbol,San Lorenzo,6.685,20,0,0,0,0,267,316,84.493670886076,77,195,100,7,27,46.551724137931,17,2,1,0,0,5,33.333333333333,14,3,61,51.260504201681,3,25.0,710,0.0,0,0,1,0,1,0,12,57.142857142857,2,0,0,15,139,5,22,12,529,17,5,0,0,7,3,4,0,0,0,0,0,0,0,0,0,7,0.0,7,58,15,21,9,13,76.470588235294,0,89,242,0,50,0,21,0.62763771,0.4066,0.0
Ignacio Perruzzi,2035649,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,6.7545454545455,11,0,0,0,0,260,308,84.415584415584,144,116,48,4,0,0.0,14,10,3,0,0,0,0.0,0,0,30,50.847457627119,17,68.0,790,0.0,0,0,1,1,0,0,9,42.857142857143,21,0,1,6,74,0,6,5,424,18,17,0,0,5,0,0,0,0,3,0,0,0,0,0,0,9,0.0,4,1,0,21,11,11,78.571428571429,0,162,146,0,41,0,12,0.0,0.0,0.0
Ezequiel Cerutti,340785,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,6.5285714285714,7,0,0,0,0,76,108,70.37037037037,18,58,30,5,1,20.0,5,1,1,0,0,5,20.833333333333,7,1,21,48.837209302326,2,15.384615384615,432,0.0,0,0,0,0,0,0,4,25.0,2,0,0,3,69,2,15,8,196,15,11,0,0,5,4,3,0,0,0,0,0,0,0,0,0,6,0.0,5,5,24,16,4,2,40.0,0,24,84,0,24,0,7,0.0,0.0,0.0
Ezequiel Cerutti,340785,Liga Profesional 2024,Liga Profesional de Fútbol,San Lorenzo,6.8470588235294,17,1,3,0,2,205,276,74.275362318841,59,170,87,22,8,34.782608695652,13,5,3,0,0,24,36.923076923077,8,2,59,53.636363636364,7,31.818181818182,1028,12.5,0,0,0,0,0,0,4,15.384615384615,3,0,0,13,167,5,25,9,507,38,15,0,1,11,4,2,0,0,0,0,0,0,0,0,0,14,0.0,22,23,65,26,14,9,69.230769230769,0,72,269,0,52,0,17,1.51618654,0.3232,0.0
Nicolás Tripichio,358924,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,6.775,12,0,0,2,0,387,471,82.165605095541,195,192,71,3,14,58.333333333333,27,21,5,0,0,1,11.111111111111,14,3,56,44.094488188976,29,70.731707317073,1023,0.0,0,0,0,0,0,0,18,41.860465116279,12,0,0,17,147,6,38,17,694,15,22,2,0,23,0,2,0,0,3,0,0,0,0,0,0,12,0.0,3,24,9,43,11,13,48.148148148148,0,222,249,0,71,1,12,0.0,0.0,0.0
Nicolás Tripichio,358924,Liga Profesional 2024,Liga Profesional de Fútbol,San Lorenzo,6.8571428571429,14,0,3,0,1,341,471,72.3991507431,159,186,82,13,12,40.0,34,16,2,0,0,4,26.666666666667,5,2,62,50.819672131148,17,54.838709677419,1067,0.0,0,0,0,1,0,0,31,34.831460674157,24,0,0,6,206,5,45,22,757,16,20,0,0,16,0,0,0,0,2,0,0,0,0,0,0,13,0.0,13,30,15,89,9,22,64.705882352941,0,195,291,0,74,0,14,1.12509816,0.0816,0.0
Facundo Gulli,2188350,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,6.6818181818182,11,0,2,0,2,164,210,78.095238095238,38,126,83,9,17,56.666666666667,7,1,2,0,0,9,24.324324324324,10,4,31,48.4375,2,33.333333333333,650,0.0,0,0,0,0,2,0,8,47.058823529412,2,0,0,7,116,7,23,9,355,7,6,0,0,7,1,2,0,0,0,0,0,0,0,0,0,9,0.0,9,30,37,17,8,5,71.428571428571,0,39,171,0,23,0,11,0.0,0.0,0.0
Gonzalo Abrego,1084967,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,6.66,10,0,1,0,0,126,176,71.590909090909,61,65,28,3,5,71.428571428571,6,2,1,0,0,2,22.222222222222,4,2,15,50.0,17,68.0,428,0.0,0,0,0,0,0,0,8,38.095238095238,7,0,0,4,69,1,17,8,239,4,5,0,0,5,0,1,0,0,1,0,0,0,0,0,0,5,0.0,3,7,9,21,4,1,16.666666666667,0,73,103,0,17,0,10,0.0,0.0,0.0
Gregorio Rodriguez,1018414,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,6.7111111111111,9,2,0,0,0,68,87,78.16091954023,29,39,17,2,5,38.461538461538,12,3,0,0,0,1,5.2631578947368,5,2,19,44.186046511628,1,11.111111111111,442,40.0,0,0,0,0,0,0,0,0.0,2,0,0,4,65,2,3,1,182,2,6,1,0,6,1,0,0,0,0,0,0,0,0,0,0,5,0.0,2,13,19,4,4,8,66.666666666667,0,32,55,0,24,0,10,0.0,0.0,0.0
Francisco Perruzzi,1116658,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,6.65,2,0,0,0,0,5,8,62.5,1,4,1,0,0,0.0,1,1,0,0,0,0,0.0,0,0,1,50.0,2,50.0,18,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0,3,0,1,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,1,100.0,0,1,7,0,3,0,3,0.0,0.0,0.0
Francisco Perruzzi,1116658,Liga Profesional 2024,Liga Profesional de Fútbol,San Lorenzo,6.575,4,0,0,0,0,77,91,84.615384615385,38,39,10,0,0,0.0,9,3,1,0,0,0,0.0,1,1,10,52.631578947368,3,42.857142857143,142,0.0,0,0,0,0,0,0,4,44.444444444444,6,0,0,3,19,0,4,2,127,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0,9,3,5,55.555555555556,0,42,49,0,10,0,5,0.03291845,0.0891,0.0
Manuel Insaurralde,960297,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,6.9,3,1,0,0,0,43,51,84.313725490196,19,24,11,1,0,0.0,4,2,0,0,0,0,0.0,1,1,6,50.0,1,50.0,142,100.0,0,0,0,0,0,0,0,0.0,0,0,0,0,11,0,0,0,70,2,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1,0,2,1,0,3,75.0,0,21,30,0,9,0,3,0.0,0.0,0.0
Juan Rattalino,2037740,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,6.6,2,0,0,0,0,10,15,66.666666666667,2,8,4,0,0,0.0,2,0,0,0,0,0,0.0,0,0,2,33.333333333333,0,0.0,39,0.0,0,0,0,0,0,0,0,0.0,0,0,0,1,7,1,1,0,24,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,2,100.0,0,3,12,0,3,1,3,0.0,0.0,0.0
Mauricio Cardillo,1201525,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,6.6142857142857,7,0,0,0,0,76,100,76.0,31,45,21,0,2,66.666666666667,3,4,0,0,0,0,0.0,1,0,7,53.846153846154,4,66.666666666667,222,0.0,0,0,0,0,0,0,3,50.0,3,0,0,0,34,1,7,2,138,2,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0.0,0,3,4,6,2,3,100.0,0,39,61,0,18,0,7,0.0,0.0,0.0
Jhohan Romaña,839734,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,6.86,10,0,0,0,0,289,348,83.045977011494,212,77,29,0,1,50.0,14,10,3,0,0,0,0.0,2,0,24,68.571428571429,30,68.181818181818,855,0.0,0,0,0,0,0,0,13,30.232558139535,56,0,0,4,73,0,6,1,478,9,6,0,0,1,0,2,0,0,4,0,0,0,0,0,0,10,0.0,0,2,2,43,11,10,71.428571428571,0,224,124,0,34,5,10,0.0,0.0,0.0
Jhohan Romaña,839734,Liga Profesional 2024,Liga Profesional de Fútbol,San Lorenzo,7.06,25,0,0,0,0,915,1131,80.901856763926,654,261,84,1,4,36.363636363636,47,42,8,0,0,0,0.0,14,2,75,64.655172413793,102,69.86301369863,2199,0.0,0,0,0,0,0,0,44,36.666666666667,106,1,0,5,257,1,25,9,1489,24,27,0,1,4,0,5,0,0,7,0,0,0,0,0,0,25,0.0,1,11,2,120,21,32,68.085106382979,0,758,375,1,115,0,25,0.22500883,0.5813,0.0
Teo Rodríguez Pagano,1893304,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,6.525,8,0,0,0,0,112,167,67.065868263473,46,66,29,1,7,35.0,11,5,1,0,0,1,7.6923076923077,4,0,24,48.0,7,58.333333333333,536,0.0,0,0,0,0,0,0,9,25.714285714286,18,0,0,5,116,0,26,8,357,6,6,0,0,3,0,0,0,0,2,0,0,0,0,0,0,5,0.0,1,20,13,35,8,9,81.818181818182,0,61,106,0,18,1,8,0.0,0.0,0.0
Gastón Alan Hernández,980886,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,7.2888888888889,9,0,0,1,0,292,353,82.71954674221,211,81,25,0,3,60.0,26,18,2,0,0,0,0.0,2,0,39,73.584905660377,29,53.703703703704,799,0.0,0,0,0,0,0,0,24,51.063829787234,72,0,1,2,79,1,25,14,533,10,7,1,0,5,0,1,0,0,5,0,0,0,0,0,0,9,0.0,0,5,1,47,6,18,69.230769230769,0,236,117,1,19,7,9,0.0,0.0,0.0
Mathias de Ritis,1199467,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,6.825,8,0,1,0,2,142,209,67.942583732057,70,72,32,4,5,71.428571428571,12,14,2,0,0,5,27.777777777778,3,0,21,45.652173913043,12,60.0,531,0.0,0,0,0,0,0,0,14,35.0,28,0,0,9,111,1,36,18,407,4,5,0,0,9,0,1,0,0,2,0,0,0,0,0,0,7,0.0,4,7,18,40,4,7,58.333333333333,0,87,122,0,29,1,8,0.0,0.0,0.0
Guzmán Corujo,874970,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,6.4666666666667,3,0,0,0,0,84,98,85.714285714286,57,27,7,0,0,0.0,4,2,0,0,0,0,0.0,1,0,5,50.0,2,25.0,191,0.0,0,0,0,0,0,0,11,55.0,8,0,0,2,16,1,6,4,125,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0,20,6,2,50.0,0,61,37,0,10,2,3,0.0,0.0,0.0
Agustin Ladstatter,1990118,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,6.5,9,0,1,0,0,70,93,75.268817204301,12,58,33,6,8,50.0,4,0,0,1,1,3,18.75,8,2,16,43.243243243243,1,12.5,396,0.0,0,0,0,0,0,0,3,30.0,1,0,0,4,66,2,6,5,183,4,6,0,0,3,2,2,0,0,0,0,0,0,0,0,0,4,0.0,6,16,16,10,5,3,75.0,0,18,75,0,14,0,9,0.0,0.0,0.0
Ezequiel Herrera,1199307,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,6.7818181818182,11,0,1,0,0,271,367,73.841961852861,142,129,55,4,13,76.470588235294,20,16,1,0,0,0,0.0,6,1,43,68.253968253968,8,27.586206896552,978,0.0,0,0,0,0,0,0,20,30.769230769231,37,0,1,3,148,2,31,10,588,10,7,0,0,6,1,2,0,0,6,0,0,0,0,0,0,11,0.0,4,17,16,65,11,12,60.0,0,169,198,0,37,4,11,0.0,0.0,0.0
Nahuel Arias,1485102,Liga Profesional 2024,Liga Profesional de Fútbol,San Lorenzo,6.9285714285714,7,0,0,0,0,154,216,71.296296296296,83,72,36,3,5,50.0,19,12,2,0,0,1,8.3333333333333,3,1,27,55.102040816327,8,57.142857142857,552,0.0,0,0,0,0,0,0,30,50.0,11,0,0,4,105,0,23,8,394,3,9,0,0,4,0,0,0,0,1,0,0,0,0,0,0,7,0.0,3,10,12,60,4,10,52.631578947368,0,101,127,0,34,0,7,0.09445039,0.1895,0.0
Daniel Herrera,1835531,Liga Profesional 2024,Liga Profesional de Fútbol,San Lorenzo,6.6,6,0,0,0,0,97,135,71.851851851852,65,32,10,0,0,0.0,7,8,1,0,0,0,0.0,2,1,7,36.842105263158,15,65.217391304348,318,0.0,0,0,0,0,0,0,13,36.111111111111,28,0,0,2,41,0,12,7,201,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0,1,36,8,3,42.857142857143,0,81,55,0,16,0,9,0.06343146,0.0569,0.0
Fabricio López,1478394,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,6.6,4,0,0,0,0,50,82,60.975609756098,18,32,19,2,4,66.666666666667,6,4,1,0,0,2,33.333333333333,3,0,10,52.631578947368,3,33.333333333333,237,0.0,0,0,0,0,0,0,4,28.571428571429,9,0,0,2,56,0,10,4,166,0,2,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0.0,2,6,6,14,2,4,66.666666666667,0,30,52,0,9,0,4,0.0,0.0,0.0
Fabricio López,1478394,Liga Profesional 2024,Liga Profesional de Fútbol,San Lorenzo,6.975,4,0,0,0,0,70,106,66.037735849057,26,46,22,4,4,80.0,11,3,2,0,0,2,25.0,1,0,17,68.0,4,57.142857142857,313,0.0,0,0,0,0,0,0,2,11.111111111111,5,0,0,2,61,1,5,2,205,2,4,0,0,1,0,1,0,0,2,0,0,0,0,0,0,3,0.0,4,5,8,18,1,9,81.818181818182,0,38,76,0,11,0,4,0.1582198,0.0158,0.0
Lautaro Montenegro,1836879,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,6.9,1,0,0,0,0,30,41,73.170731707317,19,11,7,0,0,0.0,0,2,1,0,0,0,0.0,0,0,1,25.0,0,0.0,90,0.0,0,0,0,0,0,0,11,57.894736842105,2,0,0,0,12,0,11,5,48,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,19,0,0,0.0,0,24,17,0,2,0,1,0.0,0.0,0.0
Franco Lorenzon,1185563,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,7.5,1,0,0,0,0,23,30,76.666666666667,16,7,3,0,0,0.0,1,0,1,0,0,0,0.0,0,0,1,33.333333333333,0,0.0,90,0.0,0,0,0,0,0,0,3,33.333333333333,8,0,0,0,9,0,6,2,47,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,1,0,9,0,1,100.0,0,16,14,0,2,3,1,0.0,0.0,0.0
Orlando Gill,991709,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,7.0,11,0,0,0,0,110,263,41.825095057034,67,43,19,1,0,0.0,0,0,0,0,0,0,0.0,0,0,2,40.0,0,0.0,990,0.0,0,0,0,0,0,0,53,25.728155339806,5,0,0,0,154,0,9,5,365,2,0,0,0,3,0,0,0,38,6,0,2,1,1,10,0,11,0.0,1,0,0,206,11,0,0.0,0,75,188,0,95,0,11,0.0,0.0,0.0
Orlando Gill,991709,Liga Profesional 2024,Liga Profesional de Fútbol,San Lorenzo,6.8,1,0,0,0,0,16,24,66.666666666667,14,2,2,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,100.0,90,0.0,0,0,0,0,0,0,6,42.857142857143,1,0,0,0,8,0,0,0,32,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0.0,0,0,0,14,1,0,0.0,0,15,9,0,4,0,1,0.00078549,0.0,0.0855
José Devecchi,578460,Primera LPF 2026,Liga Profesional de Fútbol,San Lorenzo,6.4,1,0,0,0,0,10,27,37.037037037037,8,2,0,0,0,0.0,0,0,1,0,0,0,0.0,0,0,1,100.0,0,0.0,90,0.0,0,0,0,0,0,0,6,26.086956521739,1,0,0,0,17,0,4,2,34,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0.0,0,0,0,23,1,0,0.0,0,10,17,0,11,0,1,0.0,0.0,0.0
Facundo Altamirano,794812,Liga Profesional 2024,Liga Profesional de Fútbol,San Lorenzo,6.7444444444444,9,0,0,0,0,151,224,67.410714285714,132,19,5,0,1,100.0,1,0,0,0,0,0,0.0,0,0,2,100.0,0,0.0,810,0.0,0,0,0,0,0,0,37,33.636363636364,5,1,1,0,74,0,14,4,286,0,0,0,0,0,0,0,0,22,2,0,0,4,4,2,0,9,0.0,0,1,0,110,11,0,0.0,0,148,76,0,56,0,9,0.00775433,0.0,0.3073
Mateo Clemente,1179262,Liga Profesional 2024,Liga Profesional de Fútbol,San Lorenzo,6.4,1,0,0,0,0,9,10,90.0,9,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,90,0.0,0,0,0,0,0,0,3,75.0,0,0,0,0,1,0,2,2,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0.0,0,0,0,4,1,0,0.0,0,9,1,0,3,0,1,3.997e-05,0.0,-0.6901
