İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,ballRecovery,outfielderBlocks,appearances,expectedAssists,expectedGoals,goalsPrevented
Franco García,941485,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.7,6,1,0,0,0,43,65,66.153846153846,10,33,20,4,5,55.555555555556,1,0,0,0,0,5,29.411764705882,3,1,8,42.105263157895,0,0.0,171,33.333333333333,0,0,0,0,0,0,1,16.666666666667,0,0,0,6,52,1,5,2,119,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0.0,4,9,17,6,3,0,0.0,0,15,50,0,13,0,6,0.0,0.0,0.0
Jeronimo Russo,1485095,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,7.0125,8,0,2,0,2,132,177,74.576271186441,62,70,31,5,12,85.714285714286,14,7,1,0,0,3,12.5,3,1,35,72.916666666667,3,42.857142857143,375,0.0,0,0,0,0,0,0,17,36.170212765957,9,0,0,4,94,1,21,4,338,9,4,0,0,3,0,1,0,0,1,0,0,0,0,0,0,3,0.0,5,14,24,47,5,13,92.857142857143,0,71,106,1,27,1,9,0.0,0.0,0.0
Francisco Scarpeccio,2073009,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.85,2,1,0,0,0,5,9,55.555555555556,2,3,3,0,0,0.0,0,0,0,0,0,0,0.0,2,2,1,50.0,0,0.0,43,50.0,0,0,0,0,0,0,0,0.0,2,0,0,0,9,0,0,0,21,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0.0,0,2,7,0,0,0,3,0.0,0.0,0.0
Valentino Acuña,1482387,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.68,5,0,0,0,0,64,83,77.10843373494,30,34,17,8,0,0.0,5,4,1,0,0,7,46.666666666667,0,0,11,47.826086956522,2,50.0,294,0.0,0,0,0,0,0,0,1,20.0,5,0,0,3,41,2,4,1,143,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.0,8,4,15,5,6,1,20.0,0,39,44,0,19,1,5,0.0,0.0,0.0
Valentino Acuña,1482387,Liga Profesional 2024,Liga Profesional de Fútbol,Newell's Old Boys,6.62,5,0,0,0,0,48,60,80.0,21,27,10,1,0,0.0,5,0,1,0,0,0,0.0,0,0,5,83.333333333333,1,50.0,170,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0,13,0,1,0,77,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1,0,0,1,2,3,60.0,0,28,32,0,9,0,5,0.02090955,0.0,0.0
Jerónimo Gómez Mattar,2082133,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.9,9,0,1,1,0,157,208,75.480769230769,62,95,54,6,3,27.272727272727,21,5,2,0,0,4,26.666666666667,5,2,43,64.179104477612,2,22.222222222222,506,0.0,0,0,0,0,0,0,18,51.428571428571,7,0,1,5,92,4,25,12,348,19,4,0,0,7,1,1,0,0,0,0,0,0,0,0,0,5,0.0,6,11,15,35,13,11,52.380952380952,0,74,134,0,35,2,9,0.0,0.0,0.0
Walter Mazzantti,861339,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.55,10,1,1,0,0,71,95,74.736842105263,12,59,43,3,3,60.0,7,0,0,0,0,2,22.222222222222,4,1,15,41.666666666667,5,33.333333333333,421,25.0,0,0,0,0,0,0,2,50.0,3,0,0,6,58,4,6,1,171,5,5,0,0,8,7,1,0,0,1,0,0,0,0,0,0,4,0.0,3,5,9,4,9,5,71.428571428571,0,15,80,0,11,1,10,0.0,0.0,0.0
Franco Orozco,1003025,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.7,3,0,0,0,0,12,21,57.142857142857,3,9,5,1,1,50.0,1,0,0,0,0,1,25.0,0,0,5,55.555555555556,2,100.0,72,0.0,0,0,0,0,0,0,1,20.0,1,0,0,2,19,1,4,2,39,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,2,4,5,3,1,100.0,0,6,15,0,5,0,3,0.0,0.0,0.0
Facundo Guch,2054539,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.78,10,1,3,0,1,132,170,77.647058823529,46,86,49,11,8,34.782608695652,16,3,1,0,0,9,31.034482758621,14,4,34,50.0,1,20.0,671,7.1428571428571,0,0,0,0,1,1,15,60.0,1,0,0,5,102,3,21,15,331,10,6,0,0,8,0,5,0,0,0,0,0,0,0,0,0,9,100.0,11,23,29,25,12,9,56.25,0,57,113,0,33,0,10,0.0,0.0,0.0
Walter Nuñez,1218016,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.675,12,1,3,0,1,100,134,74.626865671642,32,68,45,10,19,44.186046511628,15,5,2,0,0,9,34.615384615385,15,3,47,40.51724137931,9,34.615384615385,644,6.6666666666667,0,0,0,0,0,0,10,58.823529411765,3,0,0,26,128,8,14,6,333,13,14,1,0,5,0,1,0,0,0,0,0,0,0,0,0,7,0.0,10,43,26,17,10,11,73.333333333333,0,36,98,1,39,1,12,0.0,0.0,0.0
Luca Regiardo,2017667,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.7571428571429,7,0,0,0,0,184,223,82.511210762332,115,69,32,1,3,60.0,16,16,1,0,0,0,0.0,3,0,22,50.0,2,20.0,605,0.0,0,0,0,1,0,0,20,58.823529411765,7,0,0,0,47,3,22,16,302,3,14,0,0,8,0,0,0,0,1,0,0,0,0,0,0,7,0.0,1,5,2,34,12,12,75.0,0,127,96,0,43,3,7,0.0,0.0,0.0
Luca Regiardo,2017667,Liga Profesional 2024,Liga Profesional de Fútbol,Newell's Old Boys,7.0,1,0,1,0,0,19,24,79.166666666667,13,7,1,2,0,0.0,1,2,0,0,0,1,100.0,0,0,1,33.333333333333,1,33.333333333333,90,0.0,0,0,0,0,0,0,1,33.333333333333,0,0,0,1,10,0,1,0,39,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,2,0,1,3,1,1,100.0,0,16,9,0,1,0,1,0.152915,0.0,0.0
Luciano Herrera,1114494,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.4666666666667,12,0,1,1,1,59,90,65.555555555556,22,37,23,4,11,44.0,5,5,3,0,0,0,0.0,14,4,31,37.349397590361,7,25.925925925926,676,0.0,0,0,0,0,0,0,1,25.0,16,0,0,8,97,6,7,3,245,15,28,0,0,4,8,2,0,0,0,0,0,0,0,0,0,9,0.0,4,25,12,4,14,4,80.0,0,29,61,0,37,1,12,0.0,0.0,0.0
Rodrigo Herrera,1067815,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.62,10,0,1,1,0,174,238,73.109243697479,61,113,59,8,5,55.555555555556,22,5,2,0,0,2,28.571428571429,5,1,36,47.368421052632,14,45.161290322581,760,0.0,0,0,0,0,0,0,22,53.658536585366,17,0,1,7,96,5,34,23,362,9,19,0,0,10,0,2,0,0,0,0,0,0,0,0,0,9,0.0,8,9,7,41,17,13,59.090909090909,0,73,165,0,39,0,10,0.0,0.0,0.0
David Sotelo,1406702,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.7333333333333,9,0,0,0,0,95,125,76.0,35,60,38,5,1,33.333333333333,4,3,0,0,0,2,11.764705882353,5,2,8,40.0,5,62.5,267,0.0,0,0,0,0,1,0,13,56.521739130435,5,0,0,2,57,0,22,13,184,3,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,2,0.0,5,3,17,23,7,2,50.0,0,39,86,0,14,0,9,0.0,0.0,0.0
David Sotelo,1406702,Liga Profesional 2024,Liga Profesional de Fútbol,Newell's Old Boys,6.7,1,0,0,0,0,14,15,93.333333333333,7,7,4,0,0,0.0,1,0,0,0,0,0,0.0,0,0,1,50.0,1,50.0,26,0.0,0,0,0,0,0,0,1,50.0,2,0,0,1,3,0,2,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,2,0,1,100.0,0,7,8,0,2,0,1,0.00466019,0.0,0.0
Marcelo Esponda,1117077,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.625,4,0,0,0,0,46,72,63.888888888889,28,18,8,2,3,60.0,5,1,0,0,0,0,0.0,2,1,10,66.666666666667,7,58.333333333333,179,0.0,0,0,0,0,0,0,6,27.272727272727,10,0,0,0,29,1,5,2,102,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,2,5,0,22,3,0,0.0,0,36,36,0,12,0,4,0.0,0.0,0.0
Ian Glavinovich,1384966,Liga Profesional 2024,Liga Profesional de Fútbol,Newell's Old Boys,6.8166666666667,6,0,0,0,0,252,307,82.084690553746,181,71,17,0,1,50.0,8,12,1,0,0,0,0.0,0,0,10,62.5,12,60.0,540,0.0,0,0,0,2,0,0,29,46.774193548387,24,0,0,0,61,0,28,13,374,1,5,0,0,1,0,0,0,0,2,0,0,0,0,0,0,6,0.0,0,2,1,62,8,4,50.0,0,196,112,0,18,0,6,0.0534468,0.0,0.0
Saúl Salcedo,805134,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.7,10,0,0,0,0,282,352,80.113636363636,188,94,34,2,2,100.0,9,8,3,0,0,0,0.0,8,3,16,64.0,35,68.627450980392,900,0.0,0,0,0,1,0,0,50,49.019607843137,81,0,0,0,76,0,39,21,495,5,7,0,0,2,0,1,0,0,0,0,0,0,0,0,0,10,0.0,2,2,3,102,21,8,88.888888888889,0,201,151,0,31,4,10,0.0,0.0,0.0
Saúl Salcedo,805134,Liga Profesional 2024,Liga Profesional de Fútbol,Newell's Old Boys,6.995,20,1,0,0,0,725,860,84.302325581395,476,249,55,2,5,62.5,22,25,2,0,0,0,0.0,15,3,38,55.882352941176,68,70.103092783505,1792,6.6666666666667,0,0,0,0,0,0,66,48.529411764706,99,0,0,2,158,0,48,26,1122,12,11,1,0,14,1,2,0,0,5,0,0,0,0,0,0,20,0.0,2,8,0,136,27,13,59.090909090909,0,525,335,1,89,0,20,0.57493584,0.8627,0.0
Armando Méndez,941403,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.78,10,0,1,0,0,117,177,66.101694915254,42,75,50,9,6,40.0,36,13,3,1,1,7,20.588235294118,8,1,53,59.550561797753,16,47.058823529412,855,0.0,0,0,1,0,0,0,9,32.142857142857,35,0,0,5,144,2,21,10,451,11,13,0,0,9,0,4,0,0,1,0,0,0,0,0,0,10,0.0,9,15,34,28,15,26,72.222222222222,0,59,118,0,26,1,10,0.0,0.0,0.0
Armando Méndez,941403,Liga Profesional 2024,Liga Profesional de Fútbol,Newell's Old Boys,6.8611111111111,18,1,2,2,1,270,365,73.972602739726,92,186,83,11,19,55.882352941176,37,7,3,0,0,8,17.391304347826,9,2,69,51.111111111111,29,76.315789473684,1344,11.111111111111,0,0,0,0,0,0,9,30.0,34,0,0,21,238,5,13,9,782,13,21,1,0,11,0,1,0,0,4,0,0,0,0,0,0,16,0.0,11,34,46,30,15,30,81.081081081081,0,117,294,0,56,0,18,1.84311574,1.9728,0.0
Óscar Salomón,992226,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.9,6,2,0,1,0,136,164,82.926829268293,110,26,12,2,1,50.0,7,6,2,0,0,0,0.0,8,5,14,63.636363636364,29,65.909090909091,414,25.0,0,0,0,0,0,0,12,40.0,51,1,0,0,34,1,13,4,261,6,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0.0,2,2,2,30,10,5,71.428571428571,0,120,44,0,16,1,6,0.0,0.0,0.0
Martín Luciano,1114869,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.28,5,0,0,0,0,64,87,73.563218390805,39,25,14,1,5,100.0,7,5,3,0,0,1,7.6923076923077,1,1,17,62.962962962963,5,50.0,332,0.0,0,0,0,0,0,0,10,43.478260869565,11,1,0,0,56,1,8,3,182,5,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0.0,1,5,13,23,11,4,57.142857142857,0,44,43,0,19,0,6,0.0,0.0,0.0
Bruno Cabrera,1092313,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.4,6,0,0,0,0,110,135,81.481481481481,86,24,13,0,0,0.0,3,4,0,0,1,1,25.0,4,0,5,38.461538461538,12,66.666666666667,337,0.0,0,0,0,0,0,0,17,51.515151515152,12,0,0,0,37,0,13,7,183,2,5,1,0,2,0,2,0,0,0,0,0,0,0,0,0,4,0.0,0,1,4,33,7,2,66.666666666667,1,95,40,0,15,3,6,0.0,0.0,0.0
Martín Ortega,1020498,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,5.7,1,0,0,0,0,14,18,77.777777777778,9,5,2,0,0,0.0,3,0,0,0,0,0,0.0,1,0,3,75.0,2,100.0,90,0.0,0,0,0,0,0,0,0,0.0,4,0,0,0,7,0,1,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,1,1,5,1,33.333333333333,0,9,9,0,3,0,1,0.0,0.0,0.0
Gabriel Risso Patrón,869620,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.275,4,0,0,0,0,51,68,75.0,26,25,14,1,1,100.0,4,4,0,0,0,0,0.0,0,0,7,77.777777777778,1,16.666666666667,285,0.0,0,0,0,0,0,0,5,35.714285714286,3,0,0,0,35,0,7,4,129,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,1,1,4,14,6,1,25.0,0,33,35,0,10,0,4,0.0,0.0,0.0
Nicolás Goitea,1092353,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.6125,8,0,0,0,0,181,236,76.694915254237,137,44,20,1,0,0.0,8,5,0,0,0,0,0.0,2,0,13,68.421052631579,16,47.058823529412,675,0.0,0,0,0,0,0,0,17,36.170212765957,72,0,1,0,60,0,23,6,347,5,4,0,0,2,1,1,0,0,1,0,0,0,0,0,0,7,0.0,1,0,0,47,13,6,75.0,0,154,82,0,24,5,8,0.0,0.0,0.0
Lucas Baños,1654464,Liga Profesional 2024,Liga Profesional de Fútbol,Newell's Old Boys,6.7,1,0,0,0,0,20,24,83.333333333333,13,7,3,1,0,0.0,2,1,0,0,0,0,0.0,0,0,2,100.0,1,100.0,26,0.0,0,0,0,0,0,0,1,25.0,0,0,0,0,5,0,1,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,4,0,0,0.0,0,15,9,0,3,0,1,0.00697389,0.0,0.0
Gabriel Arias,581782,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.4714285714286,7,0,0,0,0,56,138,40.579710144928,27,29,17,1,0,0.0,1,0,1,0,0,0,0.0,0,0,1,100.0,1,100.0,613,0.0,0,0,0,0,0,0,33,28.695652173913,8,0,0,0,82,0,2,1,191,0,0,0,0,0,0,0,0,20,0,0,7,4,4,2,0,7,0.0,1,0,0,115,13,1,100.0,0,29,109,0,44,0,7,0.0,0.0,0.0
Josué Reinatti,1485097,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,6.8,1,0,0,0,0,25,29,86.206896551724,22,3,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,90,0.0,0,0,0,0,0,0,7,63.636363636364,1,0,0,0,4,0,4,2,40,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,1,0.0,0,0,0,11,1,0,0.0,0,22,7,0,7,0,1,0.0,0.0,0.0
Josué Reinatti,1485097,Liga Profesional 2024,Liga Profesional de Fútbol,Newell's Old Boys,6.7,3,0,0,0,0,45,92,48.913043478261,36,9,2,0,0,0.0,0,0,1,0,0,0,0.0,0,0,0,0.0,1,100.0,270,0.0,0,0,0,0,0,0,19,29.230769230769,1,0,0,0,48,0,12,8,113,0,0,0,0,0,0,0,0,4,1,0,1,0,0,3,0,3,0.0,0,0,0,65,2,0,0.0,0,46,46,0,29,0,3,0.00133427,0.0,-0.3037
Williams Barlasina,1086950,Primera LPF 2026,Liga Profesional de Fútbol,Newell's Old Boys,7.08,5,0,0,0,0,53,85,62.352941176471,35,18,9,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,100.0,0,0.0,377,0.0,0,0,0,0,0,0,21,39.622641509434,1,0,0,0,32,0,4,3,118,1,0,0,0,0,0,0,0,16,1,0,0,0,0,2,0,4,0.0,0,0,0,53,9,0,0.0,0,41,44,0,32,0,5,0.0,0.0,0.0
