İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,ballRecovery,outfielderBlocks,appearances,expectedAssists,expectedGoals,goalsPrevented
Milton Giménez,1092308,Liga Profesional 2024,Liga Profesional de Fútbol,Boca Juniors,6.888,25,10,1,6,0,148,227,65.198237885463,50,99,53,4,16,57.142857142857,21,3,2,0,1,1,12.5,46,16,58,41.726618705036,42,40.776699029126,1454,21.739130434783,3,1,0,0,0,0,5,50.0,21,0,0,30,184,7,15,7,507,21,36,2,0,13,12,8,0,0,1,0,0,0,0,0,0,14,0.0,4,28,8,10,17,13,61.904761904762,1,58,177,2,39,0,25,0.63023353,8.8547,0.0
Iker Zufiaurre,1819592,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,6.5333333333333,6,1,0,0,0,41,49,83.673469387755,18,23,8,0,0,0.0,4,0,1,0,0,0,0.0,4,1,5,31.25,2,15.384615384615,222,25.0,0,0,0,0,0,0,0,0.0,3,0,0,2,32,0,2,1,95,1,5,0,0,1,2,1,0,0,0,0,0,0,0,0,0,2,0.0,0,5,2,1,4,1,25.0,0,21,28,0,8,0,9,0.0,0.0,0.0
Iker Zufiaurre,1819592,Liga Profesional 2024,Liga Profesional de Fútbol,Boca Juniors,6.5,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,10,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0.0,0,0,1,0,0,0,1,0.0,0.0,0.0
Lucas Janson,249843,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,6.4666666666667,3,0,0,2,0,42,56,75.0,13,29,19,3,3,75.0,3,0,1,0,0,0,0.0,3,2,13,56.521739130435,6,60.0,185,0.0,0,0,0,0,0,0,1,100.0,0,0,0,2,20,2,3,2,84,7,7,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0.0,3,4,1,1,1,2,66.666666666667,0,15,41,0,9,0,3,0.0,0.0,0.0
Lucas Janson,249843,Liga Profesional 2024,Liga Profesional de Fútbol,Boca Juniors,6.6625,8,0,1,3,0,50,67,74.626865671642,6,45,24,3,2,50.0,7,0,1,0,0,1,50.0,7,5,17,58.620689655172,6,54.545454545455,259,0.0,0,0,0,0,0,0,2,100.0,6,0,0,4,29,0,2,2,115,8,2,0,0,4,1,0,0,0,1,0,0,0,0,0,0,2,0.0,3,4,2,2,0,4,57.142857142857,0,10,59,0,6,0,10,0.09340289,0.9855,0.0
Gonzalo Gelini,2454255,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,6.48,5,0,1,1,1,32,41,78.048780487805,13,19,11,2,2,28.571428571429,1,1,0,0,0,1,20.0,3,0,6,33.333333333333,1,20.0,184,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,23,1,1,0,73,3,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0.0,2,7,5,0,0,1,100.0,0,14,27,0,9,0,5,0.0,0.0,0.0
Leandro Paredes,255389,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,7.8272727272727,11,1,5,0,3,726,813,89.29889298893,348,378,175,20,5,83.333333333333,14,7,5,0,0,13,26.530612244898,15,4,35,61.40350877193,8,66.666666666667,863,6.6666666666667,1,1,0,0,5,0,78,75.0,14,0,0,3,133,2,102,69,969,16,10,0,0,8,0,5,0,0,1,0,0,0,0,0,0,9,0.0,20,6,49,104,6,8,57.142857142857,0,364,449,4,50,3,11,0.0,0.0,0.0
Ander Herrera,82474,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,7.0,7,0,1,0,0,260,296,87.837837837838,111,149,65,4,1,50.0,8,2,0,0,0,1,25.0,7,1,15,65.217391304348,4,66.666666666667,381,0.0,0,0,0,0,0,0,12,60.0,4,0,0,2,50,2,18,11,353,6,1,0,0,4,0,4,0,0,0,0,0,0,0,0,0,4,0.0,4,2,4,20,0,2,25.0,0,117,179,0,19,0,7,0.0,0.0,0.0
Kevin Zenón,989863,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,6.75,4,0,1,0,0,54,73,73.972602739726,11,43,21,3,2,50.0,3,1,0,0,0,4,30.769230769231,3,1,13,65.0,1,33.333333333333,216,0.0,0,0,0,0,0,0,3,42.857142857143,0,0,1,3,39,1,7,3,120,8,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,3,4,13,7,4,1,33.333333333333,0,14,59,0,7,0,4,0.0,0.0,0.0
Kevin Zenón,989863,Liga Profesional 2024,Liga Profesional de Fútbol,Boca Juniors,7.1777777777778,18,2,8,2,1,395,503,78.528827037773,110,306,187,31,25,54.347826086957,14,6,1,0,0,21,22.340425531915,27,12,64,48.854961832061,6,31.578947368421,1390,7.4074074074074,0,0,0,0,4,0,31,63.265306122449,4,0,0,26,279,5,55,28,864,25,7,2,0,13,2,5,0,0,0,0,0,0,0,0,0,17,0.0,31,46,94,49,11,8,57.142857142857,0,122,475,1,64,0,18,3.58666985,1.9587,0.0
Milton Delgado,1819597,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,6.8909090909091,11,0,1,0,1,444,497,89.336016096579,234,210,62,4,5,38.461538461538,24,5,1,0,0,1,100.0,2,1,39,51.315789473684,5,41.666666666667,724,0.0,0,0,0,0,0,0,21,61.764705882353,10,0,0,7,77,4,11,5,612,10,11,0,0,11,0,0,0,0,4,0,0,0,0,0,0,8,0.0,4,13,1,34,5,16,66.666666666667,0,252,245,0,55,2,11,0.0,0.0,0.0
Milton Delgado,1819597,Liga Profesional 2024,Liga Profesional de Fútbol,Boca Juniors,6.6666666666667,9,0,0,0,0,139,164,84.756097560976,84,55,17,0,2,33.333333333333,20,4,2,0,0,0,0.0,1,0,34,62.962962962963,5,50.0,380,0.0,0,0,0,0,0,0,10,62.5,2,0,0,3,37,2,6,2,231,12,9,0,0,4,0,1,0,0,1,0,0,0,0,0,0,4,0.0,0,6,0,16,5,12,60.0,0,93,71,0,32,0,11,0.05024506,0.0154,0.0
Alan Velasco,976496,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,6.6666666666667,3,0,0,0,0,46,58,79.310344827586,13,33,16,1,1,25.0,2,0,0,0,0,0,0.0,2,0,7,53.846153846154,0,0.0,99,0.0,0,0,0,0,0,0,3,75.0,0,0,0,3,19,0,4,3,80,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,4,1,4,0,2,100.0,0,17,41,0,2,0,3,0.0,0.0,0.0
Santiago Ascacíbar,830667,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,6.96,10,2,0,1,0,294,363,80.99173553719,137,157,78,5,1,14.285714285714,27,14,3,0,0,1,20.0,8,2,41,61.194029850746,10,38.461538461538,785,25.0,0,0,0,0,0,0,12,48.0,13,0,0,3,98,8,25,16,504,13,10,0,0,7,1,3,0,0,4,0,0,0,0,0,0,9,0.0,5,7,5,25,6,15,55.555555555556,0,152,211,0,40,3,10,0.0,0.0,0.0
Williams Alarcón,936534,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,6.75,4,0,1,0,0,92,102,90.196078431373,41,51,30,4,2,40.0,6,2,1,0,0,2,40.0,4,1,11,55.0,1,20.0,250,0.0,0,0,0,0,0,0,2,33.333333333333,3,0,0,1,22,2,9,3,145,3,4,0,0,1,1,1,0,0,1,0,0,0,0,0,0,4,0.0,4,5,5,6,3,4,66.666666666667,0,43,59,0,7,2,4,0.0,0.0,0.0
Camilo Rey Domenech,1482426,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,6.7,1,0,0,0,0,6,6,100.0,2,4,1,0,0,0.0,1,0,0,0,0,0,0.0,0,0,1,100.0,0,0.0,8,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,2,4,0,1,0,1,0.0,0.0,0.0
Tomás Aranda,2050771,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,7.03,10,1,2,1,0,251,292,85.958904109589,95,156,80,6,16,64.0,13,3,2,0,0,4,50.0,18,4,43,56.578947368421,4,50.0,542,5.5555555555556,0,0,0,0,0,0,13,68.421052631579,6,0,0,14,90,10,17,8,440,14,5,0,0,5,0,2,0,0,2,0,0,0,0,0,0,5,0.0,6,25,8,19,2,9,69.230769230769,0,101,191,1,44,0,10,0.0,0.0,0.0
Tomás Belmonte,881169,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,6.74,5,0,0,0,0,120,140,85.714285714286,69,51,22,2,0,0.0,6,7,1,0,0,0,0.0,7,1,13,68.421052631579,11,52.380952380952,315,0.0,0,0,0,0,0,0,3,75.0,5,0,0,4,34,0,6,3,200,8,2,0,0,0,1,3,0,0,1,0,0,0,0,0,0,4,0.0,2,0,0,4,2,3,50.0,0,72,68,0,13,1,6,0.0,0.0,0.0
Tomás Belmonte,881169,Liga Profesional 2024,Liga Profesional de Fútbol,Boca Juniors,6.95,16,0,0,2,0,580,665,87.218045112782,342,238,83,2,4,44.444444444444,38,15,3,0,0,0,0.0,8,2,68,62.385321100917,31,57.407407407407,1221,0.0,0,0,0,0,0,0,34,49.275362318841,23,0,0,6,118,1,34,19,852,26,14,0,0,19,0,1,0,0,5,0,0,0,0,0,0,14,0.0,2,9,2,69,11,23,60.526315789474,0,367,300,0,72,0,16,0.24686782,0.9787,0.0
Agustín Martegani,984926,Liga Profesional 2024,Liga Profesional de Fútbol,Boca Juniors,6.65,8,0,1,0,0,113,143,79.020979020979,51,64,33,5,3,23.076923076923,10,5,1,0,0,2,28.571428571429,2,1,21,40.384615384615,10,76.923076923077,349,0.0,0,0,0,0,0,0,2,40.0,2,0,0,7,65,1,5,3,224,8,8,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0.0,5,13,7,5,6,8,80.0,0,58,92,0,17,0,8,0.21752505,0.0355,0.0
Malcom Braida,994453,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,7.0,1,0,0,0,0,37,45,82.222222222222,16,21,11,1,2,100.0,4,2,0,0,0,1,33.333333333333,0,0,7,63.636363636364,2,50.0,83,0.0,0,0,0,0,0,0,0,0.0,2,0,0,2,15,1,0,0,67,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,2,3,4,0,3,75.0,0,19,26,0,3,1,2,0.0,0.0,0.0
Marcelo Weigandt,962030,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,6.9375,8,0,1,0,0,237,296,80.067567567568,129,108,47,11,10,66.666666666667,10,11,0,0,0,10,41.666666666667,3,1,22,47.826086956522,10,62.5,581,0.0,0,0,0,0,0,0,19,61.290322580645,17,0,0,5,104,2,31,16,475,2,6,0,0,8,0,0,0,0,3,0,0,0,0,0,0,6,0.0,11,15,24,31,3,5,50.0,0,145,151,0,29,1,8,0.0,0.0,0.0
Lautaro Di Lollo,1217939,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,7.3363636363636,11,1,0,2,0,662,776,85.309278350515,475,187,39,0,1,100.0,25,9,3,0,0,0,0.0,9,3,30,66.666666666667,55,76.388888888889,990,11.111111111111,0,0,0,0,0,0,27,33.75,58,0,0,1,120,1,29,13,909,5,6,0,0,9,0,2,0,0,6,0,0,0,0,0,0,11,0.0,0,1,0,80,7,16,64.0,0,513,263,2,50,3,11,0.0,0.0,0.0
Lautaro Di Lollo,1217939,Liga Profesional 2024,Liga Profesional de Fútbol,Boca Juniors,7.0666666666667,12,0,0,0,0,450,542,83.025830258303,326,124,28,1,3,50.0,32,7,2,0,0,0,0.0,1,0,42,68.852459016393,18,42.857142857143,927,0.0,0,0,0,0,0,0,20,33.898305084746,55,0,0,2,108,2,24,8,718,7,11,0,0,4,0,0,0,0,6,0,0,0,0,0,0,10,0.0,1,6,1,59,7,24,75.0,0,364,179,0,39,0,12,0.05766808,0.0132,0.0
Marco Pellegrino,1095023,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,7.4,1,0,0,0,0,48,51,94.117647058824,35,13,5,0,0,0.0,1,0,0,0,0,0,0.0,0,0,2,100.0,2,33.333333333333,90,0.0,0,0,0,0,0,0,3,75.0,8,0,0,0,3,0,1,0,65,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,4,0,1,100.0,0,37,14,0,2,1,1,0.0,0.0,0.0
Lautaro Blanco,989865,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,7.0666666666667,12,1,1,0,0,343,439,78.132118451025,182,161,72,15,9,36.0,33,9,0,0,0,21,22.105263157895,6,2,45,52.325581395349,2,50.0,1000,16.666666666667,0,0,0,0,0,0,33,42.857142857143,28,0,0,7,233,3,48,21,819,3,5,1,0,13,1,2,1,0,6,0,0,0,0,0,0,11,0.0,14,25,95,77,7,25,75.757575757576,0,209,230,1,50,1,12,0.0,0.0,0.0
Lautaro Blanco,989865,Liga Profesional 2024,Liga Profesional de Fútbol,Boca Juniors,6.9095238095238,21,0,7,0,1,563,768,73.307291666667,270,318,150,29,18,50.0,49,14,6,0,0,25,16.891891891892,3,1,79,54.861111111111,1,14.285714285714,1636,0.0,0,0,0,0,0,0,38,31.147540983607,22,0,0,10,430,8,77,34,1356,12,19,0,0,18,0,0,0,0,5,0,0,0,0,0,0,18,0.0,29,36,148,122,19,33,67.34693877551,0,340,576,0,88,0,21,2.60318643,0.0679,0.0
Ayrton Costa,976485,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,6.9181818181818,11,0,0,0,0,539,612,88.071895424837,422,117,22,3,4,57.142857142857,19,23,2,0,0,1,50.0,5,0,33,64.705882352941,32,59.259259259259,990,0.0,0,0,0,0,0,0,21,46.666666666667,68,0,0,3,88,1,20,10,784,10,7,0,0,6,4,1,0,0,6,0,0,0,0,0,0,11,0.0,3,7,2,45,7,10,52.631578947368,0,455,157,0,45,2,11,0.0,0.0,0.0
Dylan Gorosito,1482422,Liga Profesional 2024,Liga Profesional de Fútbol,Boca Juniors,6.4,1,0,0,0,0,5,9,55.555555555556,3,3,1,1,2,100.0,1,0,1,0,0,1,100.0,0,0,3,60.0,1,25.0,45,0.0,0,0,0,0,0,0,0,0.0,2,0,0,0,6,0,0,0,21,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,2,1,1,2,1,100.0,0,4,6,0,1,0,1,0.0855918,0.0,0.0
Juan Barinaga,974729,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,6.7166666666667,6,0,0,0,0,162,211,76.777251184834,91,71,31,3,8,47.058823529412,7,5,0,0,0,2,13.333333333333,2,1,23,53.488372093023,11,64.705882352941,499,0.0,0,0,0,0,0,0,13,37.142857142857,13,0,0,2,90,3,21,4,358,8,3,0,0,6,1,1,0,0,3,0,0,0,0,0,0,6,0.0,3,17,15,35,4,6,85.714285714286,0,101,110,0,26,2,6,0.0,0.0,0.0
Juan Barinaga,974729,Liga Profesional 2024,Liga Profesional de Fútbol,Boca Juniors,6.5823529411765,17,1,0,1,0,298,424,70.283018867925,138,171,65,7,20,39.21568627451,24,10,2,0,0,11,20.0,6,3,57,43.846153846154,21,65.625,1170,16.666666666667,0,0,0,0,0,0,19,31.147540983607,17,0,0,21,293,4,41,14,842,13,13,0,0,9,0,2,0,0,2,0,0,0,0,0,0,14,0.0,7,51,55,61,16,14,58.333333333333,0,169,310,0,61,0,17,1.10434119,0.4272,0.0
Nicolás Figal,579350,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,7.3,1,0,0,0,0,43,46,93.478260869565,30,13,4,0,0,0.0,1,0,0,0,0,0,0.0,2,0,1,50.0,3,75.0,90,0.0,0,0,0,0,0,0,5,62.5,4,0,0,0,4,0,4,4,55,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0.0,0,1,0,8,0,0,0.0,0,31,15,0,1,0,1,0.0,0.0,0.0
Nicolás Figal,579350,Liga Profesional 2024,Liga Profesional de Fútbol,Boca Juniors,6.9214285714286,14,0,1,0,0,629,749,83.978638184246,425,205,70,2,2,66.666666666667,21,10,8,0,0,1,16.666666666667,7,1,30,54.545454545455,31,55.357142857143,1147,0.0,0,0,0,2,0,0,53,42.063492063492,41,0,0,4,141,1,43,23,927,8,13,0,0,8,1,1,0,0,5,0,0,0,0,0,0,12,0.0,2,3,6,126,9,13,61.904761904762,0,472,283,1,44,0,14,0.21972898,0.3084,0.0
Agustín Marchesín,47339,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,7.1,11,0,0,0,0,172,258,66.666666666667,137,35,7,0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,100.0,1,100.0,982,0.0,0,0,0,0,0,0,60,41.095890410959,5,0,1,0,86,0,26,12,347,3,0,0,0,0,0,0,0,25,5,0,1,6,6,10,0,11,0.0,0,0,0,146,7,0,0.0,0,148,110,1,70,0,11,0.0,0.0,0.0
Leandro Brey,1182102,Primera LPF 2026,Liga Profesional de Fútbol,Boca Juniors,6.5,2,0,0,0,0,17,43,39.53488372093,8,9,2,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,98,0.0,0,0,0,0,0,0,10,28.571428571429,3,0,0,0,26,0,6,1,50,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,1,0.0,0,0,0,35,0,0,0.0,0,15,28,0,7,0,2,0.0,0.0,0.0
Leandro Brey,1182102,Liga Profesional 2024,Liga Profesional de Fútbol,Boca Juniors,7.25,12,0,0,0,0,163,252,64.68253968254,140,23,12,1,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,999,0.0,0,0,0,0,0,0,36,29.752066115702,7,0,2,0,90,0,14,4,359,0,0,0,0,0,0,0,0,37,6,1,2,4,4,8,0,11,0.0,1,0,0,121,8,0,0.0,0,166,86,0,90,0,12,0.00979486,0.0,4.9322
Santiago Dalmasso,1819599,Liga Profesional 2024,Liga Profesional de Fútbol,Boca Juniors,6.4,1,0,0,0,0,7,7,100.0,7,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,10,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,0.0,0,7,0,0,1,0,1,6.281e-05,0.0,0.0
Mateo Mendia,1537927,Liga Profesional 2024,Liga Profesional de Fútbol,Boca Juniors,6.7666666666667,3,0,0,0,0,78,92,84.782608695652,59,19,3,0,1,100.0,2,7,0,0,0,0,0.0,1,1,3,37.5,7,77.777777777778,180,0.0,0,0,0,0,0,0,0,0.0,5,0,0,0,15,0,2,1,115,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,1,3,3,1,50.0,0,64,29,0,6,0,3,0.00537492,0.0155,0.0
Julian Ceballos,1537841,Liga Profesional 2024,Liga Profesional de Fútbol,Boca Juniors,6.45,2,0,0,0,0,22,27,81.481481481481,9,14,12,0,0,0.0,1,1,0,0,0,1,50.0,0,0,1,16.666666666667,1,100.0,53,0.0,0,0,0,0,0,0,1,33.333333333333,1,0,0,0,7,0,2,0,35,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,2,3,0,1,100.0,0,11,18,0,2,0,2,0.0496768,0.0,0.0
