İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,ballRecovery,outfielderBlocks,appearances,expectedAssists,expectedGoals,goalsPrevented
Ivan Gómez,849136,Primera LPF 2026,Liga Profesional de Fútbol,Platense,6.5,3,0,0,0,0,80,89,89.887640449438,31,49,14,1,2,33.333333333333,2,4,0,0,0,0,0.0,1,0,4,28.571428571429,2,33.333333333333,205,0.0,0,0,0,0,0,0,2,66.666666666667,4,0,0,4,23,0,5,3,132,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0.0,1,6,2,3,2,1,50.0,0,34,55,0,12,1,3,0.0,0.0,0.0
Ivan Gómez,849136,Liga Profesional 2024,Liga Profesional de Fútbol,Platense,6.5357142857143,14,0,0,0,0,159,212,75.0,72,89,53,3,6,50.0,17,9,3,0,0,2,18.181818181818,8,0,27,39.130434782609,8,44.444444444444,703,0.0,0,0,0,2,0,0,15,53.571428571429,3,0,0,13,103,3,14,5,343,4,20,0,0,5,0,3,0,0,0,0,0,0,0,0,0,8,0.0,3,12,11,28,6,9,52.941176470588,0,89,134,0,44,0,14,0.34636204,0.2652,0.0
Bautista Merlini,830722,Primera LPF 2026,Liga Profesional de Fútbol,Platense,6.75,10,0,1,1,0,152,186,81.720430107527,55,97,40,4,2,33.333333333333,5,2,0,0,0,0,0.0,4,1,23,54.761904761905,2,28.571428571429,352,0.0,0,0,0,0,0,0,4,50.0,0,0,0,9,62,2,11,6,260,16,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0.0,4,6,3,8,2,4,80.0,0,60,126,0,29,0,10,0.0,0.0,0.0
Pablo Ferreira,1210807,Primera LPF 2026,Liga Profesional de Fútbol,Platense,7.1,1,0,0,0,0,31,35,88.571428571429,22,9,3,0,0,0.0,5,0,0,0,0,0,0.0,1,0,5,71.428571428571,1,100.0,69,0.0,0,0,0,0,0,0,1,33.333333333333,2,0,0,1,7,0,3,2,48,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,3,0,2,40.0,0,23,12,0,3,0,1,0.0,0.0,0.0
Facundo Russo,1102452,Liga Profesional 2024,Liga Profesional de Fútbol,Platense,6.425,4,0,0,0,0,15,31,48.387096774194,4,15,5,1,4,66.666666666667,3,0,0,0,0,4,40.0,2,0,8,53.333333333333,0,0.0,160,0.0,0,0,0,0,0,0,0,0.0,0,0,0,2,28,4,1,0,63,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0.0,1,6,10,3,1,2,66.666666666667,0,7,34,0,8,0,4,0.07039027,0.0636,0.0
Maximiliano Amarfil,1187883,Primera LPF 2026,Liga Profesional de Fútbol,Platense,6.9727272727273,11,0,0,0,0,389,469,82.942430703625,172,217,95,9,1,16.666666666667,24,14,5,0,0,2,25.0,7,1,33,45.833333333333,9,45.0,862,0.0,0,0,0,0,0,0,35,57.377049180328,27,0,1,7,114,2,58,35,626,8,22,0,0,5,0,1,0,0,1,0,0,0,0,0,0,11,0.0,9,6,8,61,6,18,75.0,0,192,277,0,74,1,11,0.0,0.0,0.0
Víctor Cuesta,587148,Primera LPF 2026,Liga Profesional de Fútbol,Platense,7.0571428571429,7,0,0,1,0,204,233,87.55364806867,149,55,10,0,0,0.0,9,18,4,0,0,1,50.0,4,1,16,61.538461538462,23,76.666666666667,630,0.0,0,0,0,0,0,0,8,33.333333333333,46,0,0,2,36,0,9,3,348,7,9,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0.0,0,0,2,24,4,5,55.555555555556,0,158,75,0,15,6,7,0.0,0.0,0.0
Ignacio Vazquez,883922,Primera LPF 2026,Liga Profesional de Fútbol,Platense,7.1090909090909,11,1,0,0,0,326,435,74.942528735632,191,135,43,1,3,50.0,28,18,3,0,0,0,0.0,8,2,46,71.875,31,52.542372881356,990,12.5,1,1,0,0,0,0,46,40.350877192982,57,0,1,2,129,0,66,38,624,15,7,0,1,8,0,2,0,0,5,0,0,0,0,0,0,11,0.0,1,6,2,114,7,23,82.142857142857,0,228,207,1,57,8,11,0.0,0.0,0.0
Ignacio Vazquez,883922,Liga Profesional 2024,Liga Profesional de Fútbol,Platense,7.1083333333333,24,0,1,0,0,524,781,67.093469910371,323,201,80,7,5,50.0,49,32,5,0,0,0,0.0,15,4,76,66.086956521739,77,70.0,2160,0.0,0,0,0,0,0,0,75,37.688442211055,100,0,0,2,290,3,103,47,1125,26,11,0,0,22,0,2,0,0,13,0,0,0,0,0,0,24,0.0,7,10,8,199,16,36,73.469387755102,0,405,384,1,109,0,24,0.33766973,0.5336,0.0
Agustín Lagos,993929,Primera LPF 2026,Liga Profesional de Fútbol,Platense,6.775,4,0,1,0,0,9,13,69.230769230769,2,7,4,1,1,100.0,2,0,0,0,0,0,0.0,0,0,4,80.0,1,50.0,47,0.0,0,0,0,0,0,0,1,25.0,1,0,0,1,7,0,1,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,1,1,4,0,1,50.0,0,3,10,0,4,0,4,0.0,0.0,0.0
Tomás Ariel Silva,1654532,Primera LPF 2026,Liga Profesional de Fútbol,Platense,6.9272727272727,11,0,3,0,0,253,362,69.889502762431,114,139,62,9,6,40.0,36,16,3,0,0,6,24.0,6,0,47,50.537634408602,9,42.857142857143,990,0.0,0,0,0,0,0,0,25,40.322580645161,31,0,0,11,190,2,50,17,672,5,11,0,0,15,2,3,0,0,6,0,0,0,0,0,0,11,0.0,9,15,25,62,5,26,72.222222222222,0,148,214,0,61,6,11,0.0,0.0,0.0
Juan Ignacio Saborido,1104325,Primera LPF 2026,Liga Profesional de Fútbol,Platense,6.7333333333333,12,0,0,1,0,224,314,71.337579617834,82,142,67,7,9,36.0,25,9,1,0,0,5,17.241379310345,12,2,41,44.565217391304,14,43.75,1073,0.0,0,0,0,0,0,0,18,38.297872340426,26,0,0,8,189,3,27,14,651,7,12,1,0,15,0,3,0,0,5,0,0,0,0,0,0,12,0.0,7,25,29,47,7,18,72.0,0,109,205,0,46,4,12,0.0,0.0,0.0
Juan Ignacio Saborido,1104325,Liga Profesional 2024,Liga Profesional de Fútbol,Platense,6.9230769230769,13,0,3,0,0,209,325,64.307692307692,90,126,61,7,16,51.612903225806,27,15,1,0,0,7,15.217391304348,8,0,56,49.557522123894,11,40.740740740741,1057,0.0,0,0,0,0,0,0,18,29.508196721311,21,0,0,10,256,4,31,7,720,13,17,0,0,15,1,4,0,0,6,0,0,0,0,0,0,11,0.0,7,31,46,61,7,18,66.666666666667,0,130,241,0,70,0,13,0.92236616,0.2275,0.0
Eugenio Raggio,1214048,Primera LPF 2026,Liga Profesional de Fútbol,Platense,7.3,6,0,0,0,0,147,188,78.191489361702,117,30,11,0,2,66.666666666667,9,6,1,0,0,0,0.0,0,0,17,73.913043478261,20,80.0,540,0.0,0,0,0,0,0,0,18,50.0,58,0,0,0,46,0,24,13,296,6,2,0,0,3,0,0,0,0,3,0,0,0,0,0,0,6,0.0,0,3,0,36,3,6,66.666666666667,0,134,54,1,28,6,6,0.0,0.0,0.0
Celías Ingenthron,2186558,Primera LPF 2026,Liga Profesional de Fútbol,Platense,6.3,1,0,0,0,0,24,32,75.0,12,12,6,0,0,0.0,2,0,0,0,0,0,0.0,1,0,3,50.0,2,66.666666666667,79,0.0,0,0,0,0,0,0,2,66.666666666667,4,0,0,2,15,0,1,1,61,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,3,3,2,1,50.0,0,16,16,0,4,0,1,0.0,0.0,0.0
Matías Borgogno,934122,Primera LPF 2026,Liga Profesional de Fútbol,Platense,7.2916666666667,12,0,0,0,0,138,311,44.372990353698,74,64,32,0,0,0.0,0,0,1,0,0,0,0.0,0,0,5,100.0,7,100.0,1080,0.0,0,0,0,0,0,0,80,31.746031746032,12,0,0,0,174,0,30,15,419,6,0,0,0,0,0,0,0,37,6,0,4,4,4,15,0,12,0.0,0,0,0,252,7,0,0.0,0,89,222,1,120,0,12,0.0,0.0,0.0
Nicolás Sumavil,1087017,Liga Profesional 2024,Liga Profesional de Fútbol,Platense,7.1,1,0,0,0,0,5,17,29.411764705882,0,5,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.0,90,0.0,0,0,0,0,0,0,5,29.411764705882,0,0,0,0,12,0,2,1,20,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,0.0,0,0,0,17,0,0,0.0,0,0,17,0,7,0,1,0.00078015,0.0,0.2788
Tobias Cervera,1086929,Liga Profesional 2024,Liga Profesional de Fútbol,Platense,6.6833333333333,6,0,0,1,0,25,34,73.529411764706,9,17,7,3,6,60.0,8,3,0,0,0,1,33.333333333333,2,2,22,61.111111111111,2,18.181818181818,207,0.0,0,0,0,0,0,0,0,0.0,2,0,0,5,36,2,1,1,106,8,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0.0,3,10,3,1,1,5,62.5,0,10,27,0,12,0,6,0.03100279,0.4106,0.0
Fernando Juárez,851585,Liga Profesional 2024,Liga Profesional de Fútbol,Platense,6.95,26,0,2,0,0,513,734,69.891008174387,200,316,168,10,19,57.575757575758,64,42,9,0,0,3,18.75,6,1,115,59.278350515464,51,60.0,2060,0.0,0,0,0,0,0,0,61,52.586206896552,42,0,0,14,314,6,69,39,1119,34,26,1,0,26,1,1,0,0,5,0,0,0,0,0,0,26,0.0,10,33,16,116,16,48,75.0,0,263,487,0,109,0,26,0.53967042,0.1853,0.0
Agustin Quiroga,1484795,Liga Profesional 2024,Liga Profesional de Fútbol,Platense,7.0,4,0,1,0,1,42,57,73.684210526316,18,30,10,2,3,50.0,6,2,1,0,0,6,37.5,3,1,9,52.941176470588,4,66.666666666667,258,0.0,0,0,0,0,0,0,4,36.363636363636,9,0,0,2,47,2,6,2,139,0,1,0,0,2,0,1,0,0,1,0,0,0,0,0,0,3,0.0,2,6,16,11,2,3,50.0,0,22,51,0,12,0,4,0.15193573,0.0863,1.222
Juan Pablo Pignani,1176234,Liga Profesional 2024,Liga Profesional de Fútbol,Platense,6.7333333333333,3,0,0,0,0,24,39,61.538461538462,17,7,5,0,0,0.0,2,2,1,0,0,0,0.0,2,0,2,33.333333333333,7,41.176470588235,190,0.0,0,0,0,0,0,0,7,38.888888888889,9,0,0,0,16,0,7,5,60,0,2,0,0,2,0,1,0,0,1,0,0,0,0,0,0,2,0.0,0,0,0,18,1,1,50.0,0,23,16,0,8,0,3,0.00470569,0.1137,0.0
Óscar Salomón,992226,Liga Profesional 2024,Liga Profesional de Fútbol,Platense,6.65,4,0,0,0,0,10,20,50.0,2,8,5,0,0,0.0,2,1,0,0,0,0,0.0,0,0,2,100.0,1,33.333333333333,124,0.0,0,0,0,0,0,0,0,0.0,10,0,0,0,12,0,1,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,7,1,0,0.0,0,4,16,0,0,0,4,0.01088961,0.0,0.0
