İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,ballRecovery,outfielderBlocks,appearances,expectedAssists,expectedGoals,goalsPrevented
Antony Alonso,1094187,Primera LPF 2026,Liga Profesional de Fútbol,Deportivo Riestra,6.4833333333333,12,2,0,5,0,101,175,57.714285714286,26,75,40,9,6,37.5,15,5,2,0,0,0,0.0,19,12,24,38.095238095238,42,42.857142857143,984,10.526315789474,0,0,0,0,0,0,3,42.857142857143,10,0,0,7,134,4,6,3,334,3,18,0,0,8,5,3,0,0,1,0,0,0,0,0,0,12,0.0,9,16,5,7,7,14,93.333333333333,0,33,142,0,35,3,12,0.0,0.0,0.0
Antony Alonso,1094187,Liga Profesional 2024,Liga Profesional de Fútbol,Deportivo Riestra,6.76875,16,3,2,3,0,74,145,51.034482758621,27,47,27,6,6,37.5,11,2,0,0,0,0,0.0,10,5,19,38.775510204082,19,24.358974358974,703,30.0,0,0,1,0,0,0,2,25.0,4,0,0,7,123,3,11,4,261,2,7,1,0,6,4,1,0,0,0,0,0,0,0,0,0,9,0.0,6,16,4,8,10,9,81.818181818182,0,34,115,0,21,0,16,0.46193594,1.9348,0.0
Nicolas Watson,994455,Primera LPF 2026,Liga Profesional de Fútbol,Deportivo Riestra,6.6625,8,0,0,0,0,72,118,61.016949152542,20,52,32,4,1,33.333333333333,17,2,2,0,0,3,37.5,2,0,33,55.932203389831,3,50.0,445,0.0,0,0,0,1,0,0,6,30.0,7,0,0,3,68,1,25,8,198,15,16,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0.0,4,3,8,20,6,11,64.705882352941,0,26,92,0,25,1,8,0.0,0.0,0.0
Alejo Dramisino,1092324,Primera LPF 2026,Liga Profesional de Fútbol,Deportivo Riestra,6.6666666666667,3,0,0,0,0,14,19,73.684210526316,5,9,6,0,0,0.0,2,0,0,0,0,0,0.0,1,0,3,75.0,0,0.0,49,0.0,0,0,0,0,0,0,1,100.0,1,0,0,0,7,0,3,1,29,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,0.0,0,5,14,0,2,0,3,0.0,0.0,0.0
Gabriel Obredor,1654117,Primera LPF 2026,Liga Profesional de Fútbol,Deportivo Riestra,6.4583333333333,12,0,1,2,0,51,90,56.666666666667,12,39,27,6,3,30.0,10,2,2,0,0,2,22.222222222222,9,3,17,38.636363636364,29,51.785714285714,423,0.0,0,0,0,0,0,0,2,66.666666666667,8,0,0,5,87,2,1,1,204,4,14,0,0,1,7,2,0,0,0,0,0,0,0,0,0,2,0.0,6,10,9,3,5,4,40.0,0,15,75,0,14,2,12,0.0,0.0,0.0
Jonathan Goitia,895924,Primera LPF 2026,Liga Profesional de Fútbol,Deportivo Riestra,6.4,12,0,0,0,0,113,191,59.162303664921,38,75,46,1,1,25.0,21,10,4,1,1,3,37.5,14,2,31,50.0,8,38.095238095238,697,0.0,0,0,0,0,0,0,13,39.393939393939,11,0,0,4,106,2,28,12,324,10,19,0,0,8,0,7,0,0,1,0,0,0,0,0,0,8,0.0,1,4,8,33,2,16,76.190476190476,0,48,143,0,35,1,12,0.0,0.0,0.0
Jonathan Goitia,895924,Liga Profesional 2024,Liga Profesional de Fútbol,Deportivo Riestra,6.652,25,0,1,0,0,182,350,52.0,51,136,76,11,6,37.5,56,20,8,0,0,5,12.820512820513,18,2,75,51.020408163265,15,41.666666666667,1551,0.0,0,0,0,0,2,0,22,24.175824175824,34,0,0,9,266,7,63,21,719,13,32,1,0,21,0,6,0,0,3,0,0,0,0,0,0,16,0.0,11,16,39,91,17,34,60.714285714286,0,87,302,0,69,0,25,0.96173112,0.5179,0.0
Pablo Monje,1190295,Primera LPF 2026,Liga Profesional de Fútbol,Deportivo Riestra,6.8454545454545,11,0,4,0,0,152,245,62.040816326531,49,103,57,14,1,33.333333333333,13,15,1,0,0,6,15.0,3,0,17,45.945945945946,11,64.705882352941,707,0.0,0,0,0,0,0,0,14,31.111111111111,11,0,0,2,175,2,38,17,425,3,7,0,0,10,0,1,0,0,0,0,0,0,0,0,0,8,0.0,14,3,40,45,7,6,46.153846153846,0,63,182,0,32,0,11,0.0,0.0,0.0
Pablo Monje,1190295,Liga Profesional 2024,Liga Profesional de Fútbol,Deportivo Riestra,6.8458333333333,24,0,2,0,2,314,507,61.932938856016,113,216,96,25,8,53.333333333333,50,33,7,0,1,15,26.785714285714,7,1,70,51.851851851852,28,48.275862068966,2015,0.0,0,0,0,0,1,0,33,32.352941176471,51,0,1,13,319,6,77,41,906,13,28,0,0,21,0,5,1,0,9,0,0,0,0,0,0,23,0.0,24,15,56,102,25,33,66.0,1,158,405,0,115,0,24,1.47249529,0.16,0.0
Mauro Smarra,1513683,Primera LPF 2026,Liga Profesional de Fútbol,Deportivo Riestra,6.65,2,0,0,0,0,17,25,68.0,3,14,7,0,3,60.0,1,0,0,0,0,1,50.0,2,0,6,46.153846153846,0,0.0,56,0.0,0,0,0,0,0,0,0,0.0,0,0,0,3,14,1,2,1,44,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0,5,2,2,0,1,100.0,0,4,21,0,3,0,2,0.0,0.0,0.0
Matias Garcia,830586,Primera LPF 2026,Liga Profesional de Fútbol,Deportivo Riestra,6.5714285714286,7,0,0,0,0,80,123,65.040650406504,28,52,26,1,0,0.0,9,6,3,0,0,5,55.555555555556,1,0,16,45.714285714286,9,64.285714285714,372,0.0,0,0,0,1,0,0,11,55.0,5,0,0,0,52,1,13,6,177,7,11,0,0,9,0,1,0,0,0,0,0,0,0,0,0,4,0.0,1,1,9,20,5,4,44.444444444444,0,34,89,0,31,0,7,0.0,0.0,0.0
Mateo Ramirez,898756,Primera LPF 2026,Liga Profesional de Fútbol,Deportivo Riestra,6.3,1,0,0,0,0,5,6,83.333333333333,3,2,1,0,0,0.0,0,0,1,0,0,0,0.0,0,0,0,0.0,0,0.0,15,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0,2,0,1,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,0.0,0,3,3,0,2,0,1,0.0,0.0,0.0
Leonardo Landriel,783430,Primera LPF 2026,Liga Profesional de Fútbol,Deportivo Riestra,6.55,2,0,0,0,0,8,11,72.727272727273,3,5,3,1,0,0.0,1,0,1,0,0,0,0.0,0,0,1,50.0,0,0.0,23,0.0,0,0,0,0,0,0,1,100.0,0,0,0,0,3,1,1,1,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,1,0,0,0.0,0,3,8,0,3,1,2,0.0,0.0,0.0
Leonardo Landriel,783430,Liga Profesional 2024,Liga Profesional de Fútbol,Deportivo Riestra,6.7,2,0,0,0,1,18,33,54.545454545455,4,16,12,3,1,33.333333333333,3,3,1,0,0,2,66.666666666667,0,0,6,40.0,2,40.0,132,0.0,0,0,0,0,0,0,1,33.333333333333,3,0,0,2,26,2,2,1,65,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0.0,3,3,3,3,1,1,33.333333333333,0,7,29,0,6,0,2,0.10282487,0.0,0.0
Yeison Murillo,896740,Liga Profesional 2024,Liga Profesional de Fútbol,Deportivo Riestra,6.6,4,0,0,0,0,12,27,44.444444444444,4,8,2,0,1,100.0,2,0,1,0,0,0,0.0,1,0,4,80.0,5,50.0,203,0.0,0,0,0,1,0,0,5,41.666666666667,10,0,0,0,31,0,5,2,76,1,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0.0,0,1,2,12,1,0,0.0,0,11,18,0,7,0,4,0.02043458,0.1902,0.0
Miguel Barbieri,834177,Primera LPF 2026,Liga Profesional de Fútbol,Deportivo Riestra,6.6714285714286,7,0,0,1,0,55,89,61.797752808989,32,23,12,1,2,66.666666666667,8,6,4,0,0,0,0.0,2,1,12,54.545454545455,15,60.0,433,0.0,0,0,0,0,0,0,9,36.0,33,0,0,0,39,0,12,6,164,2,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0.0,1,3,1,25,5,6,75.0,0,36,53,0,10,4,7,0.0,0.0,0.0
Pedro Ramírez,1065971,Primera LPF 2026,Liga Profesional de Fútbol,Deportivo Riestra,6.6777777777778,9,0,0,1,0,102,173,58.959537572254,29,73,45,5,7,31.818181818182,14,8,1,0,0,7,30.434782608696,12,2,28,37.837837837838,9,42.857142857143,715,0.0,0,0,0,0,0,0,16,40.0,13,0,1,14,153,2,29,8,372,7,10,0,0,7,0,3,0,0,2,0,0,0,0,0,0,9,0.0,5,22,23,40,5,11,78.571428571429,0,42,131,0,49,1,9,0.0,0.0,0.0
Pedro Ramírez,1065971,Liga Profesional 2024,Liga Profesional de Fútbol,Deportivo Riestra,6.716,25,0,4,2,1,249,428,58.177570093458,82,177,88,12,24,45.283018867925,51,19,5,1,1,10,23.809523809524,19,6,89,48.369565217391,27,42.1875,1838,0.0,0,0,0,1,0,0,21,25.301204819277,58,0,0,17,360,7,56,22,957,14,29,1,0,22,1,8,0,0,8,0,0,0,0,0,0,21,0.0,12,53,42,83,18,38,74.509803921569,0,124,346,1,120,0,25,1.38335857,1.2812,0.0
Mariano Bracamonte,951068,Primera LPF 2026,Liga Profesional de Fútbol,Deportivo Riestra,6.3666666666667,3,0,0,0,0,36,63,57.142857142857,9,27,18,1,0,0.0,3,2,1,0,0,1,16.666666666667,6,2,4,26.666666666667,1,33.333333333333,255,0.0,0,0,0,0,0,0,7,50.0,3,0,0,2,49,1,9,3,116,1,4,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,0.0,1,2,6,14,2,2,66.666666666667,0,12,51,0,10,2,3,0.0,0.0,0.0
Facundo Miño,1110285,Primera LPF 2026,Liga Profesional de Fútbol,Deportivo Riestra,6.6454545454545,11,0,0,0,0,105,175,60.0,57,48,23,2,2,66.666666666667,18,12,4,0,0,0,0.0,1,0,23,57.5,15,57.692307692308,667,0.0,0,0,0,0,0,0,26,36.111111111111,46,1,0,0,119,1,28,12,355,5,12,0,0,4,0,1,0,0,4,0,0,0,0,0,0,7,0.0,2,3,1,72,7,9,50.0,0,72,103,0,25,1,11,0.0,0.0,0.0
Nicolás Sansotre,897088,Primera LPF 2026,Liga Profesional de Fútbol,Deportivo Riestra,6.65,12,0,2,2,0,151,240,62.916666666667,51,100,63,9,1,25.0,16,8,1,0,0,4,26.666666666667,3,0,19,57.575757575758,20,54.054054054054,1056,0.0,0,0,0,0,0,0,16,29.62962962963,45,0,1,2,123,3,37,12,392,2,8,0,0,3,1,2,0,0,4,0,0,0,0,0,0,12,0.0,9,4,15,54,9,10,62.5,0,67,173,0,29,2,12,0.0,0.0,0.0
Nicolás Sansotre,897088,Liga Profesional 2024,Liga Profesional de Fútbol,Deportivo Riestra,6.7923076923077,26,0,1,0,2,270,429,62.937062937063,131,147,74,5,5,62.5,33,32,0,0,0,8,42.105263157895,5,1,40,55.555555555556,30,58.823529411765,2246,0.0,0,0,0,0,0,0,35,28.0,103,0,0,6,251,1,63,28,854,2,12,0,0,14,1,1,0,0,10,0,0,0,0,0,0,26,0.0,5,8,19,125,27,23,69.69696969697,0,179,269,0,75,0,26,1.33965577,0.1733,0.0
Rodrigo Gallo,1003722,Primera LPF 2026,Liga Profesional de Fútbol,Deportivo Riestra,6.7833333333333,6,0,1,0,0,62,101,61.386138613861,21,41,24,2,1,33.333333333333,6,4,2,0,0,4,20.0,0,0,8,36.363636363636,5,71.428571428571,332,0.0,0,0,0,1,0,0,12,30.0,16,0,0,2,67,0,28,11,183,1,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0.0,2,3,20,40,1,3,50.0,0,28,73,0,8,1,6,0.0,0.0,0.0
Cristian Paz,789369,Primera LPF 2026,Liga Profesional de Fútbol,Deportivo Riestra,6.7166666666667,12,0,0,0,0,148,208,71.153846153846,97,51,15,0,2,100.0,20,21,2,0,0,1,33.333333333333,0,0,24,58.536585365854,17,53.125,1063,0.0,0,0,0,0,0,0,22,34.375,87,0,0,1,68,0,11,4,380,2,14,0,0,2,1,0,0,0,3,0,0,0,0,0,0,12,0.0,0,2,3,64,9,14,70.0,0,120,88,0,32,3,12,0.0,0.0,0.0
Cristian Paz,789369,Liga Profesional 2024,Liga Profesional de Fútbol,Deportivo Riestra,6.8727272727273,11,0,0,1,0,54,116,46.551724137931,31,23,12,0,0,0.0,19,5,0,0,0,0,0.0,2,1,21,67.741935483871,19,52.777777777778,730,0.0,0,0,0,1,0,0,18,33.333333333333,35,0,0,0,63,0,15,6,212,2,6,0,0,5,2,0,0,0,5,0,0,0,0,0,0,8,0.0,0,0,0,54,4,14,73.684210526316,0,51,65,0,25,0,11,0.02393464,0.4401,0.0
Juan Cruz Randazzo,340445,Primera LPF 2026,Liga Profesional de Fútbol,Deportivo Riestra,6.6555555555556,9,0,0,0,0,91,140,65.0,46,45,24,3,2,66.666666666667,8,11,1,0,0,0,0.0,2,1,14,43.75,17,54.838709677419,661,0.0,0,0,0,0,0,0,18,40.909090909091,33,0,0,0,83,0,16,7,288,4,12,0,0,5,0,0,0,0,3,0,0,0,0,0,0,7,0.0,3,3,2,44,6,6,75.0,0,52,88,0,15,2,9,0.0,0.0,0.0
Rodrigo Sayavedra,992979,Primera LPF 2026,Liga Profesional de Fútbol,Deportivo Riestra,6.5333333333333,3,0,0,0,0,19,23,82.608695652174,8,11,3,0,1,100.0,0,0,1,0,0,2,20.0,0,0,1,25.0,0,0.0,50,0.0,0,0,0,0,0,0,1,50.0,0,0,0,0,14,0,3,3,43,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,10,2,0,0,0.0,0,11,12,0,3,0,3,0.0,0.0,0.0
Rodrigo Sayavedra,992979,Liga Profesional 2024,Liga Profesional de Fútbol,Deportivo Riestra,6.8888888888889,9,0,0,0,0,99,179,55.307262569832,31,73,38,6,6,54.545454545455,22,16,2,0,0,5,15.625,3,1,35,57.377049180328,9,75.0,669,0.0,0,0,0,0,2,0,34,38.636363636364,9,0,0,6,166,0,43,18,394,9,6,0,0,11,0,1,0,0,1,0,0,0,0,0,0,9,0.0,6,11,32,88,7,11,50.0,0,50,161,0,36,0,9,0.34750419,0.1494,0.0
Ignacio Arce,896998,Primera LPF 2026,Liga Profesional de Fútbol,Deportivo Riestra,7.4166666666667,12,0,1,0,0,225,460,48.913043478261,74,151,81,3,3,100.0,0,0,4,0,0,0,0.0,1,0,5,83.333333333333,7,100.0,1080,0.0,0,0,0,0,1,0,162,41.116751269036,13,2,0,0,238,0,46,14,555,3,1,0,0,0,0,1,0,35,4,0,6,14,14,21,0,12,0.0,3,3,1,394,9,0,0.0,0,86,374,1,174,0,12,0.0,0.0,0.0
Ignacio Arce,896998,Liga Profesional 2024,Liga Profesional de Fútbol,Deportivo Riestra,7.42,25,0,0,0,1,383,835,45.868263473054,147,236,116,4,3,100.0,1,0,1,0,0,0,0.0,0,0,8,88.888888888889,16,88.888888888889,2250,0.0,0,0,0,0,0,0,274,37.741046831956,32,2,0,0,455,0,79,35,1045,5,0,0,0,1,0,0,0,91,12,0,14,18,18,34,1,25,0.0,4,3,0,726,25,0,0.0,0,170,665,4,328,0,25,0.30335465,0.0,8.6153
