İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,ballRecovery,outfielderBlocks,appearances,expectedAssists,expectedGoals,goalsPrevented
Wajdi Sahli,1013823,Superliga 24/25,Mozzart Bet Superliga,FK Radnički 1923,6.8,2,0,0,0,0,41,55,74.545454545455,15,26,15,2,2,66.666666666667,2,1,1,0,0,0,0.0,4,0,6,46.153846153846,0,0.0,116,0.0,0,0,0,0,1,0,6,75.0,0,0,0,0,22,0,6,4,77,2,4,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0.0,2,3,1,8,1,2,100.0,0,18,38,0,8,0,2,0.0,0.0,0.0
Wajdi Sahli,1013823,Superliga 23/24,Mozzart Bet Superliga,FK Radnički 1923,7.2275862068966,29,8,7,2,5,484,629,76.947535771065,181,325,193,43,14,36.842105263158,40,13,10,0,0,22,27.848101265823,62,21,118,51.754385964912,17,37.777777777778,1639,12.903225806452,0,0,1,0,10,1,50,57.471264367816,9,0,0,16,288,13,71,44,1069,66,52,0,0,25,3,13,0,0,1,0,0,0,0,0,0,21,10.0,43,38,79,87,25,23,57.5,0,205,503,2,123,0,29,0.0,0.0,0.0
Louay Ben Hassine,1000815,Superliga 25/26,Mozzart Bet Superliga,FK Radnički 1923,6.9785714285714,28,4,2,1,1,673,790,85.189873417722,216,457,281,30,18,52.941176470588,30,24,5,0,0,11,24.444444444444,38,18,118,65.193370165746,14,36.842105263158,2241,10.526315789474,1,1,0,0,3,0,17,37.777777777778,32,0,0,14,225,12,37,18,1211,70,21,0,0,16,1,9,0,0,7,0,0,0,0,0,0,26,0.0,30,34,45,45,23,21,70.0,0,251,539,1,108,1,28,0.0,0.0,0.0
Louay Ben Hassine,1000815,Superliga 24/25,Mozzart Bet Superliga,FK Radnički 1923,6.9125,32,2,1,1,0,611,719,84.979137691238,189,432,236,27,21,58.333333333333,32,15,7,0,0,10,34.48275862069,32,7,118,57.843137254902,23,50.0,2108,6.25,0,0,2,0,0,0,25,52.083333333333,19,0,0,18,210,6,29,15,1094,66,36,2,0,23,0,14,0,0,2,0,0,0,0,0,0,24,0.0,27,36,29,48,24,16,50.0,0,218,530,0,122,0,33,0.0,0.0,0.0
Alfa Baldé,1158017,Superliga 25/26,Mozzart Bet Superliga,FK Radnički 1923,6.8238095238095,21,0,7,2,3,251,319,78.683385579937,75,176,123,25,18,40.0,18,5,0,0,0,18,20.224719101124,27,9,52,51.485148514851,1,11.111111111111,1213,0.0,0,0,0,0,0,0,9,56.25,2,0,0,10,217,7,14,4,619,16,5,0,0,9,0,5,0,0,2,0,0,0,0,0,0,13,0.0,25,45,89,16,14,8,44.444444444444,0,93,226,1,60,1,24,0.0,0.0,0.0
Alfa Baldé,1158017,Superliga 24/25,Mozzart Bet Superliga,FK Radnički 1923,6.6363636363636,11,0,1,1,0,61,77,79.220779220779,14,49,35,5,6,50.0,5,0,4,1,1,2,11.764705882353,10,2,22,52.380952380952,0,0.0,293,0.0,0,0,0,0,0,0,2,66.666666666667,1,0,0,3,52,3,3,1,158,11,9,0,0,2,0,4,0,0,0,0,0,0,0,0,0,1,0.0,5,12,17,3,4,5,100.0,0,16,78,0,18,0,11,0.0,0.0,0.0
Miloš Ristić,879829,Superliga 25/26,Mozzart Bet Superliga,FK Radnički 1923,6.9,16,0,3,1,0,500,606,82.508250825083,206,294,157,17,8,44.444444444444,25,21,3,1,1,13,56.521739130435,25,6,45,49.450549450549,28,65.116279069767,1237,0.0,0,0,0,0,4,0,27,47.368421052632,21,0,1,6,153,5,49,30,825,12,19,2,0,12,0,10,0,0,4,0,0,0,0,0,0,14,0.0,17,18,23,57,13,16,64.0,0,233,373,0,88,4,16,0.0,0.0,0.0
Miloš Ristić,879829,Superliga 24/25,Mozzart Bet Superliga,FK Radnički 1923,7.1352941176471,34,1,9,0,3,959,1181,81.202370872142,417,600,290,65,19,63.333333333333,64,33,6,0,0,58,38.157894736842,23,6,104,49.056603773585,32,55.172413793103,2624,4.3478260869565,0,0,0,0,10,0,100,60.240963855422,42,0,1,22,383,6,127,74,1705,22,49,1,0,28,0,5,1,0,4,0,0,0,0,0,0,32,0.0,64,30,152,166,38,43,67.1875,0,482,851,2,160,0,34,0.0,0.0,0.0
Miloš Ristić,879829,Superliga 23/24,Mozzart Bet Superliga,FK Radnički 1923,7.0,31,4,2,0,4,930,1160,80.172413793103,457,480,222,28,18,62.068965517241,50,42,8,0,0,7,20.588235294118,28,7,101,51.794871794872,50,62.5,2438,14.285714285714,2,2,0,0,2,0,84,55.629139072848,29,0,2,15,319,11,102,55,1546,33,47,0,0,23,0,9,0,0,6,0,0,0,0,0,0,28,0.0,28,29,34,151,40,27,54.0,0,544,650,3,174,0,31,0.0,0.0,0.0
Nikola Bukumira,1595656,Superliga 25/26,Mozzart Bet Superliga,FK Radnički 1923,6.5411764705882,17,0,0,1,0,143,191,74.869109947644,66,77,36,2,10,47.619047619048,15,9,3,0,0,2,33.333333333333,9,2,33,50.0,13,54.166666666667,700,0.0,0,0,0,1,0,0,4,30.769230769231,11,0,1,6,102,2,2,2,348,8,11,0,0,5,0,3,0,0,1,0,0,0,0,0,0,5,0.0,2,21,6,13,12,9,60.0,0,78,113,0,33,1,17,0.0,0.0,0.0
Nikola Bukumira,1595656,Superliga 24/25,Mozzart Bet Superliga,FK Radnički 1923,6.71,10,0,1,1,1,39,53,73.584905660377,15,24,13,1,5,55.555555555556,8,1,2,0,0,0,0.0,7,4,14,56.0,5,71.428571428571,236,0.0,0,0,0,0,0,0,2,40.0,5,0,0,1,26,0,2,1,105,1,4,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,0.0,1,9,0,5,1,2,25.0,0,23,30,0,9,0,11,0.0,0.0,0.0
Nikola Bukumira,1595656,Superliga 23/24,Mozzart Bet Superliga,FK Radnički 1923,6.6125,8,1,0,0,0,42,54,77.777777777778,20,22,10,1,3,75.0,3,3,1,0,0,0,0.0,2,2,8,40.0,2,28.571428571429,170,50.0,0,0,0,0,0,0,4,66.666666666667,2,0,0,3,23,1,2,0,86,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0.0,1,4,0,6,3,2,66.666666666667,0,24,30,0,11,0,8,0.0,0.0,0.0
Vanja Tomic,1865381,Superliga 25/26,Mozzart Bet Superliga,FK Radnički 1923,7.0666666666667,3,0,0,0,0,65,78,83.333333333333,34,31,16,1,1,50.0,4,1,0,0,0,0,0.0,0,0,6,66.666666666667,1,50.0,151,0.0,0,0,0,0,0,0,7,77.777777777778,4,0,0,0,16,0,5,3,102,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0.0,1,2,0,9,3,3,75.0,0,39,39,0,9,1,3,0.0,0.0,0.0
Vanja Tomic,1865381,Superliga 24/25,Mozzart Bet Superliga,FK Radnički 1923,6.6,1,0,0,0,0,4,4,100.0,1,3,2,0,0,0.0,1,0,0,0,0,0,0.0,0,0,1,100.0,0,0.0,22,0.0,0,0,0,0,0,0,1,100.0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,1,100.0,0,1,3,0,0,0,1,0.0,0.0,0.0
Ibrahim Yusuf Omosanya,1853855,Superliga 25/26,Mozzart Bet Superliga,FK Radnički 1923,6.4,7,0,0,0,0,100,135,74.074074074074,55,45,22,0,2,33.333333333333,8,4,2,0,0,0,0.0,3,0,14,42.424242424242,4,30.769230769231,308,0.0,0,0,0,0,0,0,8,42.105263157895,9,0,1,3,47,0,14,7,192,4,6,0,0,7,0,1,0,0,0,0,0,0,0,0,0,3,0.0,0,6,1,19,9,3,37.5,0,65,70,0,22,0,8,0.0,0.0,0.0
Nikola Miličić,1165919,Superliga 25/26,Mozzart Bet Superliga,FK Radnički 1923,6.6375,16,0,0,0,1,513,641,80.03120124805,326,187,86,8,5,71.428571428571,31,23,2,0,0,1,33.333333333333,2,1,39,61.904761904762,22,59.459459459459,1178,0.0,0,0,0,1,0,0,32,33.333333333333,76,0,1,1,162,2,65,25,901,3,16,0,0,6,0,0,0,0,1,0,0,0,0,0,0,14,0.0,8,7,3,96,22,22,70.967741935484,0,372,269,0,38,4,16,0.0,0.0,0.0
Nikola Miličić,1165919,Superliga 23/24,Mozzart Bet Superliga,FK Radnički 1923,6.58,5,0,0,0,0,175,233,75.107296137339,109,66,32,4,0,0.0,10,4,2,0,0,0,0.0,2,1,15,65.217391304348,8,42.105263157895,450,0.0,0,0,0,1,0,0,19,44.186046511628,17,0,0,0,65,1,27,9,300,5,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0.0,4,0,3,43,11,4,40.0,0,133,103,0,26,0,5,0.0,0.0,0.0
Mehmed Ćosić,876751,Superliga 25/26,Mozzart Bet Superliga,FK Radnički 1923,6.845,20,0,6,1,2,391,527,74.193548387097,179,212,139,18,5,31.25,27,20,2,0,0,13,25.490196078431,13,1,55,51.401869158879,14,50.0,1285,0.0,0,0,0,1,0,0,31,38.271604938272,40,0,0,8,243,2,59,28,942,23,13,1,0,22,0,5,0,0,5,0,0,0,0,0,0,14,0.0,18,16,51,81,14,16,59.259259259259,0,215,312,0,65,4,20,0.0,0.0,0.0
Mehmed Ćosić,876751,Superliga 24/25,Mozzart Bet Superliga,FK Radnički 1923,7.1666666666667,33,2,11,3,5,706,982,71.894093686354,280,440,272,36,28,57.142857142857,82,35,6,0,0,14,18.918918918919,19,13,165,56.313993174061,21,35.593220338983,2721,10.526315789474,0,0,0,1,0,0,70,45.751633986928,80,0,0,20,478,9,68,37,1817,56,43,0,0,45,7,2,0,0,9,0,0,0,0,0,0,31,0.0,36,49,74,153,33,55,67.073170731707,0,366,690,3,144,0,33,0.0,0.0,0.0
Mehmed Ćosić,876751,Superliga 23/24,Mozzart Bet Superliga,FK Radnički 1923,6.9470588235294,17,0,3,0,0,357,476,75.0,154,213,115,23,17,53.125,37,13,1,0,0,10,20.408163265306,7,2,76,56.296296296296,8,28.571428571429,1256,0.0,0,0,0,1,0,0,25,43.103448275862,23,0,0,3,211,8,40,18,877,23,19,0,0,24,1,2,0,0,4,0,0,0,0,0,0,14,0.0,23,32,49,58,22,28,75.675675675676,0,186,339,0,69,0,17,0.0,0.0,0.0
Bojan Adžić,1159434,Superliga 25/26,Mozzart Bet Superliga,FK Radnički 1923,6.5,12,2,1,3,0,202,255,79.21568627451,95,107,67,7,4,21.052631578947,15,14,5,0,0,3,16.666666666667,16,4,21,32.8125,13,50.0,798,12.5,0,0,0,0,0,0,9,37.5,20,0,0,3,124,4,17,6,504,2,16,0,0,10,1,4,0,0,1,0,0,0,0,0,0,9,0.0,7,19,18,24,10,10,66.666666666667,0,122,133,0,36,4,12,0.0,0.0,0.0
Bojan Adžić,1159434,Superliga 24/25,Mozzart Bet Superliga,FK Radnički 1923,6.7227272727273,22,3,0,1,0,269,350,76.857142857143,98,177,124,4,8,53.333333333333,22,12,4,0,0,6,11.764705882353,9,5,48,46.153846153846,14,50.0,1040,33.333333333333,0,0,0,0,0,0,13,59.090909090909,23,0,0,4,185,7,33,20,709,18,39,0,0,8,1,1,0,0,1,0,0,0,0,0,0,9,0.0,4,15,51,22,25,15,68.181818181818,0,123,278,0,45,0,22,0.0,0.0,0.0
Bojan Adžić,1159434,Superliga 23/24,Mozzart Bet Superliga,FK Radnički 1923,6.6625,16,0,4,0,2,296,375,78.933333333333,156,150,78,11,8,50.0,20,22,5,0,0,10,27.027027027027,11,2,36,36.363636363636,10,40.0,1087,0.0,0,0,0,0,0,0,13,35.135135135135,17,1,0,8,155,3,40,17,665,8,34,0,0,13,0,1,0,0,3,0,0,0,0,0,0,12,0.0,11,16,37,37,18,9,45.0,0,187,225,0,57,0,16,0.0,0.0,0.0
Slobodan Simović,79383,Superliga 25/26,Mozzart Bet Superliga,FK Radnički 1923,7.3041666666667,24,2,2,5,0,902,1085,83.133640552995,542,360,148,10,12,70.588235294118,34,27,5,1,1,1,50.0,22,8,84,67.741935483871,46,63.013698630137,1989,9.0909090909091,0,0,0,0,0,0,117,53.669724770642,105,0,0,5,216,1,161,86,1417,38,20,1,0,12,2,3,0,0,7,0,0,0,0,0,0,22,0.0,10,17,2,218,25,20,58.823529411765,0,589,496,4,102,15,24,0.0,0.0,0.0
Slobodan Simović,79383,Superliga 24/25,Mozzart Bet Superliga,FK Radnički 1923,7.175,24,1,2,2,1,848,1017,83.38249754179,482,366,149,9,16,80.0,41,40,5,0,0,0,0.0,21,7,81,65.853658536585,40,50.632911392405,1845,4.7619047619048,0,0,0,0,0,0,118,57.004830917874,92,1,1,4,203,3,142,77,1353,24,26,1,1,8,1,4,0,0,8,0,0,0,0,0,0,20,0.0,9,20,9,207,25,29,70.731707317073,0,526,500,7,87,0,25,0.0,0.0,0.0
Slobodan Simović,79383,Superliga 23/24,Mozzart Bet Superliga,FK Radnički 1923,6.872,25,0,1,1,1,1016,1215,83.621399176955,667,350,137,6,7,58.333333333333,43,35,4,0,1,1,25.0,9,0,75,56.818181818182,56,60.869565217391,2087,0.0,0,0,0,0,0,0,147,61.25,69,1,4,4,231,1,149,78,1486,26,40,2,0,9,0,4,0,0,7,0,0,0,0,0,0,24,0.0,6,12,4,240,37,25,58.139534883721,1,742,477,4,143,0,26,0.0,0.0,0.0
Milan Mitrović,80236,Superliga 25/26,Mozzart Bet Superliga,FK Radnički 1923,6.9785714285714,14,0,1,0,1,670,774,86.56330749354,397,273,93,5,0,0.0,8,11,3,0,0,1,100.0,1,0,12,32.432432432432,36,67.924528301887,1152,0.0,0,0,0,0,0,0,49,49.494949494949,45,0,0,1,112,0,75,51,885,4,15,0,0,9,1,0,0,0,5,0,0,0,0,0,0,12,0.0,5,0,1,99,16,5,62.5,0,437,337,0,57,11,15,0.0,0.0,0.0
Milan Mitrović,80236,Superliga 24/25,Mozzart Bet Superliga,FK Radnički 1923,6.955,20,1,0,1,1,754,888,84.90990990991,433,321,119,8,0,0.0,33,39,4,0,0,0,0.0,7,3,39,48.148148148148,68,70.833333333333,1674,14.285714285714,0,0,0,1,0,0,88,58.278145695364,84,1,1,1,147,1,95,55,1128,7,28,1,0,12,0,1,0,0,4,0,0,0,0,0,0,19,0.0,8,1,1,151,34,26,78.787878787879,0,481,408,3,81,0,20,0.0,0.0,0.0
Milan Mitrović,80236,Superliga 23/24,Mozzart Bet Superliga,FK Radnički 1923,6.7307692307692,26,0,0,0,0,1044,1262,82.725832012678,785,259,73,0,5,83.333333333333,45,28,7,0,1,0,0.0,2,0,57,43.846153846154,75,63.559322033898,2106,0.0,0,0,0,0,0,0,107,52.709359605911,80,0,1,3,238,0,134,71,1533,8,43,0,0,27,0,1,0,0,4,0,0,0,0,0,0,23,0.0,0,6,0,203,39,34,75.555555555556,1,906,356,0,145,0,26,0.0,0.0,0.0
Bojan Kovačević,804844,Superliga 25/26,Mozzart Bet Superliga,FK Radnički 1923,6.9555555555556,9,0,1,0,0,291,355,81.971830985915,165,126,70,7,4,57.142857142857,11,12,2,0,0,7,24.137931034483,2,0,27,55.102040816327,7,63.636363636364,803,0.0,0,0,0,0,0,0,21,47.727272727273,32,0,0,4,125,2,31,9,583,12,10,1,0,5,3,2,0,0,3,0,0,0,0,0,0,9,0.0,7,7,29,44,9,5,45.454545454545,0,183,172,0,38,6,9,0.0,0.0,0.0
Stefan Petkoski Cimbaljević,1802942,Superliga 25/26,Mozzart Bet Superliga,FK Radnički 1923,6.83,10,1,1,1,0,160,214,74.766355140187,59,101,56,5,7,58.333333333333,13,5,2,0,0,4,16.666666666667,4,3,30,62.5,6,60.0,567,25.0,0,0,0,1,0,0,6,24.0,10,0,0,4,100,2,12,4,378,10,5,1,0,4,1,1,0,0,0,0,0,0,0,0,0,6,0.0,5,12,24,25,6,7,53.846153846154,0,71,143,1,26,0,10,0.0,0.0,0.0
Nikola Marjanovic,1518953,Superliga 25/26,Mozzart Bet Superliga,FK Radnički 1923,6.9055555555556,18,0,0,0,0,646,777,83.140283140283,417,229,74,5,1,25.0,32,45,4,0,0,0,0.0,3,0,49,52.127659574468,51,73.913043478261,1526,0.0,0,0,0,0,0,0,30,31.25,82,0,0,3,158,0,69,25,1038,16,32,1,0,9,0,0,0,0,5,0,0,0,0,0,0,17,0.0,5,4,0,96,24,23,71.875,0,454,323,1,81,15,19,0.0,0.0,0.0
Dimitrije Nikolić,1981810,Superliga 25/26,Mozzart Bet Superliga,FK Radnički 1923,6.9,2,0,1,0,1,15,29,51.724137931034,10,5,5,2,0,0.0,4,5,1,0,0,1,50.0,0,0,5,45.454545454545,2,66.666666666667,135,0.0,0,0,0,0,0,0,3,50.0,4,0,0,1,29,0,5,2,70,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.0,2,2,2,6,1,3,75.0,0,18,11,0,8,0,2,0.0,0.0,0.0
Vuk Topličević,1982092,Superliga 24/25,Mozzart Bet Superliga,FK Radnički 1923,6.8,1,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,1,100.0,12,0.0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0.0,0.0,0.0
