İsim,Oyuncu_ID,Sezon,Turnuva_Ligi,Takım,rating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,accuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltySave,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,setPieceConversion,totalAttemptAssist,totalContest,totalCross,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,yellowRedCards,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,ballRecovery,outfielderBlocks,appearances,expectedAssists,expectedGoals,goalsPrevented
Stefan Mitrovic,1427157,Superliga 25/26,Mozzart Bet Superliga,FK Železničar Pančevo,6.62,5,0,0,0,0,25,32,78.125,12,13,6,0,1,100.0,1,1,0,0,0,0,0.0,0,0,5,71.428571428571,1,33.333333333333,77,0.0,0,0,0,0,0,0,3,75.0,5,0,0,0,9,1,2,1,48,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,1,0,4,2,1,100.0,0,13,19,0,4,1,9,0.0,0.0,0.0
Branislav Knežević,1007254,Superliga 25/26,Mozzart Bet Superliga,FK Železničar Pančevo,6.684,25,2,4,1,0,458,546,83.882783882784,264,194,82,10,13,65.0,15,9,4,0,0,0,0.0,18,5,48,45.714285714286,8,25.806451612903,1911,11.111111111111,0,0,2,1,0,0,15,48.387096774194,19,0,0,12,157,7,26,13,772,20,33,0,0,5,0,9,0,0,8,0,0,0,0,0,0,22,0.0,10,20,9,31,16,9,60.0,0,296,250,0,78,1,25,0.0,0.0,0.0
Branislav Knežević,1007254,Superliga 24/25,Mozzart Bet Superliga,FK Železničar Pančevo,6.7257142857143,35,7,4,5,0,581,721,80.582524271845,275,307,159,16,13,52.0,33,15,10,0,0,1,9.0909090909091,30,12,81,39.901477832512,26,52.0,2677,23.333333333333,0,0,0,0,0,0,29,40.845070422535,32,0,0,21,234,7,43,21,1037,37,76,1,0,15,0,6,0,0,9,0,0,0,0,0,0,31,0.0,16,25,11,71,37,19,57.575757575758,0,312,420,0,102,0,35,0.0,0.0,0.0
Branislav Knežević,1007254,Superliga 23/24,Mozzart Bet Superliga,FK Železničar Pančevo,6.6064516129032,31,1,1,0,1,383,530,72.264150943396,167,218,105,18,10,45.454545454545,22,20,8,0,0,2,22.222222222222,24,5,56,38.888888888889,22,43.137254901961,1811,4.1666666666667,0,0,0,0,0,0,16,21.621621621622,30,0,0,15,216,6,47,14,787,25,50,0,0,11,1,8,1,0,1,0,0,0,0,0,0,18,0.0,17,22,9,74,36,14,63.636363636364,0,214,325,0,91,0,31,0.0,0.0,0.0
Davorin Tošić,1544669,Superliga 25/26,Mozzart Bet Superliga,FK Železničar Pančevo,6.3,2,0,0,1,0,9,10,90.0,4,5,3,1,0,0.0,0,0,0,0,0,0,0.0,2,1,0,0.0,1,33.333333333333,28,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0,2,0,1,1,13,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,1,0,1,0,0.0,0,4,6,0,0,0,2,0.0,0.0,0.0
Clement Lhernault,1513253,Superliga 25/26,Mozzart Bet Superliga,FK Železničar Pančevo,6.9875,8,0,2,0,1,278,313,88.817891373802,130,148,67,9,2,25.0,10,7,1,0,0,2,8.695652173913,4,0,22,44.0,1,25.0,532,0.0,0,0,0,0,0,0,16,66.666666666667,6,0,0,7,81,4,14,5,420,10,9,0,0,6,0,2,1,0,0,0,0,0,0,0,0,8,0.0,8,8,23,24,4,3,30.0,0,139,174,1,32,3,8,0.0,0.0,0.0
Marko Ćurić,1146257,Superliga 24/25,Mozzart Bet Superliga,FK Železničar Pančevo,6.7692307692308,26,2,3,2,2,385,465,82.795698924731,154,237,128,17,12,52.173913043478,24,8,3,0,0,6,30.0,18,8,52,54.166666666667,5,25.0,1318,11.111111111111,0,0,0,0,0,0,18,50.0,6,1,0,14,152,7,26,14,661,16,11,0,0,9,0,3,1,0,0,0,0,0,0,0,0,16,0.0,16,23,20,36,16,17,70.833333333333,0,171,314,0,48,0,26,0.0,0.0,0.0
Stefan Pirgić,1146227,Superliga 25/26,Mozzart Bet Superliga,FK Železničar Pančevo,6.9346153846154,26,2,3,1,3,720,853,84.407971864009,423,297,124,16,11,68.75,26,19,3,0,1,0,0.0,13,6,76,61.788617886179,15,40.540540540541,2013,15.384615384615,2,2,1,0,0,0,25,35.714285714286,43,0,0,13,192,9,37,16,1116,39,21,0,0,9,1,2,0,0,12,0,0,0,0,0,0,22,0.0,16,16,4,70,20,16,61.538461538462,1,453,400,1,93,13,27,0.0,0.0,0.0
Stefan Pirgić,1146227,Superliga 24/25,Mozzart Bet Superliga,FK Železničar Pančevo,6.7941176470588,17,0,3,3,3,186,237,78.481012658228,78,113,73,15,4,30.769230769231,12,2,4,0,0,5,83.333333333333,10,4,51,54.838709677419,22,44.897959183673,996,0.0,0,0,0,0,0,0,3,33.333333333333,6,0,0,12,104,7,6,3,403,35,18,0,0,5,1,3,0,0,1,0,0,0,0,0,0,11,0.0,15,13,6,9,12,7,58.333333333333,0,91,152,0,38,0,17,0.0,0.0,0.0
Nikola Jovanović,1166015,Superliga 25/26,Mozzart Bet Superliga,FK Železničar Pančevo,6.7368421052632,19,3,5,3,0,149,184,80.978260869565,55,94,44,9,14,53.846153846154,10,8,4,0,0,7,26.923076923077,21,8,39,46.987951807229,4,14.814814814815,747,14.285714285714,0,0,0,0,2,0,16,64.0,12,0,0,13,106,6,20,13,369,15,15,1,0,6,0,4,0,0,1,0,0,0,0,0,0,7,0.0,9,26,26,25,7,8,80.0,0,59,125,1,30,1,19,0.0,0.0,0.0
Nikola Jovanović,1166015,Superliga 24/25,Mozzart Bet Superliga,FK Železničar Pančevo,6.704,25,0,3,2,1,244,323,75.541795665635,83,178,97,20,31,48.4375,20,10,2,0,0,17,34.0,26,12,80,41.666666666667,16,37.209302325581,1317,0.0,0,0,0,0,1,0,21,58.333333333333,8,0,0,22,228,7,24,14,675,29,38,1,1,22,1,6,0,0,1,0,0,0,0,0,0,15,0.0,20,64,50,36,18,13,65.0,0,98,275,0,50,0,25,0.0,0.0,0.0
Abdul Yusif,905167,Superliga 25/26,Mozzart Bet Superliga,FK Železničar Pančevo,6.6166666666667,18,0,2,1,2,440,545,80.733944954128,274,166,58,5,6,46.153846153846,20,15,1,0,0,2,10.0,11,0,32,46.376811594203,23,57.5,1108,0.0,0,0,0,0,0,0,35,50.0,40,0,2,4,186,1,41,18,846,6,14,1,0,12,2,3,0,0,4,0,0,0,0,0,0,12,0.0,5,13,20,70,14,12,60.0,0,302,243,0,60,5,18,0.0,0.0,0.0
Abdul Yusif,905167,Superliga 24/25,Mozzart Bet Superliga,FK Železničar Pančevo,6.6931034482759,29,0,2,1,1,591,749,78.90520694259,331,265,124,10,8,42.105263157895,32,30,1,0,0,5,13.157894736842,11,3,52,43.333333333333,29,51.785714285714,1757,0.0,0,0,0,0,0,0,45,43.269230769231,58,1,1,15,265,3,53,20,1175,13,22,2,0,22,5,2,0,0,3,0,0,0,0,0,0,21,0.0,10,19,38,104,28,20,62.5,0,376,411,0,93,0,29,0.0,0.0,0.0
Nikola Zečević,1425301,Superliga 25/26,Mozzart Bet Superliga,FK Železničar Pančevo,6.78,10,0,0,0,0,526,588,89.455782312925,391,135,15,0,0,0.0,10,14,2,0,1,0,0.0,0,0,11,40.740740740741,20,71.428571428571,727,0.0,0,0,0,0,0,0,11,25.0,40,0,0,1,70,0,29,8,683,1,14,0,0,1,0,0,0,0,3,0,0,0,0,0,0,8,0.0,0,0,0,44,7,8,80.0,1,413,175,0,22,7,11,0.0,0.0,0.0
Luka Vidić,1618602,Superliga 24/25,Mozzart Bet Superliga,FK Železničar Pančevo,6.75,2,0,0,0,0,15,17,88.235294117647,8,7,2,1,0,0.0,0,4,0,0,0,0,0.0,1,0,0,0.0,0,0.0,71,0.0,0,0,0,0,0,0,2,100.0,2,0,0,0,5,0,1,1,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,2,1,0,0.0,0,9,8,0,1,0,2,0.0,0.0,0.0
Uroš Tegeltija,1429959,Superliga 25/26,Mozzart Bet Superliga,FK Železničar Pančevo,6.7444444444444,9,0,0,1,0,197,233,84.549356223176,120,77,29,1,12,60.0,13,7,1,0,0,2,25.0,2,0,35,53.030303030303,3,33.333333333333,702,0.0,0,0,0,0,0,0,7,41.176470588235,16,0,0,10,95,0,13,6,418,10,10,0,0,3,0,1,0,0,4,0,0,0,0,0,0,8,0.0,1,20,8,17,5,10,76.923076923077,0,138,95,0,28,2,9,0.0,0.0,0.0
Miloš Kosanović,111456,Superliga 25/26,Mozzart Bet Superliga,FK Železničar Pančevo,7.03,10,1,3,0,0,523,605,86.446280991736,393,130,35,8,1,100.0,9,7,0,0,0,6,26.086956521739,4,1,12,42.857142857143,29,67.441860465116,796,25.0,0,0,0,0,4,1,48,46.153846153846,39,0,0,0,107,0,60,26,716,2,12,1,0,4,0,2,0,0,2,0,0,0,0,0,0,10,25.0,8,1,23,104,13,7,77.777777777778,0,413,192,1,15,3,10,0.0,0.0,0.0
Nemanja Vidojević,1146281,Superliga 25/26,Mozzart Bet Superliga,FK Železničar Pančevo,6.9875,16,1,0,0,0,842,955,88.167539267016,585,257,68,2,1,100.0,15,13,4,0,0,0,0.0,2,2,30,57.692307692308,30,58.823529411765,1190,50.0,0,0,0,0,0,0,40,35.398230088496,79,0,0,2,120,0,53,23,1125,14,18,0,0,3,0,0,0,0,8,0,0,0,0,0,0,12,0.0,2,1,0,113,10,6,40.0,0,617,338,1,39,5,17,0.0,0.0,0.0
Nemanja Vidojević,1146281,Superliga 24/25,Mozzart Bet Superliga,FK Železničar Pančevo,6.65,6,0,0,0,0,244,266,91.729323308271,209,35,10,0,0,0.0,2,4,2,0,0,0,0.0,0,0,9,90.0,5,62.5,403,0.0,0,0,0,1,0,0,11,42.307692307692,26,0,0,0,22,0,12,6,313,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.0,0,0,0,26,5,1,50.0,0,217,49,0,11,0,6,0.0,0.0,0.0
Mirko Milikić,1001880,Superliga 25/26,Mozzart Bet Superliga,FK Železničar Pančevo,7.1444444444444,27,0,1,2,0,1572,1862,84.425349087003,1079,493,149,8,0,0.0,25,33,9,0,0,1,33.333333333333,12,2,47,47.474747474747,87,67.96875,2430,0.0,0,0,0,1,0,0,111,40.363636363636,172,0,2,2,307,4,166,69,2220,22,39,1,0,10,0,2,0,0,14,0,0,0,0,0,0,27,0.0,8,1,3,275,24,15,60.0,0,1140,722,4,74,22,27,0.0,0.0,0.0
Mirko Milikić,1001880,Superliga 24/25,Mozzart Bet Superliga,FK Železničar Pančevo,6.8148148148148,27,2,1,1,0,1009,1217,82.90879211175,718,291,99,1,0,0.0,36,21,1,0,0,0,0.0,14,3,48,52.173913043478,47,62.666666666667,2088,14.285714285714,0,0,0,0,0,0,73,36.868686868687,135,0,2,1,220,0,109,48,1497,12,34,0,0,9,0,3,0,0,5,0,0,0,0,0,0,23,0.0,1,3,1,198,30,15,41.666666666667,0,791,427,1,63,0,28,0.0,0.0,0.0
Mirko Milikić,1001880,Superliga 23/24,Mozzart Bet Superliga,FK Železničar Pančevo,6.4,2,0,0,0,0,28,34,82.352941176471,20,8,4,0,0,0.0,0,0,0,0,0,0,0.0,1,0,0,0.0,2,100.0,72,0.0,0,0,0,0,0,0,3,42.857142857143,2,0,0,0,6,0,3,2,39,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,0,0,0,7,2,0,0.0,0,24,10,0,1,0,3,0.0,0.0,0.0
Marko Konatar,1017661,Superliga 25/26,Mozzart Bet Superliga,FK Železničar Pančevo,6.7333333333333,18,0,2,1,0,513,609,84.23645320197,320,193,89,12,6,66.666666666667,23,9,4,0,0,4,19.047619047619,9,4,37,60.655737704918,27,57.446808510638,1390,0.0,0,0,0,0,0,0,20,36.363636363636,47,0,0,3,151,2,29,10,896,8,13,0,0,7,0,2,0,0,7,0,0,0,0,0,0,15,0.0,12,9,21,55,15,16,69.565217391304,0,353,256,0,46,1,19,0.0,0.0,0.0
Marko Konatar,1017661,Superliga 24/25,Mozzart Bet Superliga,FK Železničar Pančevo,6.7833333333333,18,1,1,1,0,410,507,80.867850098619,252,160,66,5,4,57.142857142857,24,11,2,0,0,2,20.0,6,3,34,50.746268656716,16,36.363636363636,1137,16.666666666667,0,0,0,0,0,0,23,45.098039215686,36,0,0,1,142,0,28,12,764,6,20,0,0,10,0,0,0,0,4,0,0,0,0,0,0,12,0.0,5,7,10,51,13,13,54.166666666667,0,285,232,0,43,0,18,0.0,0.0,0.0
Marko Konatar,1017661,Superliga 23/24,Mozzart Bet Superliga,FK Železničar Pančevo,6.7727272727273,22,1,2,0,0,422,624,67.628205128205,177,257,126,18,1,14.285714285714,22,21,4,0,0,12,18.461538461538,9,2,32,37.647058823529,54,62.790697674419,1863,11.111111111111,0,0,0,0,0,0,49,36.296296296296,79,0,0,4,332,6,89,33,1072,9,29,0,0,14,1,1,0,0,2,0,0,0,0,0,0,21,0.0,18,7,65,135,36,12,54.545454545455,0,242,447,1,87,0,22,0.0,0.0,0.0
Abdoul Sawadogo,2276490,Superliga 25/26,Mozzart Bet Superliga,FK Železničar Pančevo,7.1,1,0,0,0,0,38,49,77.551020408163,30,8,2,0,0,0.0,3,1,0,0,0,0,0.0,2,0,3,60.0,6,85.714285714286,90,0.0,0,0,0,0,0,0,3,33.333333333333,9,0,0,0,14,1,7,2,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,0,9,3,2,66.666666666667,0,33,16,0,4,1,1,0.0,0.0,0.0
Nikola Đuričić,1466631,Superliga 25/26,Mozzart Bet Superliga,FK Železničar Pančevo,6.968,25,1,2,1,0,1166,1340,87.014925373134,654,512,243,20,11,84.615384615385,27,16,4,0,0,9,33.333333333333,7,3,61,54.464285714286,61,73.493975903614,2034,14.285714285714,0,0,0,0,0,0,63,54.782608695652,65,0,0,9,264,5,111,63,1790,23,32,0,1,9,0,2,0,0,8,0,0,0,0,0,0,23,0.0,20,13,27,115,24,16,59.259259259259,0,707,633,0,109,5,25,0.0,0.0,0.0
Nikola Đuričić,1466631,Superliga 24/25,Mozzart Bet Superliga,FK Železničar Pančevo,7.0384615384615,26,1,2,0,3,1080,1281,84.309133489461,596,491,226,28,13,52.0,30,40,6,0,0,7,25.925925925926,7,1,85,52.147239263804,60,66.666666666667,2237,14.285714285714,0,0,0,0,0,0,95,51.075268817204,86,1,1,13,304,2,127,66,1805,42,43,0,0,15,1,3,0,0,4,0,0,0,0,0,0,26,0.0,28,25,27,186,30,24,80.0,0,644,664,1,111,0,26,0.0,0.0,0.0
Zoran Popović,267437,Superliga 25/26,Mozzart Bet Superliga,FK Železničar Pančevo,7.1275862068966,29,0,0,0,0,617,976,63.217213114754,517,100,35,0,2,100.0,1,0,1,0,0,0,0.0,0,0,11,100.0,6,75.0,2610,0.0,0,0,0,0,0,0,195,36.380597014925,40,0,3,0,365,0,125,87,1286,8,0,0,0,0,0,0,0,90,14,0,9,30,30,37,0,29,0.0,0,2,0,536,29,1,100.0,0,601,375,2,286,0,29,0.0,0.0,0.0
Zoran Popović,267437,Superliga 24/25,Mozzart Bet Superliga,FK Železničar Pančevo,6.8962962962963,27,0,0,0,0,491,755,65.033112582781,404,87,26,0,0,0.0,0,0,0,0,0,0,0.0,0,0,7,77.777777777778,8,88.888888888889,2366,0.0,0,0,0,0,0,0,187,42.307692307692,22,2,2,0,267,0,127,91,978,9,0,0,0,2,0,0,0,62,7,1,7,14,13,27,0,27,0.0,0,0,0,442,29,0,0.0,0,476,279,0,211,0,27,0.0,0.0,0.0
Ognjen Lukić,1001851,Superliga 24/25,Mozzart Bet Superliga,FK Železničar Pančevo,6.7875,8,0,0,0,0,147,237,62.025316455696,121,26,3,0,0,0.0,0,0,0,0,0,0,0.0,0,0,3,75.0,4,80.0,720,0.0,0,0,0,0,0,0,48,35.294117647059,8,0,0,0,91,0,23,12,316,5,0,0,0,1,0,0,0,25,1,0,3,1,0,2,0,8,0.0,0,0,0,136,13,0,0.0,0,150,87,0,68,0,8,0.0,0.0,0.0
Ognjen Lukić,1001851,Superliga 23/24,Mozzart Bet Superliga,FK Železničar Pančevo,6.6666666666667,3,0,0,0,0,60,70,85.714285714286,52,8,4,0,0,0.0,0,0,0,0,0,0,0.0,0,0,1,100.0,0,0.0,225,0.0,0,0,0,0,0,0,13,59.090909090909,4,1,0,0,11,0,11,7,100,1,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,3,0.0,0,0,0,22,5,0,0.0,0,57,13,0,25,0,3,0.0,0.0,0.0
Veljko Mirosavic,1153954,Superliga 23/24,Mozzart Bet Superliga,FK Železničar Pančevo,6.85,2,0,0,0,0,27,39,69.230769230769,14,13,5,0,1,100.0,1,0,0,0,0,0,0.0,2,0,7,87.5,4,100.0,101,0.0,0,0,0,0,0,0,2,20.0,3,0,0,0,16,1,7,2,61,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,1,2,10,2,1,100.0,0,15,26,0,7,0,2,0.0,0.0,0.0
Uroš Stojanović,881211,Superliga 24/25,Mozzart Bet Superliga,FK Železničar Pančevo,7.0107142857143,28,1,0,0,0,1118,1278,87.480438184664,783,335,96,5,5,71.428571428571,35,29,6,0,0,0,0.0,8,3,57,57.0,69,71.875,2291,12.5,0,0,0,0,0,0,63,45.323741007194,156,0,0,3,180,0,54,18,1659,19,20,0,0,19,0,4,0,0,6,0,0,0,0,0,0,25,0.0,5,7,4,139,30,21,60.0,0,841,441,1,105,0,28,0.0,0.0,0.0
Mateja Zuvić,1047458,Superliga 23/24,Mozzart Bet Superliga,FK Železničar Pančevo,6.6,3,0,0,0,0,15,23,65.217391304348,4,11,9,1,2,50.0,1,1,0,0,0,0,0.0,1,0,8,66.666666666667,1,50.0,76,0.0,0,0,0,0,0,0,1,100.0,0,0,1,1,18,0,1,0,44,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,4,6,1,4,1,100.0,0,5,24,0,3,0,4,0.0,0.0,0.0
Dušan Pantelić,98458,Superliga 23/24,Mozzart Bet Superliga,FK Železničar Pančevo,6.8764705882353,17,0,1,1,0,330,413,79.903147699758,157,176,77,10,3,42.857142857143,27,19,3,0,0,3,16.666666666667,16,3,54,53.465346534653,25,58.139534883721,1122,0.0,0,0,0,0,2,0,28,46.666666666667,22,0,0,7,131,4,32,14,626,25,22,2,0,15,0,3,0,0,0,0,0,0,0,0,0,14,0.0,10,7,18,60,19,15,55.555555555556,0,183,248,0,68,0,17,0.0,0.0,0.0
Nemanja Milunović,54775,Superliga 24/25,Mozzart Bet Superliga,FK Železničar Pančevo,7.1461538461538,26,1,1,3,1,1194,1468,81.33514986376,760,436,156,9,14,82.352941176471,24,53,3,1,1,2,18.181818181818,15,4,59,56.190476190476,69,73.404255319149,2169,6.6666666666667,0,0,0,2,0,0,134,47.183098591549,148,0,0,1,304,2,189,96,1838,23,32,2,0,13,0,2,0,0,5,0,0,0,0,0,0,23,0.0,9,17,11,284,24,15,62.5,0,827,652,4,108,0,27,0.0,0.0,
Boris Sekulić,224466,Superliga 24/25,Mozzart Bet Superliga,FK Železničar Pančevo,6.6,20,0,0,1,0,454,522,86.973180076628,284,172,75,1,8,80.0,9,13,5,1,1,2,15.384615384615,2,1,26,34.210526315789,10,76.923076923077,1203,0.0,0,0,0,0,0,0,28,50.909090909091,31,0,0,5,97,0,39,19,732,10,29,0,0,14,0,0,0,0,4,0,0,0,0,0,0,14,0.0,1,10,13,55,11,5,55.555555555556,0,309,226,0,41,0,20,0.0,0.0,
