path,status,error,rows,columns_count,file_size_mb,missing_total,missing_ratio,duplicate_rows,encoding,separator,columns,player_col,sofascore_id_col,market_value_col,league_col,club_col,position_col,age_col,minutes_col,goals_col,assists_col
data/structured/transfermarkt/Almanya_bundesliga/1_fuballclub_koln.csv,ok,,25.0,27.0,0.01,40.0,0.0593,0.0,utf-8-sig,",",player_id | first_name | last_name | name | last_season | current_club_id | player_code | country_of_birth | city_of_birth | country_of_citizenship | date_of_birth | sub_position | position | foot | height_in_cm | contract_expiration_date | agent_name | image_url | international_caps | international_goals | current_national_team_id | url | current_club_domestic_competition_id | current_club_name | market_value_in_eur | highest_market_value_in_eur | sofascore_id,player_id,sofascore_id,market_value_in_eur,current_club_domestic_competition_id,current_club_id,sub_position,agent_name,,international_goals,
data/structured/transfermarkt/Almanya_bundesliga/1_fuballclub_union_berlin.csv,ok,,22.0,27.0,0.008,40.0,0.0673,0.0,utf-8-sig,",",player_id | first_name | last_name | name | last_season | current_club_id | player_code | country_of_birth | city_of_birth | country_of_citizenship | date_of_birth | sub_position | position | foot | height_in_cm | contract_expiration_date | agent_name | image_url | international_caps | international_goals | current_national_team_id | url | current_club_domestic_competition_id | current_club_name | market_value_in_eur | highest_market_value_in_eur | sofascore_id,player_id,sofascore_id,market_value_in_eur,current_club_domestic_competition_id,current_club_id,sub_position,agent_name,,international_goals,
data/structured/transfermarkt/Almanya_bundesliga/1_fuball_und_sportverein_mainz_05.csv,ok,,27.0,27.0,0.011,36.0,0.0494,0.0,utf-8-sig,",",player_id | first_name | last_name | name | last_season | current_club_id | player_code | country_of_birth | city_of_birth | country_of_citizenship | date_of_birth | sub_position | position | foot | height_in_cm | contract_expiration_date | agent_name | image_url | international_caps | international_goals | current_national_team_id | url | current_club_domestic_competition_id | current_club_name | market_value_in_eur | highest_market_value_in_eur | sofascore_id,player_id,sofascore_id,market_value_in_eur,current_club_domestic_competition_id,current_club_id,sub_position,agent_name,,international_goals,
data/structured/transfermarkt/Almanya_bundesliga/bayer_04_leverkusen_fuball.csv,ok,,24.0,27.0,0.009,28.0,0.0432,0.0,utf-8-sig,",",player_id | first_name | last_name | name | last_season | current_club_id | player_code | country_of_birth | city_of_birth | country_of_citizenship | date_of_birth | sub_position | position | foot | height_in_cm | contract_expiration_date | agent_name | image_url | international_caps | international_goals | current_national_team_id | url | current_club_domestic_competition_id | current_club_name | market_value_in_eur | highest_market_value_in_eur | sofascore_id,player_id,sofascore_id,market_value_in_eur,current_club_domestic_competition_id,current_club_id,sub_position,agent_name,,international_goals,
data/structured/transfermarkt/Almanya_bundesliga/borussia_dortmund.csv,ok,,22.0,27.0,0.008,28.0,0.0471,0.0,utf-8-sig,",",player_id | first_name | last_name | name | last_season | current_club_id | player_code | country_of_birth | city_of_birth | country_of_citizenship | date_of_birth | sub_position | position | foot | height_in_cm | contract_expiration_date | agent_name | image_url | international_caps | international_goals | current_national_team_id | url | current_club_domestic_competition_id | current_club_name | market_value_in_eur | highest_market_value_in_eur | sofascore_id,player_id,sofascore_id,market_value_in_eur,current_club_domestic_competition_id,current_club_id,sub_position,agent_name,,international_goals,
data/structured/transfermarkt/Almanya_bundesliga/borussia_verein_fur_leibesubungen_1900_monchengladbach.csv,ok,,23.0,27.0,0.01,26.0,0.0419,0.0,utf-8-sig,",",player_id | first_name | last_name | name | last_season | current_club_id | player_code | country_of_birth | city_of_birth | country_of_citizenship | date_of_birth | sub_position | position | foot | height_in_cm | contract_expiration_date | agent_name | image_url | international_caps | international_goals | current_national_team_id | url | current_club_domestic_competition_id | current_club_name | market_value_in_eur | highest_market_value_in_eur | sofascore_id,player_id,sofascore_id,market_value_in_eur,current_club_domestic_competition_id,current_club_id,sub_position,agent_name,,international_goals,
data/structured/transfermarkt/Almanya_bundesliga/eintracht_frankfurt_fuball_ag.csv,ok,,25.0,27.0,0.01,33.0,0.0489,0.0,utf-8-sig,",",player_id | first_name | last_name | name | last_season | current_club_id | player_code | country_of_birth | city_of_birth | country_of_citizenship | date_of_birth | sub_position | position | foot | height_in_cm | contract_expiration_date | agent_name | image_url | international_caps | international_goals | current_national_team_id | url | current_club_domestic_competition_id | current_club_name | market_value_in_eur | highest_market_value_in_eur | sofascore_id,player_id,sofascore_id,market_value_in_eur,current_club_domestic_competition_id,current_club_id,sub_position,agent_name,,international_goals,
data/structured/transfermarkt/Almanya_bundesliga/fc_bayern_munchen.csv,ok,,22.0,27.0,0.008,27.0,0.0455,0.0,utf-8-sig,",",player_id | first_name | last_name | name | last_season | current_club_id | player_code | country_of_birth | city_of_birth | country_of_citizenship | date_of_birth | sub_position | position | foot | height_in_cm | contract_expiration_date | agent_name | image_url | international_caps | international_goals | current_national_team_id | url | current_club_domestic_competition_id | current_club_name | market_value_in_eur | highest_market_value_in_eur | sofascore_id,player_id,sofascore_id,market_value_in_eur,current_club_domestic_competition_id,current_club_id,sub_position,agent_name,,international_goals,
data/structured/transfermarkt/Almanya_bundesliga/fuballclub_augsburg_1907.csv,ok,,23.0,27.0,0.009,32.0,0.0515,0.0,utf-8-sig,",",player_id | first_name | last_name | name | last_season | current_club_id | player_code | country_of_birth | city_of_birth | country_of_citizenship | date_of_birth | sub_position | position | foot | height_in_cm | contract_expiration_date | agent_name | image_url | international_caps | international_goals | current_national_team_id | url | current_club_domestic_competition_id | current_club_name | market_value_in_eur | highest_market_value_in_eur | sofascore_id,player_id,sofascore_id,market_value_in_eur,current_club_domestic_competition_id,current_club_id,sub_position,agent_name,,international_goals,
data/structured/transfermarkt/Almanya_bundesliga/fuballclub_st_pauli_von_1910.csv,ok,,22.0,27.0,0.008,54.0,0.0909,0.0,utf-8-sig,",",player_id | first_name | last_name | name | last_season | current_club_id | player_code | country_of_birth | city_of_birth | country_of_citizenship | date_of_birth | sub_position | position | foot | height_in_cm | contract_expiration_date | agent_name | image_url | international_caps | international_goals | current_national_team_id | url | current_club_domestic_competition_id | current_club_name | market_value_in_eur | highest_market_value_in_eur | sofascore_id,player_id,sofascore_id,market_value_in_eur,current_club_domestic_competition_id,current_club_id,sub_position,agent_name,,international_goals,
data/structured/transfermarkt/Almanya_bundesliga/hamburger_sport_verein.csv,ok,,24.0,27.0,0.009,34.0,0.0525,0.0,utf-8-sig,",",player_id | first_name | last_name | name | last_season | current_club_id | player_code | country_of_birth | city_of_birth | country_of_citizenship | date_of_birth | sub_position | position | foot | height_in_cm | contract_expiration_date | agent_name | image_url | international_caps | international_goals | current_national_team_id | url | current_club_domestic_competition_id | current_club_name | market_value_in_eur | highest_market_value_in_eur | sofascore_id,player_id,sofascore_id,market_value_in_eur,current_club_domestic_competition_id,current_club_id,sub_position,agent_name,,international_goals,
data/structured/transfermarkt/Almanya_bundesliga/rasenballsport_leipzig.csv,ok,,24.0,27.0,0.009,33.0,0.0509,0.0,utf-8-sig,",",player_id | first_name | last_name | name | last_season | current_club_id | player_code | country_of_birth | city_of_birth | country_of_citizenship | date_of_birth | sub_position | position | foot | height_in_cm | contract_expiration_date | agent_name | image_url | international_caps | international_goals | current_national_team_id | url | current_club_domestic_competition_id | current_club_name | market_value_in_eur | highest_market_value_in_eur | sofascore_id,player_id,sofascore_id,market_value_in_eur,current_club_domestic_competition_id,current_club_id,sub_position,agent_name,,international_goals,
data/structured/transfermarkt/Almanya_bundesliga/sportclub_freiburg.csv,ok,,21.0,27.0,0.008,45.0,0.0794,0.0,utf-8-sig,",",player_id | first_name | last_name | name | last_season | current_club_id | player_code | country_of_birth | city_of_birth | country_of_citizenship | date_of_birth | sub_position | position | foot | height_in_cm | contract_expiration_date | agent_name | image_url | international_caps | international_goals | current_national_team_id | url | current_club_domestic_competition_id | current_club_name | market_value_in_eur | highest_market_value_in_eur | sofascore_id,player_id,sofascore_id,market_value_in_eur,current_club_domestic_competition_id,current_club_id,sub_position,agent_name,,international_goals,
data/structured/transfermarkt/Almanya_bundesliga/sportverein_werder_bremen_von_1899.csv,ok,,26.0,27.0,0.01,41.0,0.0584,0.0,utf-8-sig,",",player_id | first_name | last_name | name | last_season | current_club_id | player_code | country_of_birth | city_of_birth | country_of_citizenship | date_of_birth | sub_position | position | foot | height_in_cm | contract_expiration_date | agent_name | image_url | international_caps | international_goals | current_national_team_id | url | current_club_domestic_competition_id | current_club_name | market_value_in_eur | highest_market_value_in_eur | sofascore_id,player_id,sofascore_id,market_value_in_eur,current_club_domestic_competition_id,current_club_id,sub_position,agent_name,,international_goals,
data/structured/transfermarkt/Almanya_bundesliga/turn_und_sportgemeinschaft_1899_hoffenheim_fuballspielbetriebs.csv,ok,,22.0,27.0,0.009,32.0,0.0539,0.0,utf-8-sig,",",player_id | first_name | last_name | name | last_season | current_club_id | player_code | country_of_birth | city_of_birth | country_of_citizenship | date_of_birth | sub_position | position | foot | height_in_cm | contract_expiration_date | agent_name | image_url | international_caps | international_goals | current_national_team_id | url | current_club_domestic_competition_id | current_club_name | market_value_in_eur | highest_market_value_in_eur | sofascore_id,player_id,sofascore_id,market_value_in_eur,current_club_domestic_competition_id,current_club_id,sub_position,agent_name,,international_goals,
data/structured/transfermarkt/Almanya_bundesliga/verein_fur_bewegungsspiele_stuttgart_1893.csv,ok,,24.0,27.0,0.01,28.0,0.0432,0.0,utf-8-sig,",",player_id | first_name | last_name | name | last_season | current_club_id | player_code | country_of_birth | city_of_birth | country_of_citizenship | date_of_birth | sub_position | position | foot | height_in_cm | contract_expiration_date | agent_name | image_url | international_caps | international_goals | current_national_team_id | url | current_club_domestic_competition_id | current_club_name | market_value_in_eur | highest_market_value_in_eur | sofascore_id,player_id,sofascore_id,market_value_in_eur,current_club_domestic_competition_id,current_club_id,sub_position,agent_name,,international_goals,
data/structured/transfermarkt/Almanya_bundesliga/verein_fur_leibesubungen_wolfsburg.csv,ok,,28.0,27.0,0.011,46.0,0.0608,0.0,utf-8-sig,",",player_id | first_name | last_name | name | last_season | current_club_id | player_code | country_of_birth | city_of_birth | country_of_citizenship | date_of_birth | sub_position | position | foot | height_in_cm | contract_expiration_date | agent_name | image_url | international_caps | international_goals | current_national_team_id | url | current_club_domestic_competition_id | current_club_name | market_value_in_eur | highest_market_value_in_eur | sofascore_id,player_id,sofascore_id,market_value_in_eur,current_club_domestic_competition_id,current_club_id,sub_position,agent_name,,international_goals,
data/structured/transfermarkt/Avusturya_bundesliga/fuballclub_blauwei_linz.csv,ok,,25.0,27.0,0.01,54.0,0.08,0.0,utf-8-sig,",",player_id | first_name | last_name | name | last_season | current_club_id | player_code | country_of_birth | city_of_birth | country_of_citizenship | date_of_birth | sub_position | position | foot | height_in_cm | contract_expiration_date | agent_name | image_url | international_caps | international_goals | current_national_team_id | url | current_club_domestic_competition_id | current_club_name | market_value_in_eur | highest_market_value_in_eur | sofascore_id,player_id,sofascore_id,market_value_in_eur,current_club_domestic_competition_id,current_club_id,sub_position,agent_name,,international_goals,
data/structured/transfermarkt/Avusturya_bundesliga/fuballclub_red_bull_salzburg.csv,ok,,23.0,27.0,0.009,35.0,0.0564,0.0,utf-8-sig,",",player_id | first_name | last_name | name | last_season | current_club_id | player_code | country_of_birth | city_of_birth | country_of_citizenship | date_of_birth | sub_position | position | foot | height_in_cm | contract_expiration_date | agent_name | image_url | international_caps | international_goals | current_national_team_id | url | current_club_domestic_competition_id | current_club_name | market_value_in_eur | highest_market_value_in_eur | sofascore_id,player_id,sofascore_id,market_value_in_eur,current_club_domestic_competition_id,current_club_id,sub_position,agent_name,,international_goals,
data/structured/transfermarkt/Avusturya_bundesliga/fuballklub_austria_wien.csv,ok,,17.0,27.0,0.007,30.0,0.0654,0.0,utf-8-sig,",",player_id | first_name | last_name | name | last_season | current_club_id | player_code | country_of_birth | city_of_birth | country_of_citizenship | date_of_birth | sub_position | position | foot | height_in_cm | contract_expiration_date | agent_name | image_url | international_caps | international_goals | current_national_team_id | url | current_club_domestic_competition_id | current_club_name | market_value_in_eur | highest_market_value_in_eur | sofascore_id,player_id,sofascore_id,market_value_in_eur,current_club_domestic_competition_id,current_club_id,sub_position,agent_name,,international_goals,
data/structured/transfermarkt/Avusturya_bundesliga/grazer_athletiksport_klub_1902.csv,ok,,23.0,27.0,0.009,67.0,0.1079,0.0,utf-8-sig,",",player_id | first_name | last_name | name | last_season | current_club_id | player_code | country_of_birth | city_of_birth | country_of_citizenship | date_of_birth | sub_position | position | foot | height_in_cm | contract_expiration_date | agent_name | image_url | international_caps | international_goals | current_national_team_id | url | current_club_domestic_competition_id | current_club_name | market_value_in_eur | highest_market_value_in_eur | sofascore_id,player_id,sofascore_id,market_value_in_eur,current_club_domestic_competition_id,current_club_id,sub_position,agent_name,,international_goals,
